Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status,Inventory_Utilization
INV030717,B005,EQ04545,79,8,26,Low Stock,0.10126582278481013
INV030718,B024,EQ01240,17,7,28,Low Stock,0.4117647058823529
INV030719,B012,EQ01682,86,76,19,Healthy,0.8837209302325582
INV030720,B019,EQ01702,20,5,27,Low Stock,0.25
INV030721,B030,EQ00347,51,24,27,Low Stock,0.47058823529411764
INV030722,B022,EQ03671,20,14,27,Low Stock,0.7
INV030723,B021,EQ04365,66,66,20,Healthy,1.0
INV030724,B026,EQ02366,29,1,16,Low Stock,0.034482758620689655
INV030725,B002,EQ04735,48,1,26,Low Stock,0.020833333333333332
INV030726,B021,EQ00052,55,39,22,Healthy,0.7090909090909091
INV030727,B027,EQ00974,57,3,5,Low Stock,0.05263157894736842
INV030728,B005,EQ03952,79,16,28,Low Stock,0.20253164556962025
INV030729,B025,EQ03773,80,4,18,Low Stock,0.05
INV030730,B013,EQ04439,61,20,13,Medium Stock,0.32786885245901637
INV030731,B003,EQ03533,61,46,13,Healthy,0.7540983606557377
INV030732,B025,EQ04036,21,16,10,Healthy,0.7619047619047619
INV030733,B021,EQ01146,20,16,5,Healthy,0.8
INV030734,B024,EQ04820,41,20,17,Medium Stock,0.4878048780487805
INV030735,B016,EQ00474,24,14,28,Low Stock,0.5833333333333334
INV030736,B019,EQ03121,81,73,24,Healthy,0.9012345679012346
INV030737,B029,EQ00424,64,29,17,Medium Stock,0.453125
INV030738,B030,EQ01335,36,24,23,Healthy,0.6666666666666666
INV030739,B020,EQ00518,34,6,14,Low Stock,0.17647058823529413
INV030740,B007,EQ00600,13,8,23,Low Stock,0.6153846153846154
INV030741,B014,EQ04434,76,41,24,Healthy,0.5394736842105263
INV030742,B005,EQ00332,75,48,15,Healthy,0.64
INV030743,B014,EQ00073,54,42,15,Healthy,0.7777777777777778
INV030744,B001,EQ02190,69,40,9,Healthy,0.5797101449275363
INV030745,B019,EQ01794,93,5,23,Low Stock,0.053763440860215055
INV030746,B023,EQ01161,60,19,5,Medium Stock,0.31666666666666665
INV030747,B001,EQ01251,11,9,29,Low Stock,0.8181818181818182
INV030748,B026,EQ03298,42,14,26,Low Stock,0.3333333333333333
INV030749,B019,EQ03837,25,14,12,Healthy,0.56
INV030750,B004,EQ03487,58,45,11,Healthy,0.7758620689655172
INV030751,B021,EQ00220,31,7,30,Low Stock,0.22580645161290322
INV030752,B001,EQ01175,49,43,9,Healthy,0.8775510204081632
INV030753,B005,EQ01935,40,15,7,Medium Stock,0.375
INV030754,B014,EQ02197,57,20,10,Medium Stock,0.3508771929824561
INV030755,B028,EQ00233,12,4,28,Low Stock,0.3333333333333333
INV030756,B014,EQ04368,19,8,16,Low Stock,0.42105263157894735
INV030757,B006,EQ01831,8,3,26,Low Stock,0.375
INV030758,B015,EQ03574,89,43,12,Medium Stock,0.48314606741573035
INV030759,B003,EQ03953,30,10,9,Medium Stock,0.3333333333333333
INV030760,B017,EQ03392,22,4,22,Low Stock,0.18181818181818182
INV030761,B014,EQ02282,66,8,27,Low Stock,0.12121212121212122
INV030762,B004,EQ03186,57,9,17,Low Stock,0.15789473684210525
INV030763,B027,EQ00039,40,10,10,Low Stock,0.25
INV030764,B020,EQ00053,90,28,18,Medium Stock,0.3111111111111111
INV030765,B027,EQ02108,88,7,7,Low Stock,0.07954545454545454
INV030766,B011,EQ00904,92,80,22,Healthy,0.8695652173913043
INV030767,B015,EQ04761,73,5,25,Low Stock,0.0684931506849315
INV030768,B005,EQ03795,12,2,10,Low Stock,0.16666666666666666
INV030769,B015,EQ03014,68,12,19,Low Stock,0.17647058823529413
INV030770,B004,EQ01101,22,16,5,Healthy,0.7272727272727273
INV030771,B029,EQ00448,70,35,11,Medium Stock,0.5
INV030772,B010,EQ03500,27,24,18,Healthy,0.8888888888888888
INV030773,B030,EQ03576,6,3,16,Low Stock,0.5
INV030774,B015,EQ03753,10,10,23,Low Stock,1.0
INV030775,B029,EQ00381,75,15,18,Low Stock,0.2
INV030776,B016,EQ01588,5,0,16,Low Stock,0.0
INV030777,B028,EQ00232,93,93,11,Healthy,1.0
INV030778,B013,EQ00083,64,55,25,Healthy,0.859375
INV030779,B025,EQ02063,10,6,5,Healthy,0.6
INV030780,B018,EQ03458,5,3,24,Low Stock,0.6
INV030781,B017,EQ01138,82,5,12,Low Stock,0.06097560975609756
INV030782,B025,EQ02487,17,10,18,Low Stock,0.5882352941176471
INV030783,B012,EQ01852,25,25,19,Healthy,1.0
INV030784,B020,EQ01413,9,6,22,Low Stock,0.6666666666666666
INV030785,B001,EQ01404,80,8,21,Low Stock,0.1
INV030786,B029,EQ03085,72,57,24,Healthy,0.7916666666666666
INV030787,B029,EQ03862,94,69,16,Healthy,0.7340425531914894
INV030788,B018,EQ00236,35,27,22,Healthy,0.7714285714285715
INV030789,B016,EQ04548,13,4,7,Low Stock,0.3076923076923077
INV030790,B015,EQ01566,88,88,22,Healthy,1.0
INV030791,B007,EQ01450,8,4,19,Low Stock,0.5
INV030792,B022,EQ01907,54,31,22,Healthy,0.5740740740740741
INV030793,B022,EQ04024,32,24,19,Healthy,0.75
INV030794,B013,EQ04530,13,5,20,Low Stock,0.38461538461538464
INV030795,B010,EQ03760,13,9,9,Low Stock,0.6923076923076923
INV030796,B009,EQ03317,23,5,9,Low Stock,0.21739130434782608
INV030797,B003,EQ02754,20,3,23,Low Stock,0.15
INV030798,B019,EQ02113,81,12,7,Medium Stock,0.14814814814814814
INV030799,B028,EQ02739,98,74,14,Healthy,0.7551020408163265
INV030800,B021,EQ03953,43,4,18,Low Stock,0.09302325581395349
INV030801,B029,EQ03319,82,4,24,Low Stock,0.04878048780487805
INV030802,B027,EQ04867,34,33,15,Healthy,0.9705882352941176
INV030803,B027,EQ04518,51,31,29,Healthy,0.6078431372549019
INV030804,B004,EQ04640,84,83,6,Healthy,0.9880952380952381
INV030805,B015,EQ04108,76,71,9,Healthy,0.9342105263157895
INV030806,B001,EQ03471,14,8,28,Low Stock,0.5714285714285714
INV030807,B005,EQ02608,39,18,24,Low Stock,0.46153846153846156
INV030808,B015,EQ04171,73,70,5,Healthy,0.958904109589041
INV030809,B001,EQ03848,76,64,10,Healthy,0.8421052631578947
INV030810,B011,EQ03136,43,12,19,Low Stock,0.27906976744186046
INV030811,B010,EQ03947,95,75,24,Healthy,0.7894736842105263
INV030812,B022,EQ00648,56,41,26,Healthy,0.7321428571428571
INV030813,B020,EQ02618,9,5,8,Low Stock,0.5555555555555556
INV030814,B019,EQ01513,47,29,15,Healthy,0.6170212765957447
INV030815,B010,EQ02501,74,46,18,Healthy,0.6216216216216216
INV030816,B027,EQ03798,41,10,30,Low Stock,0.24390243902439024
INV030817,B019,EQ02217,61,17,16,Medium Stock,0.2786885245901639
INV030818,B026,EQ03938,57,34,6,Healthy,0.5964912280701754
INV030819,B020,EQ02308,23,3,29,Low Stock,0.13043478260869565
INV030820,B021,EQ00110,98,5,7,Low Stock,0.05102040816326531
INV030821,B016,EQ01270,40,31,20,Healthy,0.775
INV030822,B030,EQ03774,47,41,15,Healthy,0.8723404255319149
INV030823,B020,EQ01707,29,6,23,Low Stock,0.20689655172413793
INV030824,B017,EQ04143,9,6,28,Low Stock,0.6666666666666666
INV030825,B010,EQ01917,69,64,11,Healthy,0.927536231884058
INV030826,B010,EQ04661,75,25,26,Low Stock,0.3333333333333333
INV030827,B010,EQ04701,25,12,25,Low Stock,0.48
INV030828,B014,EQ01021,85,77,7,Healthy,0.9058823529411765
INV030829,B007,EQ00366,82,19,28,Low Stock,0.23170731707317074
INV030830,B005,EQ01059,32,18,19,Low Stock,0.5625
INV030831,B019,EQ01519,34,32,9,Healthy,0.9411764705882353
INV030832,B013,EQ04729,75,75,19,Healthy,1.0
INV030833,B029,EQ03400,81,28,23,Medium Stock,0.345679012345679
INV030834,B007,EQ03984,75,24,5,Medium Stock,0.32
INV030835,B019,EQ02836,24,8,14,Low Stock,0.3333333333333333
INV030836,B023,EQ01014,83,29,22,Medium Stock,0.3493975903614458
INV030837,B016,EQ02431,43,17,24,Low Stock,0.3953488372093023
INV030838,B005,EQ02921,100,87,12,Healthy,0.87
INV030839,B012,EQ01325,15,14,22,Low Stock,0.9333333333333333
INV030840,B002,EQ02968,39,5,27,Low Stock,0.1282051282051282
INV030841,B013,EQ02626,53,16,26,Low Stock,0.3018867924528302
INV030842,B023,EQ03734,80,11,28,Low Stock,0.1375
INV030843,B025,EQ03776,82,57,18,Healthy,0.6951219512195121
INV030844,B029,EQ00273,94,76,20,Healthy,0.8085106382978723
INV030845,B015,EQ02473,16,14,17,Low Stock,0.875
INV030846,B005,EQ03466,94,56,7,Healthy,0.5957446808510638
INV030847,B016,EQ02650,46,31,27,Healthy,0.6739130434782609
INV030848,B005,EQ02035,23,9,12,Low Stock,0.391304347826087
INV030849,B028,EQ00099,25,5,18,Low Stock,0.2
INV030850,B028,EQ03459,6,4,30,Low Stock,0.6666666666666666
INV030851,B014,EQ02015,17,2,25,Low Stock,0.11764705882352941
INV030852,B025,EQ00728,47,2,29,Low Stock,0.0425531914893617
INV030853,B021,EQ04392,59,26,13,Medium Stock,0.4406779661016949
INV030854,B002,EQ02083,48,33,5,Healthy,0.6875
INV030855,B022,EQ03972,61,36,23,Healthy,0.5901639344262295
INV030856,B019,EQ04625,23,21,5,Healthy,0.9130434782608695
INV030857,B002,EQ01697,68,49,25,Healthy,0.7205882352941176
INV030858,B024,EQ01695,18,15,24,Low Stock,0.8333333333333334
INV030859,B011,EQ04844,98,93,7,Healthy,0.9489795918367347
INV030860,B002,EQ04579,69,28,27,Medium Stock,0.4057971014492754
INV030861,B009,EQ04659,81,60,8,Healthy,0.7407407407407407
INV030862,B011,EQ02390,9,3,6,Low Stock,0.3333333333333333
INV030863,B008,EQ04503,87,19,8,Medium Stock,0.21839080459770116
INV030864,B022,EQ02293,67,42,27,Healthy,0.6268656716417911
INV030865,B005,EQ04126,48,36,24,Healthy,0.75
INV030866,B012,EQ03134,27,17,27,Low Stock,0.6296296296296297
INV030867,B012,EQ03407,41,19,14,Medium Stock,0.4634146341463415
INV030868,B026,EQ02982,80,38,25,Medium Stock,0.475
INV030869,B028,EQ02309,26,25,11,Healthy,0.9615384615384616
INV030870,B019,EQ03570,38,1,21,Low Stock,0.02631578947368421
INV030871,B015,EQ03950,21,10,7,Medium Stock,0.47619047619047616
INV030872,B011,EQ00471,36,20,20,Low Stock,0.5555555555555556
INV030873,B019,EQ00496,45,4,20,Low Stock,0.08888888888888889
INV030874,B013,EQ03660,83,2,15,Low Stock,0.024096385542168676
INV030875,B027,EQ04390,38,33,22,Healthy,0.868421052631579
INV030876,B015,EQ02793,42,8,17,Low Stock,0.19047619047619047
INV030877,B007,EQ02386,88,11,16,Low Stock,0.125
INV030878,B016,EQ00465,29,21,20,Healthy,0.7241379310344828
INV030879,B010,EQ01565,59,14,5,Medium Stock,0.23728813559322035
INV030880,B020,EQ04202,67,25,24,Medium Stock,0.373134328358209
INV030881,B026,EQ00319,39,1,8,Low Stock,0.02564102564102564
INV030882,B019,EQ03459,12,1,7,Low Stock,0.08333333333333333
INV030883,B022,EQ02157,13,2,7,Low Stock,0.15384615384615385
INV030884,B013,EQ00050,70,23,20,Medium Stock,0.32857142857142857
INV030885,B009,EQ02938,83,31,19,Medium Stock,0.37349397590361444
INV030886,B018,EQ01673,85,5,9,Low Stock,0.058823529411764705
INV030887,B029,EQ01827,89,37,30,Medium Stock,0.4157303370786517
INV030888,B029,EQ04644,54,41,14,Healthy,0.7592592592592593
INV030889,B015,EQ04947,20,3,13,Low Stock,0.15
INV030890,B001,EQ00729,75,33,25,Medium Stock,0.44
INV030891,B030,EQ01684,31,3,14,Low Stock,0.0967741935483871
INV030892,B010,EQ02487,59,12,28,Low Stock,0.2033898305084746
INV030893,B011,EQ04104,94,76,15,Healthy,0.8085106382978723
INV030894,B012,EQ02754,72,63,12,Healthy,0.875
INV030895,B009,EQ03474,90,41,24,Medium Stock,0.45555555555555555
INV030896,B015,EQ02705,83,52,6,Healthy,0.6265060240963856
INV030897,B014,EQ00952,5,1,15,Low Stock,0.2
INV030898,B027,EQ03576,41,1,28,Low Stock,0.024390243902439025
INV030899,B017,EQ02515,23,19,29,Low Stock,0.8260869565217391
INV030900,B008,EQ01788,15,14,18,Low Stock,0.9333333333333333
INV030901,B003,EQ01072,82,18,29,Low Stock,0.21951219512195122
INV030902,B021,EQ00077,80,29,21,Medium Stock,0.3625
INV030903,B015,EQ04894,32,19,30,Low Stock,0.59375
INV030904,B005,EQ03028,11,4,19,Low Stock,0.36363636363636365
INV030905,B019,EQ02486,34,4,17,Low Stock,0.11764705882352941
INV030906,B022,EQ00226,99,75,21,Healthy,0.7575757575757576
INV030907,B012,EQ01667,94,38,9,Medium Stock,0.40425531914893614
INV030908,B018,EQ02593,37,31,17,Healthy,0.8378378378378378
INV030909,B029,EQ04550,30,25,12,Healthy,0.8333333333333334
INV030910,B007,EQ04332,48,39,29,Healthy,0.8125
INV030911,B005,EQ01175,5,0,24,Low Stock,0.0
INV030912,B008,EQ03605,98,14,20,Low Stock,0.14285714285714285
INV030913,B026,EQ04491,47,28,25,Healthy,0.5957446808510638
INV030914,B009,EQ04123,46,1,11,Low Stock,0.021739130434782608
INV030915,B006,EQ02045,26,23,23,Low Stock,0.8846153846153846
INV030916,B004,EQ00976,80,39,28,Medium Stock,0.4875
INV030917,B002,EQ00668,52,3,16,Low Stock,0.057692307692307696
INV030918,B005,EQ03678,61,10,24,Low Stock,0.16393442622950818
INV030919,B013,EQ01892,18,17,19,Low Stock,0.9444444444444444
INV030920,B016,EQ01405,20,17,28,Low Stock,0.85
INV030921,B017,EQ01486,59,0,10,Low Stock,0.0
INV030922,B022,EQ00391,69,44,27,Healthy,0.6376811594202898
INV030923,B002,EQ01932,73,30,11,Medium Stock,0.410958904109589
INV030924,B015,EQ00186,33,11,23,Low Stock,0.3333333333333333
INV030925,B004,EQ02522,98,85,12,Healthy,0.8673469387755102
INV030926,B020,EQ02736,17,6,14,Low Stock,0.35294117647058826
INV030927,B017,EQ04186,78,24,21,Medium Stock,0.3076923076923077
INV030928,B029,EQ02513,71,13,17,Low Stock,0.18309859154929578
INV030929,B006,EQ00857,51,23,6,Medium Stock,0.45098039215686275
INV030930,B012,EQ02435,39,23,16,Healthy,0.5897435897435898
INV030931,B025,EQ03517,32,26,21,Healthy,0.8125
INV030932,B025,EQ00462,92,22,5,Medium Stock,0.2391304347826087
INV030933,B026,EQ02257,48,11,9,Medium Stock,0.22916666666666666
INV030934,B019,EQ04653,47,43,15,Healthy,0.9148936170212766
INV030935,B024,EQ04405,41,21,8,Healthy,0.5121951219512195
INV030936,B025,EQ03906,13,11,27,Low Stock,0.8461538461538461
INV030937,B017,EQ01265,16,5,13,Low Stock,0.3125
INV030938,B013,EQ02129,91,65,23,Healthy,0.7142857142857143
INV030939,B019,EQ00256,86,52,21,Healthy,0.6046511627906976
INV030940,B020,EQ04368,10,2,14,Low Stock,0.2
INV030941,B017,EQ02894,47,43,6,Healthy,0.9148936170212766
INV030942,B002,EQ01022,27,20,12,Healthy,0.7407407407407407
INV030943,B014,EQ00236,26,22,29,Low Stock,0.8461538461538461
INV030944,B009,EQ01737,37,26,26,Low Stock,0.7027027027027027
INV030945,B027,EQ03831,35,20,5,Healthy,0.5714285714285714
INV030946,B027,EQ04553,65,15,30,Low Stock,0.23076923076923078
INV030947,B007,EQ00611,91,46,13,Healthy,0.5054945054945055
INV030948,B022,EQ01726,51,0,12,Low Stock,0.0
INV030949,B013,EQ03457,11,1,27,Low Stock,0.09090909090909091
INV030950,B004,EQ03670,13,1,30,Low Stock,0.07692307692307693
INV030951,B022,EQ04509,55,33,21,Healthy,0.6
INV030952,B020,EQ03171,48,10,8,Medium Stock,0.20833333333333334
INV030953,B021,EQ04987,65,35,25,Healthy,0.5384615384615384
INV030954,B017,EQ02096,10,5,15,Low Stock,0.5
INV030955,B023,EQ02934,36,32,10,Healthy,0.8888888888888888
INV030956,B029,EQ00127,16,11,27,Low Stock,0.6875
INV030957,B025,EQ03929,61,23,18,Medium Stock,0.3770491803278688
INV030958,B012,EQ03312,78,74,24,Healthy,0.9487179487179487
INV030959,B006,EQ00930,100,2,24,Low Stock,0.02
INV030960,B004,EQ00329,53,31,18,Healthy,0.5849056603773585
INV030961,B020,EQ02359,71,18,17,Medium Stock,0.2535211267605634
INV030962,B016,EQ00074,31,16,6,Healthy,0.5161290322580645
INV030963,B012,EQ04307,70,31,18,Medium Stock,0.44285714285714284
INV030964,B024,EQ01873,59,59,27,Healthy,1.0
INV030965,B013,EQ02082,59,51,11,Healthy,0.864406779661017
INV030966,B029,EQ00708,80,43,28,Healthy,0.5375
INV030967,B026,EQ02126,14,1,10,Low Stock,0.07142857142857142
INV030968,B002,EQ02356,61,33,13,Healthy,0.5409836065573771
INV030969,B011,EQ01440,95,72,28,Healthy,0.7578947368421053
INV030970,B028,EQ01150,88,50,26,Healthy,0.5681818181818182
INV030971,B013,EQ03478,39,0,11,Low Stock,0.0
INV030972,B014,EQ00743,54,18,26,Low Stock,0.3333333333333333
INV030973,B024,EQ02137,37,4,10,Low Stock,0.10810810810810811
INV030974,B026,EQ02949,50,48,14,Healthy,0.96
INV030975,B005,EQ04370,78,74,11,Healthy,0.9487179487179487
INV030976,B013,EQ02873,98,82,7,Healthy,0.8367346938775511
INV030977,B017,EQ04635,91,21,11,Medium Stock,0.23076923076923078
INV030978,B003,EQ02927,17,12,10,Healthy,0.7058823529411765
INV030979,B020,EQ00978,82,45,20,Healthy,0.5487804878048781
INV030980,B026,EQ02172,5,2,15,Low Stock,0.4
INV030981,B016,EQ02352,26,24,16,Healthy,0.9230769230769231
INV030982,B011,EQ01437,92,0,5,Low Stock,0.0
INV030983,B011,EQ04741,71,62,10,Healthy,0.8732394366197183
INV030984,B009,EQ01595,94,18,29,Low Stock,0.19148936170212766
INV030985,B017,EQ04324,58,33,24,Healthy,0.5689655172413793
INV030986,B013,EQ00607,19,14,10,Healthy,0.7368421052631579
INV030987,B001,EQ02854,40,31,22,Healthy,0.775
INV030988,B026,EQ03286,8,4,19,Low Stock,0.5
INV030989,B021,EQ00556,36,18,25,Low Stock,0.5
INV030990,B021,EQ01841,5,0,27,Low Stock,0.0
INV030991,B028,EQ00752,69,31,8,Medium Stock,0.4492753623188406
INV030992,B015,EQ04453,64,28,15,Medium Stock,0.4375
INV030993,B004,EQ01365,84,80,25,Healthy,0.9523809523809523
INV030994,B004,EQ00305,10,8,6,Healthy,0.8
INV030995,B018,EQ02455,83,9,30,Low Stock,0.10843373493975904
INV030996,B003,EQ03420,20,4,20,Low Stock,0.2
INV030997,B027,EQ03312,97,35,13,Medium Stock,0.36082474226804123
INV030998,B021,EQ01212,74,62,25,Healthy,0.8378378378378378
INV030999,B010,EQ03999,91,65,12,Healthy,0.7142857142857143
INV031000,B025,EQ04848,47,31,6,Healthy,0.6595744680851063
INV031001,B010,EQ04452,37,28,5,Healthy,0.7567567567567568
INV031002,B015,EQ03390,73,31,21,Medium Stock,0.4246575342465753
INV031003,B029,EQ01893,49,8,18,Low Stock,0.16326530612244897
INV031004,B013,EQ02681,83,69,11,Healthy,0.8313253012048193
INV031005,B012,EQ01728,21,17,12,Healthy,0.8095238095238095
INV031006,B026,EQ00462,46,23,5,Medium Stock,0.5
INV031007,B027,EQ04206,15,11,24,Low Stock,0.7333333333333333
INV031008,B020,EQ02097,79,48,16,Healthy,0.6075949367088608
INV031009,B014,EQ02987,24,8,14,Low Stock,0.3333333333333333
INV031010,B006,EQ01065,85,74,28,Healthy,0.8705882352941177
INV031011,B012,EQ02937,68,52,23,Healthy,0.7647058823529411
INV031012,B029,EQ01806,78,68,9,Healthy,0.8717948717948718
INV031013,B010,EQ03769,50,16,9,Medium Stock,0.32
INV031014,B019,EQ04045,18,5,7,Low Stock,0.2777777777777778
INV031015,B011,EQ04047,39,10,5,Medium Stock,0.2564102564102564
INV031016,B016,EQ00087,94,24,30,Low Stock,0.2553191489361702
INV031017,B016,EQ02532,70,62,6,Healthy,0.8857142857142857
INV031018,B016,EQ01216,92,45,19,Medium Stock,0.4891304347826087
INV031019,B025,EQ03267,96,82,18,Healthy,0.8541666666666666
INV031020,B017,EQ03275,47,39,22,Healthy,0.8297872340425532
INV031021,B009,EQ02217,44,26,12,Healthy,0.5909090909090909
INV031022,B020,EQ04721,75,48,12,Healthy,0.64
INV031023,B023,EQ03977,68,42,24,Healthy,0.6176470588235294
INV031024,B030,EQ00261,10,3,25,Low Stock,0.3
INV031025,B022,EQ04917,66,52,20,Healthy,0.7878787878787878
INV031026,B019,EQ01272,25,16,22,Low Stock,0.64
INV031027,B009,EQ02785,45,6,9,Low Stock,0.13333333333333333
INV031028,B020,EQ02140,100,88,21,Healthy,0.88
INV031029,B014,EQ01084,5,5,28,Low Stock,1.0
INV031030,B014,EQ03720,25,6,6,Low Stock,0.24
INV031031,B004,EQ01933,63,23,17,Medium Stock,0.36507936507936506
INV031032,B008,EQ01027,15,9,8,Healthy,0.6
INV031033,B005,EQ03486,33,29,24,Healthy,0.8787878787878788
INV031034,B020,EQ02776,82,68,8,Healthy,0.8292682926829268
INV031035,B010,EQ04990,54,15,14,Medium Stock,0.2777777777777778
INV031036,B023,EQ03154,25,9,17,Low Stock,0.36
INV031037,B020,EQ01448,32,0,8,Low Stock,0.0
INV031038,B029,EQ00706,8,2,16,Low Stock,0.25
INV031039,B028,EQ00684,96,21,18,Medium Stock,0.21875
INV031040,B008,EQ02063,42,27,7,Healthy,0.6428571428571429
INV031041,B028,EQ02458,74,31,25,Medium Stock,0.4189189189189189
INV031042,B012,EQ03081,62,60,25,Healthy,0.967741935483871
INV031043,B015,EQ03744,57,33,10,Healthy,0.5789473684210527
INV031044,B003,EQ03605,13,4,23,Low Stock,0.3076923076923077
INV031045,B030,EQ02711,7,3,19,Low Stock,0.42857142857142855
INV031046,B006,EQ00627,42,12,21,Low Stock,0.2857142857142857
INV031047,B011,EQ02664,47,33,18,Healthy,0.7021276595744681
INV031048,B016,EQ02511,54,17,12,Medium Stock,0.3148148148148148
INV031049,B024,EQ00450,88,52,30,Healthy,0.5909090909090909
INV031050,B007,EQ01230,62,11,26,Low Stock,0.1774193548387097
INV031051,B004,EQ00354,68,6,10,Low Stock,0.08823529411764706
INV031052,B015,EQ00840,49,21,19,Medium Stock,0.42857142857142855
INV031053,B022,EQ04243,89,20,29,Low Stock,0.2247191011235955
INV031054,B028,EQ01980,16,4,22,Low Stock,0.25
INV031055,B001,EQ01305,78,63,9,Healthy,0.8076923076923077
INV031056,B006,EQ04825,79,67,19,Healthy,0.8481012658227848
INV031057,B028,EQ03202,41,30,10,Healthy,0.7317073170731707
INV031058,B025,EQ03865,80,37,6,Medium Stock,0.4625
INV031059,B022,EQ02506,99,74,7,Healthy,0.7474747474747475
INV031060,B016,EQ01832,22,4,14,Low Stock,0.18181818181818182
INV031061,B030,EQ01292,30,26,9,Healthy,0.8666666666666667
INV031062,B029,EQ01648,15,5,18,Low Stock,0.3333333333333333
INV031063,B030,EQ00220,23,21,16,Healthy,0.9130434782608695
INV031064,B010,EQ03030,24,24,24,Low Stock,1.0
INV031065,B029,EQ03618,32,6,25,Low Stock,0.1875
INV031066,B018,EQ00357,14,3,29,Low Stock,0.21428571428571427
INV031067,B001,EQ00807,83,41,5,Medium Stock,0.4939759036144578
INV031068,B005,EQ01818,56,22,26,Low Stock,0.39285714285714285
INV031069,B015,EQ01393,56,37,13,Healthy,0.6607142857142857
INV031070,B023,EQ00276,55,29,18,Healthy,0.5272727272727272
INV031071,B009,EQ02470,62,0,22,Low Stock,0.0
INV031072,B019,EQ01982,19,14,29,Low Stock,0.7368421052631579
INV031073,B019,EQ00540,27,25,22,Healthy,0.9259259259259259
INV031074,B011,EQ02713,14,10,27,Low Stock,0.7142857142857143
INV031075,B030,EQ03402,69,17,23,Low Stock,0.2463768115942029
INV031076,B007,EQ04035,80,4,30,Low Stock,0.05
INV031077,B026,EQ04991,24,8,7,Medium Stock,0.3333333333333333
INV031078,B009,EQ00914,73,1,20,Low Stock,0.0136986301369863
INV031079,B023,EQ04296,54,24,29,Low Stock,0.4444444444444444
INV031080,B025,EQ04348,97,96,10,Healthy,0.9896907216494846
INV031081,B030,EQ00165,29,3,13,Low Stock,0.10344827586206896
INV031082,B009,EQ03587,44,11,23,Low Stock,0.25
INV031083,B013,EQ04436,91,9,14,Low Stock,0.0989010989010989
INV031084,B022,EQ00734,59,31,21,Healthy,0.5254237288135594
INV031085,B024,EQ03277,38,0,9,Low Stock,0.0
INV031086,B010,EQ04049,17,3,7,Low Stock,0.17647058823529413
INV031087,B013,EQ01243,52,51,7,Healthy,0.9807692307692307
INV031088,B009,EQ03888,98,35,25,Medium Stock,0.35714285714285715
INV031089,B020,EQ02091,43,3,27,Low Stock,0.06976744186046512
INV031090,B003,EQ00534,39,9,20,Low Stock,0.23076923076923078
INV031091,B017,EQ01258,53,50,25,Healthy,0.9433962264150944
INV031092,B003,EQ04435,31,8,25,Low Stock,0.25806451612903225
INV031093,B028,EQ00716,32,12,14,Low Stock,0.375
INV031094,B012,EQ03953,11,5,13,Low Stock,0.45454545454545453
INV031095,B006,EQ01975,31,24,13,Healthy,0.7741935483870968
INV031096,B018,EQ02557,80,71,23,Healthy,0.8875
INV031097,B017,EQ04227,67,23,12,Medium Stock,0.34328358208955223
INV031098,B010,EQ00271,78,22,26,Low Stock,0.28205128205128205
INV031099,B026,EQ02253,40,22,24,Low Stock,0.55
INV031100,B017,EQ02763,54,39,18,Healthy,0.7222222222222222
INV031101,B015,EQ00683,19,4,13,Low Stock,0.21052631578947367
INV031102,B022,EQ01843,44,34,25,Healthy,0.7727272727272727
INV031103,B019,EQ04177,14,13,19,Low Stock,0.9285714285714286
INV031104,B021,EQ04038,37,20,30,Low Stock,0.5405405405405406
INV031105,B018,EQ01035,12,9,9,Low Stock,0.75
INV031106,B007,EQ04785,83,36,25,Medium Stock,0.43373493975903615
INV031107,B006,EQ02073,57,47,10,Healthy,0.8245614035087719
INV031108,B009,EQ01830,91,3,10,Low Stock,0.03296703296703297
INV031109,B025,EQ04550,61,27,10,Medium Stock,0.4426229508196721
INV031110,B001,EQ01132,27,7,17,Low Stock,0.25925925925925924
INV031111,B011,EQ04674,15,1,17,Low Stock,0.06666666666666667
INV031112,B028,EQ00636,44,17,10,Medium Stock,0.38636363636363635
INV031113,B022,EQ02166,71,49,24,Healthy,0.6901408450704225
INV031114,B024,EQ03471,31,9,30,Low Stock,0.2903225806451613
INV031115,B009,EQ01924,73,29,9,Medium Stock,0.3972602739726027
INV031116,B017,EQ02488,49,16,7,Medium Stock,0.32653061224489793
INV031117,B020,EQ02911,8,3,17,Low Stock,0.375
INV031118,B003,EQ02517,90,55,17,Healthy,0.6111111111111112
INV031119,B024,EQ02448,19,10,25,Low Stock,0.5263157894736842
INV031120,B020,EQ00693,65,41,14,Healthy,0.6307692307692307
INV031121,B013,EQ02560,6,2,26,Low Stock,0.3333333333333333
INV031122,B017,EQ01971,97,90,17,Healthy,0.9278350515463918
INV031123,B030,EQ00948,89,54,7,Healthy,0.6067415730337079
INV031124,B024,EQ02556,22,22,23,Low Stock,1.0
INV031125,B018,EQ02392,78,78,20,Healthy,1.0
INV031126,B019,EQ02847,90,22,14,Medium Stock,0.24444444444444444
INV031127,B001,EQ01591,14,8,22,Low Stock,0.5714285714285714
INV031128,B018,EQ01038,36,25,8,Healthy,0.6944444444444444
INV031129,B027,EQ00650,17,3,7,Low Stock,0.17647058823529413
INV031130,B023,EQ04665,80,57,26,Healthy,0.7125
INV031131,B009,EQ01902,20,12,10,Healthy,0.6
