Fuel_ID,Date,Base_ID,Region,Vehicle_Type,Fuel_Consumed_Liters,Fuel_Cost_INR,Fuel_Cost_Per_Liter
F000695,2026-04-19,B007,Central,Generator,99.05,9545.7,96.37253912165573
F000696,2025-09-06,B023,North,Generator,82.79,7915.7,95.6117888633893
F000697,2026-12-13,B009,South,Truck,283.74,25694.33,90.5558962430394
F000698,2026-08-18,B025,West,Transport Vehicle,274.91,26415.65,96.08835618929831
F000699,2026-08-08,B014,Central,Tank,725.48,70177.69,96.73277002811932
F000700,2026-07-14,B029,South,Transport Vehicle,233.23,21335.25,91.47729708871071
F000701,2026-01-02,B007,Central,Transport Vehicle,203.11,20274.75,99.82152528186697
F000702,2026-10-25,B006,West,Transport Vehicle,283.8,25589.51,90.16740662438336
F000703,2025-12-06,B024,East,Jeep,104.4,9483.1,90.83429118773947
F000704,2025-04-21,B028,West,Truck,401.69,39150.84,97.4653090691827
F000705,2026-12-31,B024,East,Jeep,73.87,7256.05,98.22729118722079
F000706,2025-09-10,B007,Central,Tank,807.44,77424.08,95.88833845239274
F000707,2026-07-01,B011,Central,Tank,554.06,55400.14,99.98942352813775
F000708,2026-12-27,B010,North,Tank,644.97,62531.21,96.95212180411491
F000709,2025-08-29,B001,Central,Transport Vehicle,314.1,30483.57,97.05052531041069
F000710,2026-03-23,B001,Central,Transport Vehicle,214.24,19421.85,90.65463965646003
F000711,2025-03-17,B010,North,Truck,382.07,35667.6,93.3535739524171
F000712,2026-11-02,B003,East,Truck,297.17,27071.23,91.0967796210923
F000713,2025-05-08,B025,West,Jeep,45.49,4501.0,98.94482303803034
F000714,2026-12-11,B003,East,Transport Vehicle,211.97,20823.01,98.2356465537576
F000715,2026-06-24,B011,Central,Generator,92.99,9108.29,97.94913431551781
F000716,2025-02-20,B006,West,Truck,264.35,23854.05,90.23661811991677
F000717,2025-10-30,B001,Central,Truck,209.85,19217.75,91.57850845842269
F000718,2025-10-17,B018,East,Generator,176.22,17296.66,98.1537850414255
F000719,2025-08-14,B024,East,Truck,283.13,26803.3,94.66782043584219
F000720,2026-10-01,B016,West,Tank,521.0,50746.82,97.4027255278311
F000721,2025-12-10,B012,South,Truck,275.25,26285.12,95.49544050862852
F000722,2026-07-17,B018,East,Helicopter,628.85,62750.13,99.78552914049455
F000723,2026-10-06,B017,East,Jeep,87.44,8127.11,92.94499085086916
F000724,2025-07-24,B022,Central,Generator,113.69,11245.04,98.90966663734719
F000725,2025-11-08,B019,Central,Generator,113.45,10757.78,94.82397531952402
F000726,2026-10-15,B011,Central,Generator,133.21,12772.03,95.87891299451994
F000727,2025-08-18,B009,South,Transport Vehicle,312.13,29798.14,95.46708102393234
F000728,2026-10-11,B005,East,Jeep,82.9,7730.18,93.24704463208685
F000729,2026-04-23,B003,East,Transport Vehicle,310.44,27951.4,90.03801056564876
F000730,2025-03-25,B015,South,Truck,433.66,41940.54,96.71295484942121
F000731,2026-03-12,B026,South,Transport Vehicle,181.96,16453.16,90.42185095625412
F000732,2026-03-29,B009,South,Jeep,117.81,10929.29,92.77047788812496
F000733,2026-09-05,B025,West,Transport Vehicle,265.08,25502.69,96.20752225743172
F000734,2026-05-14,B002,North,Truck,410.73,40077.34,97.57587709687628
F000735,2025-04-11,B025,West,Transport Vehicle,280.23,27693.65,98.82471541233986
F000736,2026-03-17,B016,West,Helicopter,692.32,66387.88,95.8918996995609
F000737,2026-07-23,B005,East,Generator,127.58,11881.13,93.12690076814548
F000738,2026-09-13,B030,East,Tank,555.28,52315.67,94.21493660855785
F000739,2025-09-06,B005,East,Helicopter,628.06,56673.51,90.23582141833585
F000740,2026-10-18,B030,East,Jeep,98.98,9735.59,98.35916346736714
F000741,2025-04-04,B001,Central,Generator,124.32,12248.64,98.52509652509653
F000742,2025-04-02,B010,North,Truck,345.66,32639.28,94.42596771393855
F000743,2026-11-15,B022,Central,Tank,893.28,84947.19,95.09581542181623
F000744,2025-05-13,B024,East,Transport Vehicle,257.33,23950.04,93.07130921384993
F000745,2026-09-29,B028,West,Truck,321.94,29877.2,92.80362800521837
F000746,2026-06-06,B024,East,Truck,373.62,34896.5,93.40104919436861
F000747,2026-11-15,B019,Central,Helicopter,442.01,42062.05,95.16085608922876
F000748,2025-02-18,B012,South,Generator,170.33,16426.57,96.43967592320789
F000749,2025-09-20,B010,North,Tank,502.46,45357.8,90.27146439517574
F000750,2026-04-26,B011,Central,Tank,542.88,53460.8,98.47627468317124
F000751,2026-01-10,B019,Central,Transport Vehicle,202.19,18897.21,93.46263415599188
F000752,2025-01-12,B010,North,Tank,685.9,67899.74,98.99364338824903
F000753,2026-02-03,B025,West,Tank,816.72,76074.31,93.14613331374277
F000754,2026-08-21,B026,South,Generator,82.23,7782.86,94.64745226802869
F000755,2026-09-28,B024,East,Truck,289.48,28573.68,98.7069227580489
F000756,2026-07-05,B029,South,Transport Vehicle,283.15,28037.02,99.01825887338867
F000757,2026-04-27,B011,Central,Generator,154.95,14318.56,92.40761535979348
F000758,2026-05-03,B009,South,Generator,124.95,12046.62,96.41152460984394
F000759,2026-08-04,B011,Central,Truck,438.05,43036.48,98.24558840315034
F000760,2025-04-27,B030,East,Generator,95.75,8849.36,92.42151436031332
F000761,2025-06-16,B002,North,Transport Vehicle,251.2,23425.56,93.25461783439492
F000762,2026-05-16,B007,Central,Transport Vehicle,213.3,20751.61,97.28837318330989
F000763,2026-03-06,B029,South,Tank,819.69,75355.53,91.93174248801375
F000764,2025-10-06,B017,East,Jeep,72.21,7163.47,99.20329594239027
F000765,2026-09-22,B010,North,Truck,228.17,20633.57,90.43068764517685
F000766,2025-10-03,B024,East,Tank,685.52,62501.96,91.17452444859377
F000767,2026-05-17,B029,South,Tank,775.17,76841.63,99.12874595250075
F000768,2025-03-01,B002,North,Helicopter,567.15,54473.54,96.04785330159571
F000769,2026-06-28,B015,South,Transport Vehicle,244.15,23309.34,95.47139053860332
F000770,2026-09-21,B014,Central,Transport Vehicle,285.7,26268.4,91.94399719986001
F000771,2026-09-07,B010,North,Tank,743.4,71816.99,96.60612052730698
F000772,2026-04-24,B026,South,Tank,525.94,51259.19,97.46204890291668
F000773,2026-08-06,B012,South,Helicopter,501.01,46896.14,93.60320153290354
F000774,2026-10-30,B025,West,Truck,281.23,26895.48,95.63517405682181
F000775,2025-06-28,B017,East,Helicopter,583.14,53627.62,91.96354220255857
F000776,2026-10-24,B019,Central,Helicopter,693.33,63304.14,91.30448704080307
F000777,2025-03-22,B009,South,Tank,842.3,78181.99,92.8196485812656
F000778,2025-11-05,B025,West,Truck,279.02,27010.25,96.80399254533725
F000779,2026-09-03,B015,South,Helicopter,525.49,49836.82,94.8387600144627
F000780,2025-09-01,B021,South,Jeep,65.11,6031.91,92.64183689141453
F000781,2026-11-21,B022,Central,Transport Vehicle,311.24,28490.46,91.53855545559696
F000782,2025-12-24,B015,South,Helicopter,502.15,50041.65,99.65478442696406
F000783,2026-10-05,B016,West,Generator,177.83,16158.0,90.8620592700894
F000784,2026-06-29,B025,West,Truck,272.52,24904.68,91.38661382650815
F000785,2026-04-15,B010,North,Helicopter,599.64,59219.72,98.75878860649723
F000786,2025-01-23,B011,Central,Tank,528.38,48426.64,91.65116014989212
F000787,2026-02-27,B008,East,Jeep,41.99,3860.71,91.94355798999761
F000788,2026-03-01,B008,East,Generator,146.82,13749.0,93.64527993461381
F000789,2026-01-07,B003,East,Tank,540.66,51035.07,94.39401842192876
F000790,2025-03-24,B025,West,Transport Vehicle,200.02,18149.75,90.73967603239676
F000791,2026-03-26,B017,East,Jeep,110.65,10296.29,93.0527790329869
F000792,2026-04-17,B015,South,Truck,247.91,22457.41,90.58694687588238
F000793,2025-09-06,B001,Central,Generator,174.3,15940.72,91.45565117613309
F000794,2026-11-13,B006,West,Tank,834.73,77309.07,92.6156601535826
F000795,2026-03-10,B004,East,Helicopter,440.78,41510.6,94.1753255592359
F000796,2025-09-25,B019,Central,Generator,91.11,8646.31,94.8996817034354
F000797,2026-09-30,B012,South,Helicopter,686.69,66209.88,96.41887897013208
F000798,2026-09-13,B013,South,Tank,503.16,48187.02,95.76878130217027
F000799,2025-08-06,B024,East,Truck,353.27,33795.1,95.66365669318085
F000800,2026-03-16,B011,Central,Jeep,66.2,6132.82,92.64078549848942
F000801,2026-06-13,B028,West,Generator,170.03,15806.35,92.96212433100041
F000802,2026-08-13,B017,East,Transport Vehicle,225.83,22007.38,97.45109152902626
F000803,2025-09-17,B016,West,Generator,159.34,14964.68,93.91665620685328
F000804,2026-10-09,B013,South,Truck,335.63,31915.71,95.0919464886929
F000805,2026-09-02,B023,North,Transport Vehicle,292.12,27294.72,93.43666986170068
F000806,2025-02-16,B016,West,Helicopter,643.78,61975.58,96.26825934325392
F000807,2026-06-29,B001,Central,Jeep,81.91,8052.83,98.31314857770724
F000808,2026-11-16,B022,Central,Truck,350.64,32956.01,93.98816449920147
F000809,2025-02-26,B003,East,Jeep,45.97,4143.87,90.14291929519251
F000810,2025-09-09,B006,West,Jeep,84.04,8241.03,98.0608043788672
F000811,2025-07-02,B021,South,Truck,200.76,19910.71,99.17667862123929
F000812,2026-09-11,B015,South,Jeep,46.23,4277.47,92.52584901579063
F000813,2025-04-26,B023,North,Tank,848.77,81656.86,96.20611001802608
F000814,2026-02-18,B011,Central,Truck,323.97,29913.26,92.3334259345001
F000815,2026-07-06,B030,East,Helicopter,693.09,66590.74,96.07805624089224
F000816,2025-11-14,B016,West,Helicopter,693.44,67538.44,97.396227503461
F000817,2026-04-16,B029,South,Transport Vehicle,257.7,24888.63,96.57986030267755
F000818,2026-06-09,B010,North,Jeep,70.49,6611.05,93.78706199460918
F000819,2026-01-02,B008,East,Jeep,83.04,7580.74,91.29022157996145
F000820,2025-07-18,B007,Central,Helicopter,577.32,52847.94,91.54011639991685
F000821,2026-06-07,B024,East,Generator,167.05,16669.19,99.78563304399879
F000822,2025-08-31,B001,Central,Generator,159.05,15122.89,95.08261552970762
F000823,2025-06-19,B020,East,Transport Vehicle,225.17,22143.12,98.3395656615002
F000824,2025-09-14,B004,East,Helicopter,415.33,40504.23,97.5230058026148
F000825,2026-08-27,B012,South,Jeep,67.42,6632.96,98.38267576386829
F000826,2026-08-29,B019,Central,Jeep,73.37,6722.22,91.62082595066103
F000827,2025-10-04,B001,Central,Generator,114.46,11379.55,99.41944784204088
F000828,2025-04-23,B020,East,Transport Vehicle,341.66,33233.29,97.27006380612305
F000829,2025-04-14,B009,South,Helicopter,527.15,49157.13,93.25074456985678
F000830,2026-02-21,B013,South,Generator,101.05,9966.1,98.62543295398318
F000831,2025-11-21,B003,East,Generator,115.69,11536.56,99.71959547065433
F000832,2026-04-19,B006,West,Helicopter,449.64,43315.2,96.33306645316253
F000833,2025-06-03,B013,South,Generator,80.18,7622.74,95.070341731105
F000834,2026-04-01,B006,West,Jeep,82.01,7811.63,95.25216437019876
F000835,2026-06-27,B011,Central,Transport Vehicle,338.16,31948.07,94.47619470073337
F000836,2025-12-02,B024,East,Generator,112.99,10902.55,96.49128241437295
F000837,2026-06-29,B010,North,Jeep,56.16,5475.95,97.5062321937322
F000838,2026-10-07,B006,West,Tank,559.48,54540.3,97.4839136340888
F000839,2025-01-09,B028,West,Generator,98.8,9115.32,92.26032388663968
F000840,2025-08-02,B025,West,Generator,89.67,8511.44,94.91959406713505
F000841,2026-01-17,B019,Central,Truck,371.51,33983.75,91.47465747893732
F000842,2025-03-22,B011,Central,Generator,142.9,14050.1,98.32120363890833
F000843,2026-12-07,B023,North,Tank,735.07,72087.53,98.06893221053777
F000844,2025-03-12,B007,Central,Jeep,105.57,9655.69,91.46244198162358
F000845,2025-12-02,B027,West,Helicopter,441.33,39822.48,90.23288695533955
F000846,2026-04-01,B009,South,Truck,273.64,27318.71,99.83449057155387
F000847,2026-12-06,B022,Central,Generator,104.89,9906.75,94.44894651539708
F000848,2026-11-16,B013,South,Jeep,65.37,5910.55,90.41685788588038
F000849,2025-03-23,B024,East,Tank,841.76,79801.34,94.80296046379016
F000850,2026-04-27,B007,Central,Truck,447.15,42295.54,94.58915352789892
F000851,2025-02-27,B018,East,Truck,265.6,25765.79,97.00975150602409
F000852,2025-01-13,B029,South,Generator,124.03,11613.23,93.63242763847455
F000853,2026-06-15,B026,South,Helicopter,602.12,55590.65,92.32486879691756
F000854,2026-01-06,B010,North,Truck,388.06,35301.94,90.97031386898934
F000855,2025-04-11,B028,West,Truck,399.25,39483.54,98.89427676894176
F000856,2025-04-15,B001,Central,Truck,369.95,34424.44,93.05160156777944
F000857,2026-01-12,B019,Central,Truck,375.23,35601.3,94.87860778722384
F000858,2025-07-15,B027,West,Jeep,83.27,7667.4,92.07877987270325
F000859,2025-08-15,B018,East,Generator,118.04,11273.5,95.50576075906471
F000860,2025-06-16,B004,East,Tank,516.0,48574.42,94.13647286821706
F000861,2026-04-08,B018,East,Generator,142.19,13119.43,92.26689640621704
F000862,2026-10-19,B019,Central,Truck,373.79,36994.5,98.97134754808849
F000863,2025-10-01,B014,Central,Generator,102.77,9737.62,94.75158120073952
F000864,2026-02-18,B015,South,Jeep,61.94,5596.64,90.35582822085891
F000865,2025-02-01,B028,West,Transport Vehicle,262.92,24036.82,91.42256199604442
F000866,2026-02-23,B019,Central,Generator,107.2,9725.33,90.72136194029851
F000867,2026-12-29,B006,West,Transport Vehicle,270.23,26853.01,99.3709432705473
F000868,2025-05-11,B016,West,Jeep,43.52,4241.77,97.46714154411765
F000869,2026-08-20,B016,West,Generator,173.97,15989.01,91.90670805311261
F000870,2026-11-21,B023,North,Truck,440.39,43464.49,98.69545175866845
F000871,2025-08-07,B006,West,Generator,132.93,12797.5,96.27247423455954
F000872,2026-10-16,B029,South,Jeep,81.27,7585.95,93.34256183093393
F000873,2025-03-13,B014,Central,Generator,105.86,10089.85,95.31314944266012
F000874,2026-12-23,B014,Central,Transport Vehicle,246.5,24383.96,98.92073022312373
F000875,2026-08-01,B008,East,Tank,513.69,48644.13,94.69549728435436
F000876,2025-05-10,B030,East,Helicopter,609.2,55255.08,90.70105055810899
F000877,2025-05-13,B006,West,Transport Vehicle,305.75,30244.37,98.91862632869992
F000878,2026-04-01,B013,South,Tank,854.64,80989.96,94.76500046803334
F000879,2026-02-04,B002,North,Transport Vehicle,184.52,18424.68,99.85194016908736
F000880,2025-12-17,B026,South,Generator,132.37,12693.8,95.89635113696455
F000881,2026-11-06,B013,South,Jeep,109.66,10371.74,94.58088637607149
F000882,2026-08-25,B016,West,Helicopter,548.51,53397.71,97.35047674609396
F000883,2026-11-12,B004,East,Transport Vehicle,216.61,20030.54,92.47283135589308
F000884,2026-11-14,B005,East,Jeep,93.85,8948.55,95.34949387320192
F000885,2026-12-25,B027,West,Transport Vehicle,187.84,18322.12,97.54109880749573
F000886,2025-12-18,B011,Central,Transport Vehicle,342.81,31000.26,90.42985910562702
F000887,2026-04-06,B006,West,Transport Vehicle,187.07,17144.17,91.64574758111937
F000888,2025-11-12,B009,South,Generator,107.72,9971.28,92.56665428889715
F000889,2025-03-21,B008,East,Truck,230.78,21625.96,93.70812028771991
F000890,2026-08-01,B028,West,Transport Vehicle,290.81,27597.32,94.89811216945772
F000891,2026-07-08,B020,East,Helicopter,688.41,68277.22,99.18104036838513
F000892,2026-07-08,B025,West,Transport Vehicle,257.69,25273.79,98.0782723427374
F000893,2026-02-23,B007,Central,Generator,178.16,16263.2,91.28423888639426
F000894,2025-03-17,B029,South,Tank,782.81,73259.94,93.58585097277756
F000895,2026-08-05,B016,West,Generator,134.49,12705.39,94.47089002899843
F000896,2025-01-11,B023,North,Helicopter,453.09,42126.91,92.97691407888058
F000897,2025-02-25,B025,West,Jeep,61.4,5671.38,92.36775244299675
F000898,2026-10-17,B018,East,Helicopter,428.98,42338.44,98.69560352463985
F000899,2026-04-27,B006,West,Truck,207.31,20119.45,97.05006994356279
F000900,2026-09-03,B006,West,Generator,110.64,10767.0,97.31561822125813
F000901,2026-01-05,B018,East,Truck,306.37,30505.89,99.57205339948428
F000902,2025-12-13,B030,East,Transport Vehicle,202.21,19294.48,95.41803076010088
F000903,2026-07-22,B020,East,Tank,716.62,70980.78,99.04939856548798
F000904,2025-01-30,B025,West,Generator,118.32,11537.22,97.50862068965517
F000905,2025-05-19,B027,West,Truck,323.03,30483.17,94.36637464012631
F000906,2025-04-18,B020,East,Jeep,40.95,4056.43,99.05811965811965
F000907,2026-11-24,B017,East,Transport Vehicle,269.5,25721.83,95.44278293135437
F000908,2025-01-13,B014,Central,Helicopter,598.17,54250.04,90.69334804487019
F000909,2025-02-06,B007,Central,Helicopter,677.23,64704.37,95.54268121613042
F000910,2026-06-14,B029,South,Helicopter,601.65,55558.5,92.34355522313638
F000911,2026-05-23,B026,South,Helicopter,568.55,51222.28,90.0928326444464
F000912,2026-04-30,B005,East,Transport Vehicle,260.89,23901.16,91.61393690827552
F000913,2026-05-25,B014,Central,Generator,108.09,10667.38,98.68979554075307
F000914,2026-08-19,B027,West,Generator,106.63,10419.98,97.72090406077089
F000915,2026-08-10,B020,East,Jeep,119.35,11849.46,99.283284457478
F000916,2025-12-23,B009,South,Tank,833.64,75629.18,90.72163043999808
F000917,2025-10-28,B012,South,Transport Vehicle,229.21,21537.87,93.96566467431612
F000918,2026-10-08,B005,East,Jeep,112.17,10254.09,91.41561914950522
F000919,2025-01-26,B017,East,Truck,428.7,42015.01,98.00562164683929
F000920,2026-01-10,B004,East,Generator,107.68,10346.24,96.08320950965823
F000921,2025-05-23,B030,East,Helicopter,532.56,48447.95,90.97181538230434
F000922,2026-07-03,B009,South,Truck,405.09,39164.58,96.68118195956455
F000923,2025-03-02,B029,South,Helicopter,672.99,60878.35,90.45951648612906
F000924,2026-02-11,B025,West,Generator,84.47,8181.6,96.8580561145969
F000925,2025-11-26,B022,Central,Generator,160.71,15221.28,94.7127123389957
F000926,2025-01-19,B015,South,Tank,662.76,65230.75,98.42288309493632
F000927,2025-10-13,B014,Central,Jeep,82.0,8177.53,99.72597560975609
F000928,2026-01-18,B008,East,Transport Vehicle,330.85,30011.33,90.70977784494484
F000929,2026-03-31,B026,South,Transport Vehicle,321.53,30311.63,94.27310048829037
F000930,2026-01-03,B023,North,Tank,827.74,74654.86,90.19119530287288
F000931,2025-05-26,B002,North,Tank,557.31,52699.94,94.56126751718075
F000932,2026-09-08,B009,South,Tank,666.76,60779.34,91.15624812526247
F000933,2026-04-29,B001,Central,Truck,442.32,42012.43,94.98198137095316
F000934,2026-01-25,B001,Central,Tank,642.56,61665.46,95.96840761952193
F000935,2025-08-23,B023,North,Tank,816.16,78315.59,95.95617280925309
F000936,2025-02-12,B013,South,Truck,327.94,30110.6,91.8174056229798
F000937,2025-11-11,B010,North,Tank,623.36,62123.16,99.65856006160165
F000938,2025-10-18,B022,Central,Truck,202.86,18859.82,92.96963423050379
F000939,2026-04-17,B030,East,Helicopter,427.79,41261.03,96.45160008415343
F000940,2026-12-23,B022,Central,Helicopter,637.0,60009.5,94.20643642072214
F000941,2025-02-22,B013,South,Tank,715.37,70753.15,98.90427331311069
F000942,2025-06-04,B012,South,Tank,599.22,54051.71,90.20344781549348
F000943,2026-03-25,B002,North,Helicopter,603.99,56464.0,93.48499147336877
F000944,2026-12-07,B007,Central,Helicopter,531.31,48084.33,90.50145865878679
F000945,2026-07-25,B021,South,Tank,512.71,47198.73,92.05736186148116
F000946,2025-04-24,B025,West,Jeep,86.23,7791.96,90.36251884494955
F000947,2025-12-24,B013,South,Jeep,43.31,4015.33,92.71138305241283
F000948,2026-07-26,B026,South,Jeep,87.11,8650.67,99.30742739065549
F000949,2025-07-14,B008,East,Transport Vehicle,339.59,31019.78,91.34479813893225
F000950,2025-04-28,B016,West,Generator,170.82,16092.68,94.20840650977638
F000951,2026-04-08,B013,South,Generator,104.22,9714.02,93.20687008251775
F000952,2025-05-29,B024,East,Generator,177.06,16354.09,92.36467864000903
F000953,2026-04-15,B005,East,Jeep,107.29,9747.18,90.84891415788982
F000954,2025-05-29,B029,South,Generator,126.96,11810.06,93.02189666036547
F000955,2026-12-09,B011,Central,Transport Vehicle,243.96,22724.09,93.1467863584194
F000956,2025-10-20,B012,South,Tank,505.66,45529.57,90.03988846260333
F000957,2026-08-02,B028,West,Transport Vehicle,191.64,17615.66,91.92058025464414
F000958,2026-05-27,B016,West,Truck,216.1,20654.53,95.57857473391948
F000959,2025-10-05,B027,West,Jeep,109.67,10067.04,91.79392723625422
F000960,2025-09-22,B017,East,Jeep,83.07,7658.43,92.19248826291081
F000961,2026-02-09,B029,South,Generator,108.75,10018.66,92.12560919540229
F000962,2026-03-26,B004,East,Tank,771.94,71394.51,92.48712335155581
F000963,2026-05-26,B022,Central,Jeep,97.45,9062.16,92.99291944586967
F000964,2026-06-14,B028,West,Tank,865.34,85886.95,99.25225922758683
F000965,2025-08-17,B021,South,Transport Vehicle,199.54,19609.14,98.27172496742507
F000966,2026-11-10,B009,South,Helicopter,531.1,50493.79,95.0739785351158
F000967,2026-12-20,B024,East,Truck,291.28,26217.93,90.00937242515793
F000968,2025-11-21,B025,West,Generator,176.68,16129.19,91.29041204437401
F000969,2026-10-07,B013,South,Tank,847.44,83344.35,98.34837864627585
F000970,2025-12-26,B010,North,Tank,516.54,48469.09,93.83414643590041
F000971,2026-05-12,B027,West,Truck,377.21,36743.29,97.40804856711117
F000972,2026-03-09,B020,East,Truck,410.05,37363.68,91.11981465674917
F000973,2026-05-19,B026,South,Transport Vehicle,242.96,23739.11,97.70789430358907
F000974,2026-07-03,B009,South,Generator,129.17,12166.13,94.186962917086
F000975,2025-05-06,B006,West,Truck,203.05,19884.48,97.92898300911105
F000976,2026-04-30,B020,East,Helicopter,526.48,50672.14,96.24703692447956
F000977,2025-11-05,B017,East,Helicopter,558.89,55738.04,99.72989318112688
F000978,2026-07-20,B008,East,Tank,769.23,72567.23,94.33749333749333
F000979,2025-12-20,B007,Central,Generator,145.51,14363.76,98.71321558655764
F000980,2025-09-25,B023,North,Transport Vehicle,191.25,17648.59,92.2802091503268
F000981,2026-12-09,B020,East,Tank,693.79,69246.06,99.80838582279941
F000982,2025-05-09,B011,Central,Tank,863.85,85534.24,99.0151530937084
F000983,2026-06-22,B002,North,Jeep,117.53,10978.34,93.40883178762869
F000984,2026-01-30,B006,West,Generator,80.83,7763.37,96.04565136706668
F000985,2025-07-03,B029,South,Tank,500.71,49998.05,99.85430688422441
F000986,2025-11-24,B011,Central,Transport Vehicle,231.73,21570.65,93.08527165235404
F000987,2026-12-12,B008,East,Jeep,97.76,9057.59,92.65128887070377
F000988,2025-11-30,B007,Central,Transport Vehicle,235.32,22763.62,96.7347441781404
F000989,2025-01-28,B017,East,Tank,795.11,72144.35,90.73505552690823
F000990,2025-08-24,B006,West,Truck,414.13,40303.11,97.31994784246493
F000991,2026-12-27,B022,Central,Truck,324.09,30591.67,94.3925144250054
F000992,2026-05-20,B027,West,Jeep,74.04,6818.99,92.09873041599134
F000993,2025-07-19,B010,North,Tank,533.54,51029.58,95.64340068223564
F000994,2026-01-10,B009,South,Tank,873.55,79127.84,90.58192433174976
F000995,2025-08-13,B030,East,Tank,792.36,76285.84,96.27674289464385
F000996,2025-12-09,B001,Central,Generator,161.33,16037.75,99.40959523957106
F000997,2026-06-29,B029,South,Truck,251.97,23588.73,93.617216335278
F000998,2025-07-03,B013,South,Tank,537.09,50116.33,93.31086037721796
F000999,2025-07-24,B029,South,Jeep,105.53,10366.41,98.23187719132
F001000,2026-10-05,B022,Central,Generator,119.97,10899.49,90.85179628240394
F001001,2026-06-04,B028,West,Generator,170.92,16266.37,95.16949450035105
F001002,2026-08-18,B029,South,Jeep,102.03,10176.05,99.73586200137214
F001003,2025-03-28,B009,South,Tank,568.55,56696.63,99.72144930085305
F001004,2026-04-18,B025,West,Transport Vehicle,337.14,33418.02,99.12208578038796
F001005,2025-06-14,B028,West,Transport Vehicle,267.86,26397.94,98.55125811991337
F001006,2026-05-23,B018,East,Transport Vehicle,207.21,20645.71,99.6366488103856
F001007,2026-10-24,B025,West,Tank,787.12,73411.0,93.26532167903243
F001008,2025-04-23,B024,East,Generator,176.59,17328.62,98.12911263378446
F001009,2026-12-09,B001,Central,Helicopter,519.5,49918.52,96.08954764196342
F001010,2025-10-17,B021,South,Tank,695.49,65599.12,94.32072351867028
F001011,2026-06-05,B009,South,Transport Vehicle,230.23,21541.99,93.5672588281284
F001012,2025-07-03,B020,East,Jeep,53.84,4863.76,90.3372956909361
F001013,2026-09-08,B027,West,Transport Vehicle,213.42,20159.48,94.45918845469029
F001014,2026-11-07,B005,East,Transport Vehicle,237.2,23516.11,99.14043001686342
F001015,2025-06-04,B020,East,Tank,764.8,75344.63,98.51546809623431
F001016,2026-08-15,B018,East,Tank,835.18,80243.22,96.07895304006323
F001017,2025-12-05,B028,West,Truck,440.98,41713.96,94.59376842487187
F001018,2026-02-24,B020,East,Truck,333.89,30597.89,91.64063014765343
F001019,2026-09-17,B007,Central,Tank,655.13,64888.14,99.04620457008532
F001020,2026-01-05,B029,South,Generator,146.98,13898.71,94.56191318546742
F001021,2025-08-02,B008,East,Transport Vehicle,208.06,19645.05,94.42011919638566
F001022,2025-11-09,B019,Central,Transport Vehicle,197.79,18484.23,93.45381465190354
F001023,2026-02-23,B009,South,Jeep,53.06,4910.11,92.5388239728609
F001024,2025-12-20,B028,West,Generator,167.44,15231.0,90.96392737697086
F001025,2025-08-22,B018,East,Truck,327.14,31580.75,96.53588677630373
F001026,2026-07-01,B026,South,Generator,111.02,10005.31,90.12168978562421
F001027,2025-07-14,B016,West,Truck,392.15,36269.05,92.48769603468062
F001028,2025-11-23,B027,West,Tank,550.19,50135.84,91.12459332230682
F001029,2026-08-01,B003,East,Helicopter,638.09,63028.62,98.77700637841056
F001030,2026-07-31,B001,Central,Helicopter,506.59,50113.13,98.9224619514795
F001031,2025-02-23,B018,East,Generator,127.36,12686.26,99.60945351758794
F001032,2025-10-24,B030,East,Jeep,59.56,5722.84,96.08529214237743
F001033,2025-09-11,B010,North,Tank,543.75,53898.74,99.12411954022988
F001034,2025-07-21,B013,South,Generator,136.06,12483.08,91.74687637806849
F001035,2025-10-14,B027,West,Transport Vehicle,208.51,19709.56,94.52573018080669
F001036,2026-08-01,B021,South,Generator,147.32,13628.03,92.50631278848765
F001037,2025-04-10,B005,East,Truck,363.21,34239.9,94.27025687618733
F001038,2025-07-31,B006,West,Helicopter,650.26,64397.53,99.03350967305386
F001039,2025-08-29,B024,East,Helicopter,430.19,38774.15,90.13261582091634
F001040,2026-07-30,B023,North,Helicopter,523.7,47868.93,91.40525109795684
F001041,2026-10-28,B024,East,Transport Vehicle,317.42,29109.04,91.70512255056391
F001042,2026-09-22,B022,Central,Generator,165.41,14946.07,90.35771718759446
F001043,2026-02-03,B029,South,Jeep,104.5,9913.78,94.8687081339713
F001044,2025-03-28,B027,West,Generator,81.01,7432.31,91.74558696457227
F001045,2026-09-26,B006,West,Generator,87.92,8665.84,98.56505914467698
F001046,2026-12-13,B013,South,Transport Vehicle,285.44,26664.69,93.41609445067265
F001047,2026-11-02,B023,North,Transport Vehicle,304.27,29881.83,98.20826897163704
F001048,2025-06-19,B016,West,Truck,318.83,28712.91,90.05711507700029
F001049,2026-12-11,B001,Central,Tank,816.8,79981.88,97.92100881488737
F001050,2025-09-28,B028,West,Tank,897.68,85274.07,94.99383967560824
F001051,2025-11-20,B015,South,Transport Vehicle,339.45,30743.08,90.56732950360879
F001052,2025-08-29,B002,North,Jeep,69.62,6410.48,92.07813846595805
F001053,2026-04-26,B029,South,Jeep,41.57,3814.44,91.75944190522011
F001054,2025-09-13,B014,Central,Helicopter,502.93,48972.67,97.37472411667628
F001055,2026-12-12,B014,Central,Helicopter,578.56,57244.11,98.94239145464603
