Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status,Equipment_Age
EQ00808,SUP0116,Drone,Drone,DRDO,2024,16,Operational,2
EQ00809,SUP0300,Radar,Radar,L&T Defence,2005,28,Maintenance,21
EQ00810,SUP0182,Tank,Tank,Tata Advanced Systems,2017,21,Operational,9
EQ00811,SUP0102,Armored Vehicle,Armored Vehicle,DRDO,2017,15,Operational,9
EQ00812,SUP0193,Radar,Radar,HAL,2019,13,Operational,7
EQ00813,SUP0098,Generator,Generator,L&T Defence,2021,24,Out of Service,5
EQ00814,SUP0175,Generator,Generator,L&T Defence,2019,11,Operational,7
EQ00815,SUP0292,Drone,Drone,Bharat Dynamics,2011,16,Operational,15
EQ00816,SUP0267,Missile Launcher,Missile Launcher,DRDO,2018,23,Operational,8
EQ00817,SUP0211,Generator,Generator,DRDO,2024,25,Operational,2
EQ00818,SUP0111,Generator,Generator,Ashok Leyland Defence,2020,20,Out of Service,6
EQ00819,SUP0134,Tank,Tank,Bharat Dynamics,2025,17,Operational,1
EQ00820,SUP0106,Radar,Radar,L&T Defence,2007,10,Operational,19
EQ00821,SUP0236,Drone,Drone,HAL,2021,29,Maintenance,5
EQ00822,SUP0214,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2009,23,Maintenance,17
EQ00823,SUP0055,Tank,Tank,DRDO,2018,16,Out of Service,8
EQ00824,SUP0213,Drone,Drone,BEL,2024,22,Operational,2
EQ00825,SUP0202,Drone,Drone,BEL,2016,29,Out of Service,10
EQ00826,SUP0192,Radar,Radar,Ashok Leyland Defence,2020,25,Operational,6
EQ00827,SUP0055,Missile Launcher,Missile Launcher,HAL,2025,13,Operational,1
EQ00828,SUP0079,Radar,Radar,Bharat Dynamics,2005,19,Operational,21
EQ00829,SUP0229,Truck,Truck,HAL,2023,24,Operational,3
EQ00830,SUP0084,Truck,Truck,Tata Advanced Systems,2016,10,Operational,10
EQ00831,SUP0129,Truck,Truck,Ashok Leyland Defence,2008,14,Operational,18
EQ00832,SUP0157,Truck,Truck,Tata Advanced Systems,2017,12,Operational,9
EQ00833,SUP0262,Missile Launcher,Missile Launcher,L&T Defence,2008,26,Operational,18
EQ00834,SUP0021,Tank,Tank,DRDO,2006,20,Operational,20
EQ00835,SUP0035,Armored Vehicle,Armored Vehicle,BEL,2022,19,Operational,4
EQ00836,SUP0271,Tank,Tank,Tata Advanced Systems,2020,14,Operational,6
EQ00837,SUP0163,Communication System,Communication System,Ashok Leyland Defence,2005,28,Operational,21
EQ00838,SUP0137,Armored Vehicle,Armored Vehicle,DRDO,2017,13,Operational,9
EQ00839,SUP0097,Tank,Tank,BEL,2017,20,Operational,9
EQ00840,SUP0220,Drone,Drone,L&T Defence,2024,25,Operational,2
EQ00841,SUP0074,Tank,Tank,L&T Defence,2006,23,Operational,20
EQ00842,SUP0144,Truck,Truck,DRDO,2011,15,Operational,15
EQ00843,SUP0112,Radar,Radar,BEL,2014,14,Operational,12
EQ00844,SUP0234,Missile Launcher,Missile Launcher,L&T Defence,2010,23,Operational,16
EQ00845,SUP0115,Radar,Radar,HAL,2007,25,Operational,19
EQ00846,SUP0166,Tank,Tank,DRDO,2016,13,Out of Service,10
EQ00847,SUP0222,Tank,Tank,L&T Defence,2005,18,Operational,21
EQ00848,SUP0126,Armored Vehicle,Armored Vehicle,L&T Defence,2022,17,Maintenance,4
EQ00849,SUP0090,Tank,Tank,Tata Advanced Systems,2015,24,Operational,11
EQ00850,SUP0086,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2013,21,Operational,13
EQ00851,SUP0095,Tank,Tank,HAL,2014,20,Operational,12
EQ00852,SUP0218,Drone,Drone,Tata Advanced Systems,2022,13,Maintenance,4
EQ00853,SUP0015,Communication System,Communication System,HAL,2019,18,Operational,7
EQ00854,SUP0127,Communication System,Communication System,HAL,2025,21,Operational,1
EQ00855,SUP0086,Tank,Tank,Ashok Leyland Defence,2012,29,Operational,14
EQ00856,SUP0236,Tank,Tank,Tata Advanced Systems,2022,28,Operational,4
EQ00857,SUP0166,Radar,Radar,Ashok Leyland Defence,2016,10,Operational,10
EQ00858,SUP0056,Tank,Tank,BEL,2024,27,Operational,2
EQ00859,SUP0058,Generator,Generator,Tata Advanced Systems,2020,22,Operational,6
EQ00860,SUP0055,Armored Vehicle,Armored Vehicle,BEL,2009,17,Operational,17
EQ00861,SUP0003,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2013,21,Operational,13
EQ00862,SUP0262,Drone,Drone,Tata Advanced Systems,2015,23,Operational,11
EQ00863,SUP0066,Tank,Tank,BEL,2007,24,Operational,19
EQ00864,SUP0199,Truck,Truck,HAL,2008,28,Operational,18
EQ00865,SUP0183,Missile Launcher,Missile Launcher,Bharat Dynamics,2007,12,Operational,19
EQ00866,SUP0179,Radar,Radar,HAL,2007,22,Operational,19
EQ00867,SUP0033,Armored Vehicle,Armored Vehicle,L&T Defence,2013,19,Operational,13
EQ00868,SUP0035,Communication System,Communication System,Ashok Leyland Defence,2018,18,Operational,8
EQ00869,SUP0148,Missile Launcher,Missile Launcher,DRDO,2013,18,Operational,13
EQ00870,SUP0274,Truck,Truck,L&T Defence,2021,13,Operational,5
EQ00871,SUP0196,Truck,Truck,Tata Advanced Systems,2024,10,Out of Service,2
EQ00872,SUP0150,Generator,Generator,HAL,2015,15,Operational,11
EQ00873,SUP0063,Communication System,Communication System,Tata Advanced Systems,2023,29,Operational,3
EQ00874,SUP0122,Radar,Radar,Ashok Leyland Defence,2017,13,Operational,9
EQ00875,SUP0236,Truck,Truck,Mahindra Defence,2006,25,Operational,20
EQ00876,SUP0201,Generator,Generator,Mahindra Defence,2007,28,Maintenance,19
EQ00877,SUP0119,Radar,Radar,Bharat Dynamics,2017,18,Operational,9
EQ00878,SUP0211,Communication System,Communication System,L&T Defence,2008,11,Maintenance,18
EQ00879,SUP0062,Armored Vehicle,Armored Vehicle,HAL,2016,12,Operational,10
EQ00880,SUP0145,Tank,Tank,Mahindra Defence,2012,26,Maintenance,14
EQ00881,SUP0252,Communication System,Communication System,Tata Advanced Systems,2023,15,Operational,3
EQ00882,SUP0141,Drone,Drone,Bharat Dynamics,2006,16,Operational,20
EQ00883,SUP0090,Missile Launcher,Missile Launcher,Tata Advanced Systems,2012,29,Operational,14
EQ00884,SUP0165,Communication System,Communication System,L&T Defence,2018,28,Operational,8
EQ00885,SUP0083,Radar,Radar,Mahindra Defence,2015,21,Operational,11
EQ00886,SUP0279,Generator,Generator,Mahindra Defence,2018,15,Operational,8
EQ00887,SUP0228,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2016,26,Operational,10
EQ00888,SUP0098,Missile Launcher,Missile Launcher,Mahindra Defence,2017,21,Operational,9
EQ00889,SUP0047,Communication System,Communication System,BEL,2011,18,Operational,15
EQ00890,SUP0150,Tank,Tank,DRDO,2005,30,Operational,21
EQ00891,SUP0189,Tank,Tank,Tata Advanced Systems,2017,11,Operational,9
EQ00892,SUP0127,Generator,Generator,DRDO,2007,14,Out of Service,19
EQ00893,SUP0289,Communication System,Communication System,Tata Advanced Systems,2022,13,Operational,4
EQ00894,SUP0269,Drone,Drone,BEL,2024,25,Operational,2
EQ00895,SUP0197,Truck,Truck,BEL,2014,13,Maintenance,12
EQ00896,SUP0086,Generator,Generator,Ashok Leyland Defence,2022,29,Operational,4
EQ00897,SUP0020,Missile Launcher,Missile Launcher,Bharat Dynamics,2009,11,Maintenance,17
EQ00898,SUP0077,Drone,Drone,DRDO,2011,25,Operational,15
EQ00899,SUP0073,Drone,Drone,HAL,2021,17,Out of Service,5
EQ00900,SUP0155,Tank,Tank,L&T Defence,2021,28,Operational,5
EQ00901,SUP0048,Truck,Truck,Mahindra Defence,2024,20,Out of Service,2
EQ00902,SUP0064,Missile Launcher,Missile Launcher,Tata Advanced Systems,2016,10,Operational,10
EQ00903,SUP0217,Tank,Tank,L&T Defence,2005,16,Maintenance,21
EQ00904,SUP0280,Tank,Tank,L&T Defence,2011,22,Maintenance,15
EQ00905,SUP0005,Drone,Drone,Bharat Dynamics,2005,19,Operational,21
EQ00906,SUP0012,Drone,Drone,Ashok Leyland Defence,2008,24,Operational,18
EQ00907,SUP0248,Tank,Tank,Bharat Dynamics,2016,11,Operational,10
EQ00908,SUP0065,Drone,Drone,L&T Defence,2011,25,Operational,15
EQ00909,SUP0029,Drone,Drone,BEL,2022,25,Operational,4
EQ00910,SUP0275,Communication System,Communication System,DRDO,2016,25,Operational,10
EQ00911,SUP0251,Drone,Drone,Ashok Leyland Defence,2011,29,Operational,15
EQ00912,SUP0222,Communication System,Communication System,L&T Defence,2020,28,Operational,6
EQ00913,SUP0260,Truck,Truck,HAL,2007,17,Maintenance,19
EQ00914,SUP0201,Truck,Truck,BEL,2009,23,Operational,17
EQ00915,SUP0232,Tank,Tank,HAL,2019,27,Operational,7
EQ00916,SUP0298,Generator,Generator,L&T Defence,2018,21,Operational,8
EQ00917,SUP0250,Generator,Generator,Ashok Leyland Defence,2018,11,Operational,8
EQ00918,SUP0034,Communication System,Communication System,BEL,2017,12,Operational,9
EQ00919,SUP0247,Tank,Tank,DRDO,2024,29,Operational,2
EQ00920,SUP0260,Drone,Drone,DRDO,2015,20,Operational,11
EQ00921,SUP0022,Tank,Tank,Ashok Leyland Defence,2022,24,Operational,4
EQ00922,SUP0193,Communication System,Communication System,BEL,2022,10,Operational,4
EQ00923,SUP0104,Generator,Generator,DRDO,2013,16,Out of Service,13
EQ00924,SUP0203,Drone,Drone,Mahindra Defence,2025,27,Operational,1
EQ00925,SUP0178,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2010,23,Maintenance,16
EQ00926,SUP0187,Radar,Radar,HAL,2007,10,Operational,19
EQ00927,SUP0091,Generator,Generator,Tata Advanced Systems,2005,14,Operational,21
EQ00928,SUP0013,Communication System,Communication System,Bharat Dynamics,2009,28,Operational,17
EQ00929,SUP0162,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2013,12,Out of Service,13
EQ00930,SUP0268,Communication System,Communication System,Bharat Dynamics,2025,10,Operational,1
EQ00931,SUP0100,Generator,Generator,Mahindra Defence,2019,26,Operational,7
EQ00932,SUP0053,Tank,Tank,HAL,2009,11,Out of Service,17
EQ00933,SUP0062,Missile Launcher,Missile Launcher,L&T Defence,2022,11,Operational,4
EQ00934,SUP0265,Truck,Truck,L&T Defence,2019,12,Operational,7
EQ00935,SUP0103,Truck,Truck,Tata Advanced Systems,2022,11,Operational,4
EQ00936,SUP0062,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2023,12,Operational,3
EQ00937,SUP0146,Truck,Truck,Tata Advanced Systems,2025,17,Operational,1
EQ00938,SUP0162,Radar,Radar,HAL,2013,20,Maintenance,13
EQ00939,SUP0176,Truck,Truck,Tata Advanced Systems,2015,12,Operational,11
EQ00940,SUP0278,Communication System,Communication System,DRDO,2022,14,Out of Service,4
EQ00941,SUP0129,Missile Launcher,Missile Launcher,L&T Defence,2014,25,Operational,12
EQ00942,SUP0146,Truck,Truck,L&T Defence,2011,14,Operational,15
EQ00943,SUP0160,Radar,Radar,HAL,2020,16,Operational,6
EQ00944,SUP0286,Tank,Tank,Mahindra Defence,2010,23,Operational,16
EQ00945,SUP0165,Missile Launcher,Missile Launcher,Mahindra Defence,2022,24,Maintenance,4
EQ00946,SUP0154,Missile Launcher,Missile Launcher,Tata Advanced Systems,2012,21,Maintenance,14
EQ00947,SUP0049,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2006,23,Operational,20
EQ00948,SUP0070,Radar,Radar,BEL,2006,14,Out of Service,20
EQ00949,SUP0224,Radar,Radar,Tata Advanced Systems,2020,15,Operational,6
EQ00950,SUP0014,Drone,Drone,Mahindra Defence,2025,16,Operational,1
EQ00951,SUP0287,Truck,Truck,Ashok Leyland Defence,2017,25,Out of Service,9
EQ00952,SUP0029,Radar,Radar,Mahindra Defence,2014,29,Operational,12
EQ00953,SUP0016,Truck,Truck,Bharat Dynamics,2022,20,Operational,4
EQ00954,SUP0119,Generator,Generator,HAL,2022,19,Operational,4
EQ00955,SUP0180,Communication System,Communication System,Tata Advanced Systems,2014,28,Operational,12
EQ00956,SUP0060,Missile Launcher,Missile Launcher,Mahindra Defence,2011,14,Maintenance,15
EQ00957,SUP0069,Truck,Truck,BEL,2021,30,Operational,5
EQ00958,SUP0238,Generator,Generator,Ashok Leyland Defence,2009,12,Operational,17
EQ00959,SUP0120,Drone,Drone,BEL,2008,23,Maintenance,18
EQ00960,SUP0197,Communication System,Communication System,Ashok Leyland Defence,2025,24,Operational,1
EQ00961,SUP0081,Radar,Radar,HAL,2015,20,Operational,11
EQ00962,SUP0147,Communication System,Communication System,Tata Advanced Systems,2020,10,Operational,6
EQ00963,SUP0272,Armored Vehicle,Armored Vehicle,HAL,2021,19,Maintenance,5
EQ00964,SUP0128,Missile Launcher,Missile Launcher,Tata Advanced Systems,2021,23,Operational,5
EQ00965,SUP0111,Armored Vehicle,Armored Vehicle,L&T Defence,2022,27,Operational,4
EQ00966,SUP0033,Tank,Tank,BEL,2021,25,Operational,5
EQ00967,SUP0193,Communication System,Communication System,Ashok Leyland Defence,2024,22,Operational,2
EQ00968,SUP0063,Drone,Drone,BEL,2014,25,Operational,12
EQ00969,SUP0191,Tank,Tank,DRDO,2010,25,Operational,16
EQ00970,SUP0099,Communication System,Communication System,Bharat Dynamics,2006,25,Maintenance,20
EQ00971,SUP0286,Drone,Drone,L&T Defence,2005,19,Maintenance,21
EQ00972,SUP0165,Tank,Tank,DRDO,2009,29,Operational,17
EQ00973,SUP0232,Missile Launcher,Missile Launcher,L&T Defence,2018,30,Operational,8
EQ00974,SUP0111,Tank,Tank,Tata Advanced Systems,2016,21,Operational,10
EQ00975,SUP0015,Drone,Drone,Mahindra Defence,2015,29,Operational,11
EQ00976,SUP0200,Generator,Generator,L&T Defence,2023,15,Operational,3
EQ00977,SUP0018,Drone,Drone,DRDO,2019,20,Operational,7
EQ00978,SUP0164,Drone,Drone,L&T Defence,2010,25,Operational,16
EQ00979,SUP0179,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2009,12,Maintenance,17
EQ00980,SUP0094,Missile Launcher,Missile Launcher,BEL,2019,19,Operational,7
EQ00981,SUP0164,Drone,Drone,HAL,2019,28,Operational,7
EQ00982,SUP0011,Tank,Tank,L&T Defence,2025,22,Operational,1
EQ00983,SUP0117,Truck,Truck,Bharat Dynamics,2024,13,Operational,2
EQ00984,SUP0234,Communication System,Communication System,HAL,2008,25,Maintenance,18
EQ00985,SUP0025,Generator,Generator,Bharat Dynamics,2008,30,Operational,18
EQ00986,SUP0058,Missile Launcher,Missile Launcher,HAL,2020,18,Operational,6
EQ00987,SUP0156,Missile Launcher,Missile Launcher,Mahindra Defence,2019,19,Operational,7
EQ00988,SUP0253,Missile Launcher,Missile Launcher,Mahindra Defence,2005,20,Maintenance,21
EQ00989,SUP0077,Truck,Truck,DRDO,2006,28,Operational,20
EQ00990,SUP0129,Radar,Radar,L&T Defence,2014,19,Operational,12
EQ00991,SUP0181,Truck,Truck,L&T Defence,2015,18,Operational,11
EQ00992,SUP0190,Communication System,Communication System,Mahindra Defence,2007,10,Maintenance,19
EQ00993,SUP0233,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2015,30,Maintenance,11
EQ00994,SUP0257,Armored Vehicle,Armored Vehicle,Mahindra Defence,2022,24,Operational,4
EQ00995,SUP0277,Tank,Tank,L&T Defence,2006,10,Operational,20
EQ00996,SUP0279,Communication System,Communication System,Ashok Leyland Defence,2019,28,Operational,7
EQ00997,SUP0147,Communication System,Communication System,DRDO,2015,29,Operational,11
EQ00998,SUP0291,Armored Vehicle,Armored Vehicle,Mahindra Defence,2018,30,Operational,8
EQ00999,SUP0268,Armored Vehicle,Armored Vehicle,HAL,2021,18,Operational,5
EQ01000,SUP0205,Radar,Radar,Bharat Dynamics,2024,21,Operational,2
EQ01001,SUP0037,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2018,15,Operational,8
EQ01002,SUP0269,Generator,Generator,DRDO,2014,11,Operational,12
EQ01003,SUP0126,Armored Vehicle,Armored Vehicle,DRDO,2017,11,Operational,9
EQ01004,SUP0025,Communication System,Communication System,DRDO,2018,24,Maintenance,8
EQ01005,SUP0050,Communication System,Communication System,Bharat Dynamics,2022,14,Maintenance,4
EQ01006,SUP0097,Missile Launcher,Missile Launcher,Tata Advanced Systems,2009,26,Maintenance,17
EQ01007,SUP0299,Armored Vehicle,Armored Vehicle,BEL,2006,23,Operational,20
EQ01008,SUP0047,Drone,Drone,BEL,2024,13,Maintenance,2
EQ01009,SUP0159,Radar,Radar,L&T Defence,2021,29,Operational,5
EQ01010,SUP0132,Tank,Tank,Mahindra Defence,2020,24,Operational,6
EQ01011,SUP0182,Tank,Tank,Tata Advanced Systems,2007,18,Operational,19
EQ01012,SUP0134,Drone,Drone,BEL,2025,13,Operational,1
EQ01013,SUP0257,Tank,Tank,BEL,2007,27,Operational,19
EQ01014,SUP0011,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2023,19,Maintenance,3
EQ01015,SUP0059,Drone,Drone,Ashok Leyland Defence,2014,30,Operational,12
EQ01016,SUP0294,Generator,Generator,L&T Defence,2013,23,Operational,13
EQ01017,SUP0240,Radar,Radar,DRDO,2024,17,Maintenance,2
EQ01018,SUP0225,Tank,Tank,Mahindra Defence,2025,26,Operational,1
EQ01019,SUP0279,Missile Launcher,Missile Launcher,HAL,2020,11,Operational,6
EQ01020,SUP0033,Truck,Truck,Tata Advanced Systems,2011,16,Maintenance,15
EQ01021,SUP0069,Armored Vehicle,Armored Vehicle,HAL,2021,30,Operational,5
EQ01022,SUP0204,Missile Launcher,Missile Launcher,BEL,2006,30,Operational,20
EQ01023,SUP0227,Tank,Tank,DRDO,2009,11,Operational,17
EQ01024,SUP0248,Armored Vehicle,Armored Vehicle,BEL,2023,24,Operational,3
EQ01025,SUP0120,Missile Launcher,Missile Launcher,Bharat Dynamics,2008,28,Operational,18
EQ01026,SUP0062,Missile Launcher,Missile Launcher,Bharat Dynamics,2006,13,Out of Service,20
EQ01027,SUP0016,Truck,Truck,Bharat Dynamics,2013,28,Operational,13
EQ01028,SUP0282,Radar,Radar,Bharat Dynamics,2023,27,Operational,3
EQ01029,SUP0044,Drone,Drone,Ashok Leyland Defence,2025,13,Operational,1
EQ01030,SUP0192,Generator,Generator,Mahindra Defence,2018,11,Maintenance,8
EQ01031,SUP0175,Missile Launcher,Missile Launcher,Tata Advanced Systems,2011,23,Operational,15
EQ01032,SUP0013,Generator,Generator,DRDO,2016,26,Operational,10
EQ01033,SUP0276,Communication System,Communication System,BEL,2021,20,Operational,5
EQ01034,SUP0080,Truck,Truck,Bharat Dynamics,2023,15,Operational,3
EQ01035,SUP0175,Armored Vehicle,Armored Vehicle,BEL,2019,10,Operational,7
EQ01036,SUP0240,Missile Launcher,Missile Launcher,Mahindra Defence,2023,26,Operational,3
EQ01037,SUP0020,Drone,Drone,Bharat Dynamics,2023,24,Operational,3
EQ01038,SUP0283,Radar,Radar,L&T Defence,2008,10,Operational,18
EQ01039,SUP0018,Communication System,Communication System,BEL,2021,20,Operational,5
EQ01040,SUP0262,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2006,24,Out of Service,20
EQ01041,SUP0116,Missile Launcher,Missile Launcher,DRDO,2020,29,Operational,6
EQ01042,SUP0076,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2007,11,Maintenance,19
EQ01043,SUP0016,Truck,Truck,Bharat Dynamics,2024,10,Operational,2
EQ01044,SUP0004,Drone,Drone,DRDO,2009,14,Operational,17
EQ01045,SUP0208,Tank,Tank,BEL,2013,14,Operational,13
EQ01046,SUP0077,Drone,Drone,L&T Defence,2016,16,Maintenance,10
EQ01047,SUP0257,Communication System,Communication System,BEL,2007,27,Operational,19
EQ01048,SUP0114,Armored Vehicle,Armored Vehicle,L&T Defence,2013,17,Operational,13
EQ01049,SUP0083,Communication System,Communication System,HAL,2022,21,Operational,4
EQ01050,SUP0167,Communication System,Communication System,L&T Defence,2018,21,Maintenance,8
EQ01051,SUP0056,Radar,Radar,Tata Advanced Systems,2013,26,Operational,13
EQ01052,SUP0259,Communication System,Communication System,Ashok Leyland Defence,2013,15,Operational,13
EQ01053,SUP0107,Tank,Tank,DRDO,2018,25,Operational,8
EQ01054,SUP0164,Missile Launcher,Missile Launcher,DRDO,2022,16,Operational,4
EQ01055,SUP0250,Armored Vehicle,Armored Vehicle,BEL,2024,18,Operational,2
EQ01056,SUP0103,Tank,Tank,Tata Advanced Systems,2011,13,Operational,15
EQ01057,SUP0037,Truck,Truck,DRDO,2022,25,Operational,4
EQ01058,SUP0192,Drone,Drone,Bharat Dynamics,2011,11,Operational,15
EQ01059,SUP0050,Generator,Generator,Ashok Leyland Defence,2014,26,Operational,12
EQ01060,SUP0246,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2006,23,Operational,20
EQ01061,SUP0111,Communication System,Communication System,Bharat Dynamics,2009,27,Out of Service,17
EQ01062,SUP0122,Missile Launcher,Missile Launcher,Mahindra Defence,2021,14,Operational,5
EQ01063,SUP0110,Generator,Generator,Bharat Dynamics,2017,12,Operational,9
EQ01064,SUP0105,Drone,Drone,L&T Defence,2014,19,Operational,12
EQ01065,SUP0146,Armored Vehicle,Armored Vehicle,BEL,2006,20,Operational,20
EQ01066,SUP0014,Missile Launcher,Missile Launcher,DRDO,2015,13,Maintenance,11
EQ01067,SUP0187,Truck,Truck,L&T Defence,2009,22,Operational,17
EQ01068,SUP0209,Truck,Truck,HAL,2025,25,Operational,1
EQ01069,SUP0001,Truck,Truck,Tata Advanced Systems,2015,19,Operational,11
EQ01070,SUP0057,Radar,Radar,DRDO,2006,24,Operational,20
EQ01071,SUP0235,Communication System,Communication System,HAL,2007,13,Maintenance,19
EQ01072,SUP0016,Drone,Drone,Mahindra Defence,2023,28,Operational,3
EQ01073,SUP0290,Missile Launcher,Missile Launcher,BEL,2025,16,Operational,1
EQ01074,SUP0070,Truck,Truck,L&T Defence,2025,12,Operational,1
EQ01075,SUP0133,Communication System,Communication System,Bharat Dynamics,2012,14,Operational,14
EQ01076,SUP0018,Communication System,Communication System,Tata Advanced Systems,2014,20,Operational,12
EQ01077,SUP0054,Radar,Radar,HAL,2012,26,Operational,14
EQ01078,SUP0057,Truck,Truck,Tata Advanced Systems,2017,15,Operational,9
EQ01079,SUP0279,Drone,Drone,DRDO,2007,19,Maintenance,19
EQ01080,SUP0096,Drone,Drone,Ashok Leyland Defence,2018,23,Operational,8
EQ01081,SUP0178,Drone,Drone,Ashok Leyland Defence,2008,22,Out of Service,18
EQ01082,SUP0008,Armored Vehicle,Armored Vehicle,L&T Defence,2022,23,Operational,4
EQ01083,SUP0139,Armored Vehicle,Armored Vehicle,HAL,2013,17,Operational,13
EQ01084,SUP0100,Drone,Drone,BEL,2007,15,Maintenance,19
EQ01085,SUP0150,Missile Launcher,Missile Launcher,L&T Defence,2021,10,Operational,5
EQ01086,SUP0055,Generator,Generator,Ashok Leyland Defence,2016,28,Operational,10
EQ01087,SUP0260,Drone,Drone,HAL,2005,17,Operational,21
EQ01088,SUP0259,Communication System,Communication System,HAL,2018,28,Operational,8
EQ01089,SUP0171,Drone,Drone,Bharat Dynamics,2021,27,Operational,5
EQ01090,SUP0120,Drone,Drone,Ashok Leyland Defence,2025,18,Operational,1
EQ01091,SUP0290,Truck,Truck,Bharat Dynamics,2013,21,Operational,13
EQ01092,SUP0042,Missile Launcher,Missile Launcher,L&T Defence,2024,21,Operational,2
EQ01093,SUP0146,Missile Launcher,Missile Launcher,BEL,2008,13,Out of Service,18
EQ01094,SUP0193,Missile Launcher,Missile Launcher,DRDO,2025,11,Operational,1
EQ01095,SUP0279,Truck,Truck,BEL,2015,29,Operational,11
EQ01096,SUP0120,Radar,Radar,BEL,2005,12,Maintenance,21
EQ01097,SUP0210,Communication System,Communication System,Mahindra Defence,2013,14,Operational,13
EQ01098,SUP0209,Tank,Tank,HAL,2011,24,Operational,15
EQ01099,SUP0037,Drone,Drone,HAL,2021,20,Operational,5
EQ01100,SUP0040,Radar,Radar,Mahindra Defence,2019,10,Operational,7
EQ01101,SUP0010,Generator,Generator,Tata Advanced Systems,2011,29,Out of Service,15
EQ01102,SUP0273,Generator,Generator,Ashok Leyland Defence,2023,11,Operational,3
EQ01103,SUP0213,Generator,Generator,HAL,2017,27,Operational,9
EQ01104,SUP0192,Generator,Generator,Ashok Leyland Defence,2016,15,Out of Service,10
EQ01105,SUP0168,Generator,Generator,BEL,2022,20,Out of Service,4
EQ01106,SUP0242,Radar,Radar,Bharat Dynamics,2008,28,Operational,18
EQ01107,SUP0115,Tank,Tank,BEL,2008,18,Operational,18
EQ01108,SUP0046,Communication System,Communication System,Tata Advanced Systems,2012,27,Operational,14
EQ01109,SUP0150,Generator,Generator,L&T Defence,2006,26,Operational,20
EQ01110,SUP0158,Generator,Generator,Tata Advanced Systems,2018,21,Operational,8
EQ01111,SUP0280,Generator,Generator,Bharat Dynamics,2018,15,Operational,8
EQ01112,SUP0166,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,22,Maintenance,18
EQ01113,SUP0112,Generator,Generator,Tata Advanced Systems,2024,17,Operational,2
EQ01114,SUP0172,Drone,Drone,Tata Advanced Systems,2015,16,Operational,11
EQ01115,SUP0075,Communication System,Communication System,Ashok Leyland Defence,2025,28,Out of Service,1
EQ01116,SUP0101,Tank,Tank,Bharat Dynamics,2024,23,Operational,2
EQ01117,SUP0200,Armored Vehicle,Armored Vehicle,DRDO,2007,20,Operational,19
EQ01118,SUP0170,Armored Vehicle,Armored Vehicle,L&T Defence,2022,17,Operational,4
EQ01119,SUP0168,Truck,Truck,Bharat Dynamics,2009,23,Operational,17
EQ01120,SUP0204,Generator,Generator,L&T Defence,2023,18,Operational,3
EQ01121,SUP0094,Communication System,Communication System,Ashok Leyland Defence,2014,28,Operational,12
EQ01122,SUP0153,Communication System,Communication System,L&T Defence,2024,11,Out of Service,2
EQ01123,SUP0285,Missile Launcher,Missile Launcher,HAL,2022,17,Operational,4
EQ01124,SUP0267,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2018,15,Operational,8
EQ01125,SUP0025,Truck,Truck,DRDO,2016,17,Operational,10
EQ01126,SUP0121,Truck,Truck,Bharat Dynamics,2015,26,Operational,11
EQ01127,SUP0051,Missile Launcher,Missile Launcher,Mahindra Defence,2019,14,Operational,7
EQ01128,SUP0110,Generator,Generator,DRDO,2008,26,Operational,18
EQ01129,SUP0254,Armored Vehicle,Armored Vehicle,DRDO,2023,21,Operational,3
EQ01130,SUP0290,Generator,Generator,HAL,2006,11,Operational,20
EQ01131,SUP0294,Generator,Generator,DRDO,2011,22,Operational,15
EQ01132,SUP0228,Communication System,Communication System,Bharat Dynamics,2010,28,Operational,16
EQ01133,SUP0214,Drone,Drone,Bharat Dynamics,2024,20,Operational,2
EQ01134,SUP0176,Missile Launcher,Missile Launcher,Tata Advanced Systems,2018,20,Operational,8
EQ01135,SUP0031,Radar,Radar,HAL,2025,11,Operational,1
EQ01136,SUP0060,Communication System,Communication System,HAL,2012,28,Operational,14
EQ01137,SUP0114,Tank,Tank,Tata Advanced Systems,2005,26,Maintenance,21
EQ01138,SUP0041,Communication System,Communication System,L&T Defence,2023,17,Operational,3
EQ01139,SUP0238,Truck,Truck,Ashok Leyland Defence,2006,11,Operational,20
EQ01140,SUP0129,Communication System,Communication System,DRDO,2007,25,Maintenance,19
EQ01141,SUP0126,Truck,Truck,Bharat Dynamics,2013,25,Operational,13
EQ01142,SUP0214,Tank,Tank,BEL,2018,25,Operational,8
