Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure
M001962,EQ04579,B022,2026-05-09,Inspection,5,170429.82,Team Charlie,No
M001963,EQ04766,B015,2025-03-31,Emergency,9,384887.06,Team Delta,Yes
M001964,EQ03289,B020,2026-10-10,Inspection,6,91849.12,Team Charlie,No
M001965,EQ01223,B020,2026-10-09,Emergency,7,150118.2,Team Bravo,No
M001966,EQ03055,B028,2025-07-12,Preventive,6,137701.7,Team Delta,No
M001967,EQ00274,B021,2026-11-11,Corrective,2,48925.38,Team Alpha,No
M001968,EQ00699,B014,2025-03-21,Corrective,3,84143.94,Team Alpha,No
M001969,EQ00198,B028,2025-12-07,Preventive,3,111638.85,Team Echo,No
M001970,EQ03156,B003,2026-04-29,Emergency,4,127489.47,Team Delta,No
M001971,EQ02233,B003,2026-10-14,Preventive,3,79518.92,Team Charlie,No
M001972,EQ00815,B028,2026-08-26,Emergency,5,106094.78,Team Bravo,No
M001973,EQ02162,B029,2026-09-29,Inspection,2,51068.25,Team Echo,No
M001974,EQ00107,B028,2026-12-20,Inspection,5,116757.27,Team Alpha,No
M001975,EQ01338,B027,2026-12-31,Emergency,4,67859.3,Team Echo,No
M001976,EQ02160,B016,2025-12-09,Preventive,9,209274.12,Team Alpha,Yes
M001977,EQ01690,B019,2025-12-14,Emergency,5,170532.7,Team Alpha,No
M001978,EQ03971,B020,2025-06-24,Inspection,4,179475.85,Team Alpha,No
M001979,EQ03551,B028,2025-01-11,Corrective,6,201794.94,Team Charlie,No
M001980,EQ00515,B015,2025-11-01,Corrective,7,238802.02,Team Delta,No
M001981,EQ04368,B005,2025-02-05,Preventive,1,34897.73,Team Alpha,No
M001982,EQ04159,B019,2025-10-02,Inspection,18,280734.51,Team Alpha,Yes
M001983,EQ03289,B025,2026-02-24,Inspection,8,255833.37,Team Charlie,Yes
M001984,EQ02610,B005,2025-10-19,Inspection,12,385324.29,Team Echo,Yes
M001985,EQ01362,B010,2026-02-19,Corrective,0,0.0,Team Alpha,No
M001986,EQ04954,B019,2026-06-03,Preventive,11,342757.63,Team Charlie,Yes
M001987,EQ00913,B027,2025-07-28,Emergency,5,94822.68,Team Alpha,No
M001988,EQ04355,B020,2026-06-23,Emergency,8,301108.91,Team Charlie,Yes
M001989,EQ03691,B002,2025-10-14,Inspection,5,75171.59,Team Charlie,No
M001990,EQ01003,B011,2025-09-09,Emergency,6,201953.75,Team Bravo,No
M001991,EQ00691,B018,2026-12-19,Inspection,8,243374.46,Team Alpha,Yes
M001992,EQ04798,B005,2025-11-18,Preventive,14,378069.22,Team Alpha,Yes
M001993,EQ02009,B026,2025-12-30,Corrective,12,249371.19,Team Alpha,Yes
M001994,EQ01972,B022,2025-12-30,Preventive,2,53658.0,Team Delta,No
M001995,EQ01114,B019,2026-05-13,Inspection,2,68250.01,Team Delta,No
M001996,EQ00012,B014,2026-07-20,Emergency,0,0.0,Team Charlie,No
M001997,EQ00651,B002,2026-06-18,Preventive,17,714878.27,Team Echo,Yes
M001998,EQ02694,B012,2026-06-25,Corrective,1,35578.23,Team Echo,No
M001999,EQ02425,B020,2026-03-09,Inspection,0,0.0,Team Delta,No
M002000,EQ04582,B028,2025-12-12,Inspection,6,163209.39,Team Delta,No
M002001,EQ01478,B014,2025-06-27,Emergency,16,534325.85,Team Bravo,Yes
M002002,EQ04765,B005,2026-06-23,Emergency,2,98715.87,Team Bravo,No
M002003,EQ00025,B002,2025-04-21,Inspection,14,683777.95,Team Alpha,Yes
M002004,EQ02323,B022,2025-01-14,Inspection,3,98804.85,Team Echo,No
M002005,EQ00345,B024,2026-03-07,Emergency,2,46648.36,Team Charlie,No
M002006,EQ03707,B029,2025-01-17,Emergency,12,511990.42,Team Bravo,Yes
M002007,EQ04566,B011,2026-03-15,Inspection,8,347223.04,Team Bravo,Yes
M002008,EQ03199,B025,2026-02-15,Preventive,9,228292.52,Team Charlie,Yes
M002009,EQ04284,B017,2025-02-15,Emergency,7,166658.23,Team Delta,No
M002010,EQ03632,B004,2025-04-15,Inspection,1,29979.91,Team Alpha,No
M002011,EQ04178,B014,2025-11-24,Emergency,15,469385.35,Team Alpha,Yes
M002012,EQ00028,B023,2026-12-08,Preventive,13,457124.68,Team Charlie,Yes
M002013,EQ00152,B016,2025-02-08,Inspection,2,86791.53,Team Echo,No
M002014,EQ00184,B009,2026-03-25,Preventive,4,183251.35,Team Delta,No
M002015,EQ01113,B026,2025-08-06,Preventive,8,353369.4,Team Delta,Yes
M002016,EQ00589,B023,2025-11-18,Inspection,7,135315.18,Team Bravo,No
M002017,EQ00463,B021,2025-08-02,Emergency,2,54872.84,Team Bravo,No
M002018,EQ00141,B018,2026-03-09,Corrective,18,403833.13,Team Charlie,Yes
M002019,EQ00121,B005,2025-07-02,Emergency,12,553369.07,Team Bravo,Yes
M002020,EQ04167,B010,2025-05-20,Emergency,18,382563.76,Team Charlie,Yes
M002021,EQ01888,B006,2026-09-06,Corrective,6,237939.71,Team Alpha,No
M002022,EQ00277,B029,2025-02-05,Emergency,9,308530.94,Team Delta,Yes
M002023,EQ04274,B027,2026-07-12,Inspection,6,94917.23,Team Charlie,No
M002024,EQ02921,B005,2025-06-14,Emergency,15,232732.73,Team Echo,Yes
M002025,EQ04494,B009,2026-01-02,Emergency,14,369452.51,Team Bravo,Yes
M002026,EQ03331,B005,2026-10-12,Inspection,2,54069.15,Team Bravo,No
M002027,EQ03407,B017,2025-07-15,Emergency,2,48870.1,Team Charlie,No
M002028,EQ02496,B022,2025-03-22,Inspection,8,303227.08,Team Bravo,Yes
M002029,EQ02065,B015,2025-06-07,Inspection,3,125498.38,Team Bravo,No
M002030,EQ03366,B014,2026-05-19,Corrective,8,329651.34,Team Delta,Yes
M002031,EQ04680,B026,2025-01-31,Preventive,14,214477.31,Team Alpha,Yes
M002032,EQ00142,B026,2025-09-07,Emergency,9,263437.96,Team Delta,Yes
M002033,EQ00509,B015,2025-03-09,Emergency,6,245805.98,Team Alpha,No
M002034,EQ02908,B001,2025-11-24,Preventive,3,67875.34,Team Charlie,No
M002035,EQ00889,B007,2026-06-16,Preventive,1,18839.57,Team Charlie,No
M002036,EQ02183,B005,2026-08-07,Inspection,13,420939.32,Team Bravo,Yes
M002037,EQ04529,B013,2026-07-14,Corrective,5,118766.35,Team Bravo,No
M002038,EQ02418,B011,2026-12-23,Emergency,6,241510.94,Team Bravo,No
M002039,EQ01964,B026,2025-06-01,Emergency,1,25417.48,Team Bravo,No
M002040,EQ01057,B026,2025-06-11,Preventive,4,64822.97,Team Charlie,No
M002041,EQ03942,B003,2026-12-19,Preventive,4,174287.29,Team Charlie,No
M002042,EQ02418,B005,2025-03-12,Preventive,6,137275.83,Team Charlie,No
M002043,EQ04227,B004,2025-07-29,Inspection,3,102399.14,Team Echo,No
M002044,EQ04521,B013,2025-12-10,Inspection,2,77841.06,Team Charlie,No
M002045,EQ00768,B001,2026-06-13,Inspection,3,79655.43,Team Alpha,No
M002046,EQ00720,B030,2026-10-07,Preventive,3,62406.93,Team Delta,No
M002047,EQ03837,B030,2026-01-23,Inspection,1,28022.09,Team Echo,No
M002048,EQ00493,B028,2025-09-07,Emergency,17,465239.87,Team Delta,Yes
M002049,EQ02564,B014,2026-10-15,Corrective,7,340308.75,Team Charlie,No
M002050,EQ00987,B001,2025-06-20,Corrective,4,139562.16,Team Bravo,No
M002051,EQ01452,B009,2025-10-08,Inspection,9,175279.13,Team Delta,Yes
M002052,EQ01346,B002,2026-04-08,Preventive,0,0.0,Team Echo,No
M002053,EQ04538,B009,2025-03-24,Corrective,9,207259.57,Team Alpha,Yes
M002054,EQ02744,B020,2025-06-04,Emergency,12,577661.97,Team Alpha,Yes
M002055,EQ00406,B006,2026-05-27,Emergency,4,94914.67,Team Delta,No
M002056,EQ02856,B013,2026-03-10,Preventive,8,150627.3,Team Charlie,Yes
M002057,EQ02727,B003,2025-04-11,Preventive,1,28900.14,Team Alpha,No
M002058,EQ04202,B021,2025-04-24,Emergency,16,486900.63,Team Echo,Yes
M002059,EQ04276,B005,2025-04-09,Emergency,2,65800.45,Team Echo,No
M002060,EQ01116,B004,2026-08-28,Inspection,10,264285.09,Team Bravo,Yes
M002061,EQ03620,B003,2025-07-01,Preventive,3,74778.33,Team Delta,No
M002062,EQ04331,B023,2026-05-01,Corrective,8,301682.59,Team Alpha,Yes
M002063,EQ03027,B025,2026-05-27,Corrective,17,585820.06,Team Echo,Yes
M002064,EQ00337,B004,2026-05-08,Corrective,0,0.0,Team Bravo,No
M002065,EQ00549,B003,2025-12-25,Emergency,3,68570.27,Team Alpha,No
M002066,EQ03854,B026,2026-07-01,Emergency,2,78386.9,Team Bravo,No
M002067,EQ03425,B008,2026-09-20,Preventive,5,226006.88,Team Alpha,No
M002068,EQ00083,B004,2026-08-18,Inspection,20,587414.28,Team Echo,Yes
M002069,EQ01378,B020,2026-09-16,Preventive,5,162454.82,Team Delta,No
M002070,EQ02965,B022,2025-10-27,Emergency,4,153084.68,Team Charlie,No
M002071,EQ03018,B007,2026-05-18,Preventive,7,331893.9,Team Delta,No
M002072,EQ03045,B009,2025-04-10,Inspection,13,479659.48,Team Echo,Yes
M002073,EQ00256,B007,2026-07-20,Emergency,9,182629.0,Team Bravo,Yes
M002074,EQ00575,B011,2026-03-10,Emergency,15,631909.76,Team Alpha,Yes
M002075,EQ01471,B030,2025-04-03,Preventive,4,161267.53,Team Bravo,No
M002076,EQ03197,B018,2025-10-29,Corrective,7,210193.62,Team Charlie,No
M002077,EQ00644,B007,2025-09-27,Inspection,7,206214.79,Team Alpha,No
M002078,EQ01613,B013,2025-01-09,Corrective,0,0.0,Team Echo,No
M002079,EQ00660,B012,2025-06-16,Inspection,7,198287.14,Team Echo,No
M002080,EQ00830,B008,2025-10-11,Preventive,1,42591.38,Team Bravo,No
M002081,EQ01118,B013,2026-03-10,Preventive,17,477327.22,Team Bravo,Yes
M002082,EQ03958,B021,2026-09-02,Corrective,3,90170.87,Team Bravo,No
M002083,EQ04724,B003,2026-03-27,Preventive,3,82818.25,Team Charlie,No
M002084,EQ03596,B005,2026-05-23,Preventive,3,80372.89,Team Charlie,No
M002085,EQ04466,B021,2025-05-15,Inspection,14,675163.09,Team Bravo,Yes
M002086,EQ03228,B014,2026-03-23,Preventive,4,108423.47,Team Delta,No
M002087,EQ04682,B016,2026-10-10,Inspection,8,191525.88,Team Charlie,Yes
M002088,EQ03987,B026,2026-03-16,Corrective,7,347670.66,Team Delta,No
M002089,EQ03561,B004,2025-12-28,Corrective,4,151077.69,Team Delta,No
M002090,EQ00980,B003,2025-02-07,Emergency,0,0.0,Team Charlie,No
M002091,EQ03587,B009,2025-06-27,Inspection,7,331300.57,Team Echo,No
M002092,EQ01983,B010,2025-12-01,Emergency,0,0.0,Team Alpha,No
M002093,EQ01130,B018,2025-08-15,Preventive,15,682800.83,Team Delta,Yes
M002094,EQ01775,B001,2026-10-17,Corrective,9,311134.34,Team Delta,Yes
M002095,EQ00463,B014,2025-03-19,Corrective,4,138085.26,Team Echo,No
M002096,EQ04457,B008,2025-10-18,Preventive,9,345009.61,Team Bravo,Yes
M002097,EQ02691,B014,2025-03-06,Inspection,8,289873.01,Team Alpha,Yes
M002098,EQ02438,B023,2025-10-24,Inspection,1,20949.62,Team Bravo,No
M002099,EQ03624,B029,2025-02-27,Emergency,2,31324.05,Team Echo,No
M002100,EQ00817,B026,2026-04-28,Inspection,2,98306.9,Team Echo,No
M002101,EQ02946,B010,2025-05-10,Emergency,4,131209.4,Team Bravo,No
M002102,EQ04896,B020,2025-08-06,Inspection,13,360361.28,Team Alpha,Yes
M002103,EQ04359,B009,2026-10-23,Emergency,0,0.0,Team Bravo,No
M002104,EQ04706,B002,2025-01-26,Preventive,10,172760.62,Team Bravo,Yes
M002105,EQ02332,B011,2025-05-12,Corrective,6,293338.89,Team Echo,No
M002106,EQ02389,B008,2025-07-09,Inspection,2,31586.59,Team Echo,No
M002107,EQ03009,B028,2025-05-30,Corrective,5,177530.01,Team Echo,No
M002108,EQ02496,B029,2026-12-27,Emergency,16,364418.96,Team Delta,Yes
M002109,EQ03338,B013,2026-07-22,Corrective,3,102639.3,Team Bravo,No
M002110,EQ02588,B010,2025-10-28,Inspection,4,75291.06,Team Alpha,No
M002111,EQ03605,B026,2026-07-24,Emergency,7,284004.56,Team Echo,No
M002112,EQ04939,B019,2025-12-04,Corrective,3,59703.06,Team Charlie,No
M002113,EQ01265,B023,2025-06-11,Emergency,4,77980.45,Team Alpha,No
M002114,EQ01662,B002,2026-10-30,Emergency,10,484485.57,Team Alpha,Yes
M002115,EQ03605,B002,2025-05-05,Preventive,9,380530.43,Team Echo,Yes
M002116,EQ00781,B002,2026-10-04,Corrective,4,84216.35,Team Echo,No
M002117,EQ01769,B003,2026-08-18,Inspection,7,346479.03,Team Bravo,No
M002118,EQ00565,B004,2026-12-13,Corrective,8,318010.63,Team Alpha,Yes
M002119,EQ02504,B027,2026-11-21,Corrective,0,0.0,Team Delta,No
M002120,EQ02584,B017,2026-06-17,Inspection,5,172030.88,Team Bravo,No
M002121,EQ03227,B002,2025-03-17,Corrective,9,180073.38,Team Bravo,Yes
M002122,EQ01879,B028,2025-02-14,Preventive,2,38035.18,Team Echo,No
M002123,EQ02500,B013,2025-07-07,Preventive,2,34778.44,Team Alpha,No
M002124,EQ03537,B003,2025-05-11,Preventive,6,145968.21,Team Bravo,No
M002125,EQ04945,B003,2025-03-24,Preventive,1,45073.15,Team Bravo,No
M002126,EQ03386,B027,2025-09-19,Preventive,0,0.0,Team Bravo,No
M002127,EQ04971,B026,2026-02-22,Preventive,2,54163.0,Team Alpha,No
M002128,EQ02168,B016,2025-08-19,Corrective,10,253708.48,Team Echo,Yes
M002129,EQ00711,B020,2025-07-09,Corrective,7,152201.94,Team Delta,No
M002130,EQ04972,B015,2025-06-19,Preventive,19,459966.08,Team Echo,Yes
M002131,EQ02108,B025,2025-04-05,Preventive,9,296730.63,Team Echo,Yes
M002132,EQ01461,B026,2025-01-18,Emergency,7,136230.11,Team Echo,No
M002133,EQ02175,B020,2025-03-19,Preventive,8,152305.99,Team Delta,Yes
M002134,EQ01476,B005,2026-08-03,Inspection,18,484740.29,Team Echo,Yes
M002135,EQ02918,B021,2026-08-06,Inspection,3,86763.91,Team Echo,No
M002136,EQ03641,B022,2025-05-24,Preventive,5,162327.52,Team Delta,No
M002137,EQ01940,B010,2026-03-25,Emergency,1,38496.84,Team Alpha,No
M002138,EQ03187,B003,2026-11-29,Corrective,12,403936.73,Team Charlie,Yes
M002139,EQ02821,B006,2025-07-30,Preventive,4,161646.89,Team Echo,No
M002140,EQ00145,B013,2026-06-22,Emergency,4,67361.57,Team Alpha,No
M002141,EQ00510,B009,2026-04-02,Inspection,18,699102.52,Team Echo,Yes
M002142,EQ04670,B008,2026-12-23,Corrective,3,102190.31,Team Delta,No
M002143,EQ04409,B008,2026-08-24,Corrective,7,349969.8,Team Charlie,No
M002144,EQ04207,B005,2025-08-13,Inspection,2,90444.11,Team Delta,No
M002145,EQ00307,B018,2025-12-24,Emergency,8,195429.35,Team Charlie,Yes
M002146,EQ00133,B024,2026-11-02,Emergency,1,16234.26,Team Delta,No
M002147,EQ03247,B010,2026-09-13,Corrective,13,277638.66,Team Bravo,Yes
M002148,EQ02527,B028,2025-08-26,Corrective,6,170147.57,Team Bravo,No
M002149,EQ00962,B022,2025-02-07,Emergency,10,476873.46,Team Alpha,Yes
M002150,EQ02668,B004,2026-05-21,Emergency,0,0.0,Team Bravo,No
M002151,EQ04357,B024,2025-08-01,Emergency,12,438785.87,Team Delta,Yes
M002152,EQ00066,B020,2025-12-22,Inspection,10,272901.14,Team Echo,Yes
M002153,EQ03777,B030,2025-09-16,Preventive,7,323628.54,Team Delta,No
M002154,EQ00722,B019,2026-09-06,Corrective,3,86279.6,Team Charlie,No
M002155,EQ00671,B029,2026-05-21,Corrective,4,74935.85,Team Bravo,No
M002156,EQ04664,B021,2025-03-11,Corrective,2,98343.91,Team Charlie,No
M002157,EQ03779,B011,2026-11-21,Inspection,0,0.0,Team Charlie,No
M002158,EQ04946,B023,2025-01-19,Preventive,2,31145.86,Team Bravo,No
M002159,EQ02637,B007,2026-02-23,Preventive,6,151070.65,Team Echo,No
M002160,EQ00860,B009,2025-01-08,Emergency,3,119804.52,Team Delta,No
M002161,EQ01443,B030,2025-05-22,Corrective,3,68182.86,Team Bravo,No
M002162,EQ00106,B017,2025-03-31,Inspection,1,31615.02,Team Charlie,No
M002163,EQ03292,B008,2025-10-05,Emergency,3,130263.25,Team Charlie,No
M002164,EQ00758,B017,2026-07-02,Corrective,10,282024.9,Team Delta,Yes
M002165,EQ02858,B019,2026-11-29,Emergency,20,333110.02,Team Bravo,Yes
M002166,EQ00628,B025,2026-12-19,Corrective,13,381555.55,Team Echo,Yes
M002167,EQ01247,B026,2026-02-01,Corrective,17,262238.99,Team Delta,Yes
M002168,EQ04828,B016,2025-03-09,Emergency,3,77880.15,Team Echo,No
M002169,EQ03444,B020,2026-12-07,Emergency,3,69015.4,Team Echo,No
M002170,EQ00200,B013,2026-12-22,Corrective,13,646625.53,Team Echo,Yes
M002171,EQ02455,B006,2026-05-01,Inspection,10,372650.49,Team Alpha,Yes
M002172,EQ00495,B027,2025-02-21,Emergency,15,567614.34,Team Delta,Yes
M002173,EQ04756,B023,2026-01-03,Emergency,9,387213.51,Team Charlie,Yes
M002174,EQ00852,B016,2025-04-05,Corrective,3,123104.42,Team Alpha,No
M002175,EQ01951,B013,2025-06-05,Preventive,1,46587.19,Team Alpha,No
M002176,EQ00008,B007,2026-04-18,Corrective,9,449510.97,Team Charlie,Yes
M002177,EQ03055,B024,2025-08-24,Preventive,11,300720.68,Team Delta,Yes
M002178,EQ00707,B023,2025-01-24,Emergency,1,43347.36,Team Delta,No
M002179,EQ00466,B018,2025-08-29,Preventive,2,49843.79,Team Echo,No
M002180,EQ01172,B024,2026-08-20,Inspection,2,93517.22,Team Delta,No
M002181,EQ04828,B008,2025-06-08,Emergency,1,25944.82,Team Bravo,No
M002182,EQ03998,B027,2025-04-18,Preventive,3,57300.19,Team Bravo,No
M002183,EQ03265,B029,2026-11-18,Preventive,2,86125.11,Team Echo,No
M002184,EQ02265,B024,2025-06-15,Corrective,4,64692.64,Team Delta,No
M002185,EQ02831,B004,2026-10-03,Preventive,2,90149.22,Team Delta,No
M002186,EQ01285,B016,2026-12-28,Corrective,2,69413.1,Team Charlie,No
M002187,EQ04273,B016,2025-03-21,Emergency,0,0.0,Team Delta,No
M002188,EQ03741,B028,2025-08-12,Corrective,2,90650.06,Team Alpha,No
M002189,EQ02742,B013,2025-07-27,Corrective,3,114340.42,Team Delta,No
M002190,EQ03565,B005,2025-08-22,Emergency,0,0.0,Team Charlie,No
M002191,EQ02021,B016,2025-04-11,Inspection,4,123936.11,Team Charlie,No
M002192,EQ01854,B014,2026-09-05,Emergency,3,133362.8,Team Delta,No
M002193,EQ02876,B018,2026-04-27,Preventive,4,158263.27,Team Delta,No
M002194,EQ01637,B011,2026-07-19,Inspection,4,187241.37,Team Delta,No
M002195,EQ04494,B012,2025-06-04,Inspection,11,191710.22,Team Delta,Yes
M002196,EQ01891,B009,2026-02-06,Preventive,4,160369.42,Team Delta,No
M002197,EQ03483,B024,2026-07-22,Preventive,3,126861.45,Team Echo,No
M002198,EQ04860,B030,2026-12-08,Emergency,9,444623.06,Team Alpha,Yes
M002199,EQ04659,B017,2025-03-11,Inspection,3,94541.39,Team Charlie,No
M002200,EQ00805,B002,2025-05-05,Corrective,7,303979.33,Team Alpha,No
M002201,EQ00204,B027,2025-07-20,Preventive,4,120474.78,Team Delta,No
M002202,EQ04148,B008,2026-02-03,Inspection,12,181206.46,Team Alpha,Yes
M002203,EQ04010,B028,2026-09-30,Emergency,4,79886.28,Team Alpha,No
M002204,EQ02076,B002,2026-02-28,Emergency,16,717466.06,Team Bravo,Yes
M002205,EQ04802,B023,2026-04-26,Corrective,4,159211.13,Team Delta,No
M002206,EQ03959,B008,2026-09-17,Preventive,19,584798.0,Team Echo,Yes
M002207,EQ03504,B020,2026-12-05,Emergency,6,90279.81,Team Alpha,No
M002208,EQ00683,B009,2026-05-07,Inspection,17,502956.1,Team Bravo,Yes
M002209,EQ04567,B024,2025-11-09,Inspection,2,74748.62,Team Alpha,No
M002210,EQ02472,B017,2026-04-23,Preventive,18,771681.59,Team Echo,Yes
M002211,EQ00747,B004,2025-09-11,Preventive,18,578736.28,Team Echo,Yes
M002212,EQ04102,B027,2025-12-27,Emergency,13,628084.46,Team Charlie,Yes
M002213,EQ01885,B026,2026-10-15,Corrective,8,258820.9,Team Echo,Yes
M002214,EQ03420,B016,2026-07-30,Emergency,14,670486.97,Team Alpha,Yes
M002215,EQ02582,B029,2025-03-16,Inspection,19,712439.41,Team Bravo,Yes
M002216,EQ03927,B028,2025-03-25,Corrective,3,110363.65,Team Alpha,No
M002217,EQ02791,B029,2025-06-06,Corrective,4,115038.33,Team Alpha,No
M002218,EQ00606,B007,2025-07-10,Emergency,7,122869.35,Team Alpha,No
M002219,EQ04754,B013,2025-05-19,Corrective,9,151358.24,Team Charlie,Yes
M002220,EQ04644,B009,2026-02-04,Corrective,17,298830.09,Team Alpha,Yes
M002221,EQ01352,B006,2025-11-12,Emergency,3,117088.11,Team Delta,No
M002222,EQ04397,B024,2026-12-22,Inspection,1,32606.54,Team Charlie,No
M002223,EQ03812,B010,2025-02-03,Corrective,3,94012.0,Team Echo,No
M002224,EQ00456,B021,2025-05-28,Emergency,1,24906.74,Team Delta,No
M002225,EQ01245,B024,2025-05-15,Emergency,1,28314.57,Team Bravo,No
M002226,EQ01353,B006,2025-05-02,Emergency,17,709805.4,Team Echo,Yes
M002227,EQ03156,B001,2026-12-07,Corrective,3,138818.88,Team Bravo,No
M002228,EQ00789,B023,2025-11-03,Inspection,10,459678.78,Team Alpha,Yes
M002229,EQ02816,B028,2025-05-27,Preventive,7,326812.08,Team Charlie,No
M002230,EQ04848,B003,2025-04-02,Inspection,0,0.0,Team Echo,No
M002231,EQ00929,B013,2026-09-13,Preventive,2,56520.44,Team Echo,No
M002232,EQ03656,B003,2025-06-17,Preventive,14,212575.53,Team Delta,Yes
M002233,EQ00101,B016,2025-06-08,Inspection,14,262135.6,Team Bravo,Yes
M002234,EQ04600,B008,2026-10-27,Inspection,4,122121.87,Team Echo,No
M002235,EQ00016,B019,2026-04-07,Corrective,0,0.0,Team Alpha,No
M002236,EQ01563,B026,2026-03-06,Inspection,16,287173.42,Team Charlie,Yes
M002237,EQ01557,B024,2025-06-28,Emergency,20,692346.41,Team Alpha,Yes
M002238,EQ03800,B020,2025-05-02,Corrective,13,564103.44,Team Charlie,Yes
M002239,EQ03107,B006,2025-11-02,Corrective,2,51814.92,Team Charlie,No
M002240,EQ04487,B025,2025-08-14,Emergency,6,214303.36,Team Alpha,No
M002241,EQ02207,B021,2026-01-14,Corrective,2,75288.52,Team Charlie,No
M002242,EQ04925,B018,2026-10-12,Inspection,12,583490.21,Team Alpha,Yes
M002243,EQ03231,B008,2026-12-21,Corrective,5,154570.38,Team Delta,No
M002244,EQ01218,B001,2026-09-30,Preventive,6,272128.06,Team Bravo,No
M002245,EQ01083,B009,2025-08-16,Emergency,9,427948.55,Team Alpha,Yes
M002246,EQ03595,B028,2025-10-16,Emergency,0,0.0,Team Charlie,No
M002247,EQ04102,B013,2025-12-31,Emergency,10,278023.18,Team Bravo,Yes
M002248,EQ03604,B002,2026-07-24,Emergency,0,0.0,Team Bravo,No
M002249,EQ00259,B016,2025-05-03,Inspection,2,37793.96,Team Delta,No
M002250,EQ02416,B024,2025-02-17,Preventive,4,117652.33,Team Echo,No
M002251,EQ03629,B013,2026-06-28,Corrective,2,45907.67,Team Delta,No
M002252,EQ00445,B024,2026-02-21,Preventive,4,104365.77,Team Delta,No
M002253,EQ02346,B029,2025-01-14,Preventive,1,34709.79,Team Echo,No
M002254,EQ03758,B002,2026-02-08,Preventive,3,82007.95,Team Alpha,No
M002255,EQ01221,B021,2026-07-29,Corrective,14,436446.88,Team Alpha,Yes
M002256,EQ03754,B016,2026-08-26,Inspection,20,787795.08,Team Bravo,Yes
M002257,EQ01540,B003,2026-09-25,Corrective,4,61761.96,Team Delta,No
M002258,EQ01644,B017,2025-03-24,Preventive,4,114446.51,Team Bravo,No
M002259,EQ03821,B027,2026-10-17,Preventive,5,186293.07,Team Bravo,No
M002260,EQ04677,B003,2026-08-01,Preventive,3,116790.99,Team Delta,No
M002261,EQ00512,B008,2025-10-12,Corrective,3,53746.19,Team Delta,No
M002262,EQ03248,B012,2025-06-11,Corrective,4,89508.31,Team Charlie,No
M002263,EQ00927,B017,2026-07-23,Preventive,2,50995.06,Team Bravo,No
M002264,EQ02093,B029,2026-01-24,Emergency,0,0.0,Team Alpha,No
M002265,EQ02273,B030,2025-03-02,Emergency,3,45730.43,Team Delta,No
M002266,EQ00193,B019,2025-08-15,Inspection,6,103651.24,Team Charlie,No
M002267,EQ03178,B015,2025-09-19,Corrective,0,0.0,Team Charlie,No
M002268,EQ00239,B015,2026-11-24,Corrective,7,204737.27,Team Alpha,No
M002269,EQ04481,B026,2025-01-24,Corrective,3,137794.69,Team Alpha,No
M002270,EQ00818,B004,2026-11-02,Inspection,3,75999.99,Team Echo,No
M002271,EQ00734,B023,2026-05-11,Inspection,5,155633.66,Team Bravo,No
M002272,EQ04413,B020,2026-06-03,Corrective,4,128289.21,Team Charlie,No
M002273,EQ00520,B002,2026-11-07,Preventive,8,375306.48,Team Echo,Yes
M002274,EQ00731,B012,2026-06-15,Corrective,9,188920.5,Team Alpha,Yes
M002275,EQ03773,B027,2026-07-21,Emergency,20,534086.98,Team Echo,Yes
M002276,EQ04043,B011,2025-03-09,Corrective,0,0.0,Team Alpha,No
M002277,EQ02030,B026,2026-10-11,Inspection,1,48620.1,Team Alpha,No
M002278,EQ01349,B030,2025-02-07,Emergency,8,328130.96,Team Charlie,Yes
M002279,EQ03468,B027,2026-05-09,Inspection,6,229898.11,Team Bravo,No
M002280,EQ01867,B012,2026-09-19,Inspection,3,99835.35,Team Echo,No
M002281,EQ03503,B003,2026-12-21,Corrective,17,840285.91,Team Charlie,Yes
M002282,EQ02780,B001,2025-04-19,Emergency,18,682393.15,Team Alpha,Yes
M002283,EQ00378,B009,2025-02-20,Inspection,6,150570.05,Team Alpha,No
M002284,EQ03142,B016,2026-08-16,Inspection,8,269032.11,Team Charlie,Yes
M002285,EQ04761,B018,2026-11-04,Corrective,3,137480.94,Team Delta,No
M002286,EQ00872,B022,2026-10-20,Preventive,5,105931.03,Team Bravo,No
M002287,EQ03303,B021,2025-05-13,Inspection,7,190522.24,Team Alpha,No
M002288,EQ01404,B009,2026-08-30,Emergency,3,126717.15,Team Charlie,No
M002289,EQ01636,B025,2026-05-27,Emergency,20,792333.87,Team Bravo,Yes
M002290,EQ03787,B002,2026-05-15,Preventive,8,337447.38,Team Bravo,Yes
M002291,EQ02883,B025,2026-12-02,Inspection,9,143074.12,Team Delta,Yes
M002292,EQ02073,B024,2026-05-17,Inspection,4,69725.16,Team Delta,No
M002293,EQ00947,B021,2026-05-04,Corrective,7,194952.98,Team Charlie,No
M002294,EQ01406,B017,2025-05-01,Corrective,18,320046.68,Team Delta,Yes
M002295,EQ00707,B012,2026-07-01,Preventive,4,101444.81,Team Echo,No
M002296,EQ02549,B002,2025-10-02,Inspection,17,690894.62,Team Delta,Yes
M002297,EQ02016,B014,2025-01-04,Emergency,0,0.0,Team Bravo,No
M002298,EQ01529,B002,2026-02-24,Emergency,6,292250.5,Team Charlie,No
