Fuel_ID,Date,Base_ID,Region,Vehicle_Type,Fuel_Consumed_Liters,Fuel_Cost_INR
F034731,2026-07-12,B014,Central,Tank,694.01,67824.38
F034732,2026-09-22,B013,South,Transport Vehicle,236.34,21387.46
F034733,2025-02-26,B021,South,Helicopter,636.58,58983.93
F034734,2026-10-02,B014,Central,Transport Vehicle,349.18,33155.16
F034735,2026-06-04,B004,East,Tank,728.82,69364.69
F034736,2026-10-13,B018,East,Generator,170.21,16011.77
F034737,2026-02-19,B013,South,Generator,103.08,9843.3
F034738,2025-06-12,B023,North,Helicopter,503.3,49393.44
F034739,2025-08-11,B026,South,Transport Vehicle,259.1,24110.68
F034740,2026-12-09,B009,South,Helicopter,586.79,53995.1
F034741,2025-02-01,B020,East,Generator,150.97,14234.38
F034742,2025-02-03,B018,East,Helicopter,539.02,51906.69
F034743,2026-12-04,B007,Central,Generator,171.48,16077.08
F034744,2026-12-28,B011,Central,Truck,271.95,25723.65
F034745,2025-10-08,B007,Central,Helicopter,438.63,43284.74
F034746,2026-10-12,B018,East,Generator,158.4,14502.5
F034747,2026-03-05,B006,West,Transport Vehicle,314.86,28785.82
F034748,2026-10-29,B017,East,Truck,380.31,37881.41
F034749,2025-03-31,B003,East,Helicopter,697.48,65406.03
F034750,2025-11-22,B024,East,Jeep,80.05,7393.26
F034751,2025-06-19,B005,East,Generator,148.45,14529.49
F034752,2026-11-19,B007,Central,Transport Vehicle,317.71,30019.17
F034753,2025-04-11,B019,Central,Tank,695.24,67128.67
F034754,2025-02-11,B015,South,Generator,147.54,14055.02
F034755,2026-08-03,B004,East,Transport Vehicle,252.77,23185.49
F034756,2025-02-18,B009,South,Jeep,91.02,8874.14
F034757,2026-09-24,B015,South,Helicopter,659.94,61629.9
F034758,2025-03-02,B023,North,Generator,162.42,14758.67
F034759,2026-01-28,B004,East,Generator,101.07,9503.61
F034760,2025-03-07,B026,South,Helicopter,499.96,49625.62
F034761,2026-01-28,B006,West,Transport Vehicle,273.63,24993.81
F034762,2026-10-16,B013,South,Helicopter,607.56,60006.77
F034763,2026-11-28,B024,East,Jeep,51.2,5090.97
F034764,2025-03-19,B015,South,Jeep,62.27,5975.25
F034765,2025-01-10,B027,West,Tank,608.63,56672.0
F034766,2026-01-05,B018,East,Jeep,47.58,4340.5
F034767,2025-07-27,B029,South,Tank,821.02,80256.55
F034768,2025-01-31,B024,East,Truck,338.34,30943.54
F034769,2025-10-12,B009,South,Helicopter,640.59,60293.27
F034770,2026-12-23,B007,Central,Truck,224.5,20824.6
F034771,2025-12-11,B016,West,Tank,537.1,50908.31
F034772,2026-09-17,B022,Central,Transport Vehicle,333.54,30738.93
F034773,2026-07-31,B002,North,Jeep,104.19,9508.91
F034774,2026-09-14,B026,South,Jeep,79.61,7645.83
F034775,2025-02-05,B028,West,Generator,170.43,16741.97
F034776,2025-05-03,B007,Central,Truck,200.04,19649.65
F034777,2025-03-19,B008,East,Helicopter,514.75,49369.93
F034778,2025-04-06,B002,North,Generator,95.69,9182.97
F034779,2025-12-10,B024,East,Generator,166.35,16291.61
F034780,2026-07-29,B019,Central,Truck,362.63,34401.87
F034781,2025-03-18,B003,East,Helicopter,559.74,50589.43
F034782,2025-01-19,B012,South,Jeep,107.63,9955.84
F034783,2025-01-24,B019,Central,Generator,123.04,11889.79
F034784,2025-11-02,B019,Central,Helicopter,694.76,69048.28
F034785,2026-11-16,B020,East,Helicopter,685.6,66873.36
F034786,2026-12-10,B026,South,Generator,120.86,11462.99
F034787,2026-01-29,B014,Central,Generator,101.46,9463.68
F034788,2026-07-25,B023,North,Helicopter,572.47,54041.13
F034789,2025-06-13,B021,South,Truck,284.84,27952.07
F034790,2026-09-14,B015,South,Transport Vehicle,183.43,16949.82
F034791,2026-07-06,B012,South,Truck,400.96,39577.85
F034792,2026-11-07,B030,East,Generator,112.48,10613.95
F034793,2026-05-12,B011,Central,Generator,165.04,15170.52
F034794,2025-01-03,B025,West,Generator,105.97,9869.09
F034795,2026-12-13,B004,East,Truck,388.98,36837.69
F034796,2025-09-15,B029,South,Helicopter,643.55,58692.47
F034797,2026-03-14,B013,South,Helicopter,552.87,51624.29
F034798,2026-10-06,B025,West,Generator,176.47,16500.14
F034799,2026-06-28,B018,East,Truck,333.42,32368.35
F034800,2025-12-22,B006,West,Tank,653.16,62893.08
F034801,2025-10-30,B006,West,Tank,629.48,57137.48
F034802,2026-10-02,B009,South,Generator,172.38,16016.22
F034803,2026-02-26,B007,Central,Helicopter,463.8,45024.35
F034804,2026-10-24,B027,West,Tank,879.48,84919.36
F034805,2025-02-11,B013,South,Tank,593.71,56149.6
F034806,2025-03-28,B027,West,Jeep,108.44,9963.05
F034807,2025-05-03,B004,East,Generator,103.66,10070.6
F034808,2026-11-14,B024,East,Transport Vehicle,342.05,34005.78
F034809,2026-03-13,B016,West,Tank,616.64,61360.32
F034810,2025-03-26,B022,Central,Truck,298.95,27050.4
F034811,2025-06-15,B016,West,Helicopter,587.22,57150.26
F034812,2026-08-26,B015,South,Truck,260.86,23835.27
F034813,2025-01-30,B010,North,Jeep,49.51,4805.57
F034814,2026-07-23,B027,West,Generator,152.64,14130.21
F034815,2026-06-09,B001,Central,Truck,211.23,19873.39
F034816,2026-12-29,B020,East,Transport Vehicle,329.25,32307.61
F034817,2026-04-29,B001,Central,Truck,372.14,36505.43
F034818,2025-02-14,B006,West,Jeep,95.76,8830.98
F034819,2025-12-04,B020,East,Tank,532.9,52856.3
F034820,2025-12-23,B008,East,Truck,298.2,29617.26
F034821,2026-10-05,B022,Central,Transport Vehicle,189.01,17065.16
F034822,2025-01-22,B006,West,Jeep,110.02,10590.93
F034823,2025-08-29,B019,Central,Helicopter,571.11,56923.32
F034824,2025-04-18,B012,South,Transport Vehicle,288.37,26146.1
F034825,2025-07-03,B021,South,Generator,117.94,11219.82
F034826,2025-09-05,B008,East,Transport Vehicle,322.82,30458.33
F034827,2026-07-13,B025,West,Tank,897.5,82908.25
F034828,2025-07-10,B028,West,Tank,552.15,49695.58
F034829,2025-10-31,B001,Central,Tank,620.7,61682.81
F034830,2026-11-08,B030,East,Transport Vehicle,299.15,27270.76
F034831,2026-05-13,B029,South,Tank,584.21,56178.72
F034832,2026-11-04,B030,East,Helicopter,492.75,48721.62
F034833,2026-09-03,B021,South,Jeep,109.65,10658.4
F034834,2026-11-28,B005,East,Tank,637.88,62664.46
F034835,2025-04-01,B004,East,Truck,222.38,20702.01
F034836,2026-06-16,B024,East,Tank,580.75,52694.04
F034837,2025-11-08,B027,West,Tank,864.08,82742.55
F034838,2026-08-31,B013,South,Truck,310.76,29667.49
F034839,2026-01-08,B018,East,Helicopter,691.61,66660.7
F034840,2025-12-16,B016,West,Truck,333.83,30118.22
F034841,2026-09-16,B002,North,Truck,328.12,32529.51
F034842,2025-03-13,B023,North,Generator,131.9,12578.17
F034843,2025-12-28,B014,Central,Tank,799.6,74387.63
F034844,2026-08-14,B020,East,Truck,307.46,29758.61
F034845,2025-05-22,B027,West,Transport Vehicle,205.97,18662.09
F034846,2026-09-18,B017,East,Jeep,72.51,6926.59
F034847,2025-06-07,B020,East,Jeep,75.05,7124.0
F034848,2025-06-21,B019,Central,Truck,429.36,41677.36
F034849,2026-03-12,B009,South,Truck,406.01,38919.62
F034850,2026-11-26,B025,West,Jeep,47.27,4296.81
F034851,2026-06-09,B021,South,Transport Vehicle,273.18,25609.8
F034852,2026-11-15,B005,East,Jeep,82.04,7502.22
F034853,2025-01-17,B003,East,Helicopter,561.44,52168.25
F034854,2025-10-16,B025,West,Helicopter,415.06,37541.75
F034855,2026-12-24,B028,West,Transport Vehicle,339.52,33600.72
F034856,2026-07-22,B007,Central,Transport Vehicle,253.51,22864.47
F034857,2026-07-30,B005,East,Generator,94.07,8868.66
F034858,2025-12-02,B002,North,Jeep,119.63,10853.91
F034859,2025-07-25,B020,East,Truck,360.73,34731.11
F034860,2025-10-10,B026,South,Helicopter,586.9,57581.32
F034861,2025-07-05,B028,West,Generator,105.63,10381.5
F034862,2025-06-08,B025,West,Tank,897.82,85735.88
F034863,2026-10-12,B022,Central,Truck,200.38,18063.66
F034864,2026-01-11,B013,South,Generator,175.47,16673.5
F034865,2025-03-25,B029,South,Truck,249.4,23914.91
F034866,2025-01-24,B014,Central,Tank,878.1,86985.8
F034867,2025-11-25,B008,East,Tank,691.93,64636.37
F034868,2026-05-31,B024,East,Tank,674.76,67463.53
F034869,2026-09-10,B029,South,Generator,178.89,16921.39
F034870,2025-01-27,B008,East,Generator,174.04,16407.03
F034871,2026-09-15,B001,Central,Generator,126.88,12242.66
F034872,2026-09-16,B018,East,Transport Vehicle,305.54,30116.88
F034873,2025-05-28,B017,East,Jeep,118.77,11261.69
F034874,2025-12-21,B024,East,Transport Vehicle,213.36,20188.11
F034875,2025-10-15,B021,South,Transport Vehicle,210.83,19495.57
F034876,2026-02-07,B023,North,Generator,120.22,11454.71
F034877,2025-07-29,B001,Central,Transport Vehicle,315.89,28540.83
F034878,2026-08-15,B022,Central,Transport Vehicle,193.3,18113.72
F034879,2026-12-01,B018,East,Generator,176.18,17502.47
F034880,2025-09-14,B010,North,Generator,164.01,15135.35
F034881,2026-12-25,B023,North,Truck,324.57,32115.05
F034882,2025-02-01,B012,South,Jeep,90.56,8925.76
F034883,2026-10-21,B021,South,Transport Vehicle,331.36,32917.57
F034884,2026-06-22,B011,Central,Jeep,100.26,9252.23
F034885,2026-12-14,B016,West,Jeep,87.89,8072.59
F034886,2026-04-09,B026,South,Helicopter,549.49,52719.46
F034887,2026-01-12,B012,South,Truck,220.17,20495.25
F034888,2025-09-21,B011,Central,Truck,269.8,26922.12
F034889,2025-06-23,B009,South,Truck,372.01,35739.35
F034890,2025-10-18,B015,South,Truck,300.98,27112.62
F034891,2025-09-16,B011,Central,Generator,80.11,7801.45
F034892,2026-08-08,B022,Central,Transport Vehicle,233.38,21749.21
F034893,2026-08-24,B024,East,Helicopter,550.37,52527.13
F034894,2025-09-22,B021,South,Generator,159.42,14986.18
F034895,2026-03-30,B022,Central,Helicopter,404.73,40185.64
F034896,2026-10-10,B020,East,Jeep,58.57,5446.27
F034897,2026-12-04,B026,South,Tank,503.33,47749.23
F034898,2025-08-10,B009,South,Truck,438.25,43099.98
F034899,2026-01-20,B003,East,Jeep,79.47,7212.17
F034900,2025-02-01,B021,South,Transport Vehicle,245.9,24333.2
F034901,2025-05-21,B029,South,Tank,833.86,81410.89
F034902,2026-04-09,B017,East,Jeep,88.74,8552.33
F034903,2025-08-16,B005,East,Truck,449.04,41139.07
F034904,2025-03-18,B026,South,Generator,85.3,7952.0
F034905,2026-04-29,B030,East,Generator,105.69,10032.64
F034906,2026-10-16,B020,East,Transport Vehicle,315.53,30643.43
F034907,2025-12-18,B030,East,Transport Vehicle,294.99,27499.43
F034908,2025-04-10,B026,South,Truck,206.28,20530.43
F034909,2025-02-22,B006,West,Tank,780.89,71958.49
F034910,2025-12-17,B009,South,Tank,826.62,79740.58
F034911,2026-07-16,B022,Central,Truck,422.71,41879.59
F034912,2026-09-06,B009,South,Jeep,53.97,5060.57
F034913,2025-03-04,B020,East,Tank,837.36,75436.08
F034914,2025-01-24,B014,Central,Jeep,112.74,10879.7
F034915,2026-07-26,B002,North,Transport Vehicle,189.47,17303.48
F034916,2026-05-02,B016,West,Transport Vehicle,287.74,27654.7
F034917,2026-10-07,B030,East,Jeep,86.58,8466.19
F034918,2026-05-15,B008,East,Truck,240.92,22331.96
F034919,2025-03-17,B009,South,Truck,341.95,32630.58
F034920,2026-07-20,B029,South,Transport Vehicle,194.69,19404.48
F034921,2025-01-31,B009,South,Generator,171.16,15728.94
F034922,2026-01-25,B018,East,Truck,420.94,40998.72
F034923,2026-04-21,B021,South,Generator,137.52,12996.6
F034924,2026-03-22,B011,Central,Truck,242.17,23059.0
F034925,2026-01-31,B020,East,Transport Vehicle,201.94,18748.2
F034926,2025-11-02,B004,East,Truck,248.46,23173.86
F034927,2025-03-11,B022,Central,Truck,282.83,28211.59
F034928,2026-12-16,B010,North,Transport Vehicle,195.87,18038.73
F034929,2025-12-12,B003,East,Jeep,54.07,4892.84
F034930,2026-10-04,B021,South,Helicopter,537.8,50549.48
F034931,2026-11-14,B015,South,Jeep,87.26,8320.85
F034932,2026-07-19,B017,East,Truck,300.0,28556.74
F034933,2025-03-22,B026,South,Jeep,91.15,8418.63
F034934,2025-10-05,B015,South,Generator,85.62,8461.92
F034935,2025-12-06,B030,East,Generator,140.47,13368.98
F034936,2025-07-18,B027,West,Jeep,103.05,9786.74
F034937,2025-02-02,B014,Central,Transport Vehicle,270.87,26120.87
F034938,2025-10-12,B017,East,Tank,740.75,68940.15
F034939,2025-05-18,B003,East,Generator,83.51,8278.65
F034940,2025-11-04,B003,East,Truck,425.18,39139.44
F034941,2025-09-24,B020,East,Helicopter,637.47,58237.88
F034942,2025-07-10,B029,South,Truck,404.37,36944.68
F034943,2026-03-26,B015,South,Helicopter,496.12,47093.87
F034944,2025-11-15,B016,West,Helicopter,534.67,50734.97
F034945,2026-04-09,B030,East,Generator,112.21,11070.49
F034946,2025-12-03,B005,East,Truck,217.88,19894.46
F034947,2026-03-02,B022,Central,Generator,152.06,14346.22
F034948,2026-04-13,B022,Central,Generator,112.08,10434.8
F034949,2026-04-19,B016,West,Transport Vehicle,322.87,30236.89
F034950,2026-11-18,B022,Central,Transport Vehicle,258.15,24853.73
F034951,2025-11-20,B018,East,Jeep,81.58,7480.17
F034952,2025-02-21,B016,West,Helicopter,492.16,46287.41
F034953,2026-04-07,B012,South,Jeep,42.81,4030.54
F034954,2026-02-25,B024,East,Truck,398.64,36172.39
F034955,2026-02-14,B009,South,Tank,892.12,87290.11
F034956,2025-01-28,B012,South,Tank,785.24,72733.56
F034957,2026-03-29,B008,East,Generator,139.05,13271.03
F034958,2026-05-04,B028,West,Jeep,96.05,9342.14
F034959,2025-08-21,B004,East,Transport Vehicle,221.59,20464.19
F034960,2026-07-24,B025,West,Helicopter,465.67,45935.09
F034961,2025-06-05,B023,North,Truck,252.92,25181.91
F034962,2026-12-03,B029,South,Tank,696.98,66984.18
F034963,2025-06-24,B001,Central,Tank,710.13,68946.98
F034964,2026-03-18,B028,West,Generator,158.22,15747.32
F034965,2026-05-23,B018,East,Generator,120.72,11985.66
F034966,2025-06-26,B006,West,Transport Vehicle,254.87,25158.82
F034967,2025-07-08,B008,East,Jeep,104.47,10358.04
F034968,2025-07-11,B029,South,Helicopter,694.68,68148.9
F034969,2026-06-11,B026,South,Helicopter,516.72,50490.83
F034970,2025-11-14,B026,South,Tank,832.92,79474.61
F034971,2026-02-04,B003,East,Truck,263.65,24810.79
F034972,2025-03-12,B013,South,Tank,600.65,57048.35
F034973,2025-06-09,B009,South,Jeep,73.62,6926.25
F034974,2025-01-20,B022,Central,Generator,112.67,10412.42
F034975,2026-02-18,B008,East,Truck,271.23,26101.66
F034976,2025-05-13,B028,West,Truck,361.05,34578.35
F034977,2026-09-08,B017,East,Transport Vehicle,264.43,25152.37
F034978,2026-11-21,B014,Central,Truck,246.64,23743.93
F034979,2026-10-28,B013,South,Helicopter,493.98,47045.98
F034980,2025-03-28,B017,East,Generator,139.61,13125.2
F034981,2025-03-04,B021,South,Tank,709.33,70674.31
F034982,2025-09-02,B014,Central,Tank,896.67,87277.24
F034983,2025-05-28,B017,East,Tank,606.67,55651.52
F034984,2025-04-09,B019,Central,Helicopter,588.66,55263.28
F034985,2025-03-22,B019,Central,Truck,278.42,26989.89
F034986,2026-10-29,B021,South,Tank,781.24,76498.56
F034987,2025-04-08,B024,East,Helicopter,501.04,45141.49
F034988,2026-09-01,B029,South,Jeep,106.31,9832.04
F034989,2025-11-12,B029,South,Truck,201.87,19094.54
F034990,2026-08-25,B010,North,Generator,131.82,12616.65
F034991,2026-07-05,B027,West,Tank,896.79,81941.64
F034992,2025-08-19,B028,West,Jeep,45.39,4331.91
F034993,2026-02-19,B020,East,Tank,683.74,68108.06
F034994,2025-10-07,B013,South,Truck,224.17,22282.91
F034995,2026-09-21,B011,Central,Helicopter,630.97,60710.47
F034996,2025-01-03,B005,East,Jeep,46.95,4295.38
F034997,2026-06-01,B002,North,Tank,653.21,63046.8
F034998,2025-01-15,B003,East,Truck,254.58,23943.06
F034999,2026-11-12,B002,North,Truck,317.07,29404.37
F035000,2026-08-16,B006,West,Truck,371.38,34090.2
F035001,2025-07-31,B019,Central,Helicopter,574.86,55493.12
F035002,2025-06-25,B028,West,Helicopter,588.03,55972.29
F035003,2025-11-20,B014,Central,Tank,640.87,59001.18
F035004,2026-08-31,B023,North,Tank,599.67,57686.86
F035005,2025-07-29,B024,East,Jeep,76.01,7210.61
F035006,2026-06-30,B030,East,Tank,539.72,48731.24
F035007,2026-06-13,B005,East,Jeep,64.04,6067.93
F035008,2025-01-04,B008,East,Jeep,64.17,6164.38
F035009,2026-02-24,B006,West,Helicopter,405.87,38486.86
F035010,2026-05-29,B009,South,Jeep,81.07,7737.35
F035011,2025-10-27,B013,South,Generator,115.24,10427.62
F035012,2025-05-26,B002,North,Jeep,92.62,8737.1
F035013,2026-06-13,B009,South,Transport Vehicle,295.43,26789.53
F035014,2026-01-04,B024,East,Truck,259.56,24523.33
F035015,2026-06-02,B024,East,Tank,770.99,73347.35
F035016,2025-08-29,B027,West,Truck,267.61,25512.69
F035017,2025-03-04,B026,South,Transport Vehicle,219.89,21801.13
F035018,2026-01-26,B004,East,Jeep,63.01,6281.24
F035019,2026-11-11,B024,East,Truck,268.49,24165.56
F035020,2025-08-27,B016,West,Transport Vehicle,253.9,23276.0
F035021,2025-06-22,B002,North,Jeep,57.92,5449.27
F035022,2026-11-30,B003,East,Transport Vehicle,308.36,29251.26
F035023,2026-05-03,B025,West,Transport Vehicle,211.56,19686.96
F035024,2026-12-14,B022,Central,Tank,649.78,62211.11
F035025,2026-04-02,B008,East,Transport Vehicle,236.6,23513.6
F035026,2026-11-26,B028,West,Truck,207.83,20400.98
F035027,2025-11-13,B003,East,Helicopter,496.69,45626.01
F035028,2025-05-08,B027,West,Truck,373.95,36280.55
F035029,2026-09-27,B004,East,Tank,671.86,66695.41
F035030,2025-12-08,B002,North,Truck,251.77,23366.21
F035031,2026-11-14,B023,North,Tank,759.35,68478.94
F035032,2026-11-14,B028,West,Helicopter,564.64,55083.72
F035033,2026-11-10,B009,South,Truck,214.56,19682.99
F035034,2026-03-13,B006,West,Jeep,43.79,4115.33
F035035,2025-01-23,B015,South,Truck,336.44,32984.07
F035036,2025-10-02,B027,West,Generator,161.21,16068.99
F035037,2026-10-22,B010,North,Helicopter,569.15,56283.58
F035038,2026-05-29,B001,Central,Jeep,76.06,7502.67
F035039,2025-12-07,B029,South,Tank,844.9,82194.92
F035040,2026-01-27,B001,Central,Tank,604.99,58305.24
F035041,2026-09-21,B030,East,Tank,520.24,50248.76
F035042,2025-09-06,B025,West,Tank,613.5,56814.49
F035043,2025-11-16,B008,East,Jeep,72.34,6770.73
F035044,2025-06-16,B029,South,Transport Vehicle,274.33,24764.31
F035045,2026-06-27,B010,North,Tank,610.08,55202.1
F035046,2026-01-24,B002,North,Tank,889.33,81291.58
F035047,2025-04-16,B009,South,Jeep,95.1,8660.84
F035048,2026-02-12,B027,West,Tank,809.54,74650.63
F035049,2026-08-20,B028,West,Helicopter,418.81,39633.62
F035050,2025-03-29,B012,South,Tank,586.54,57281.39
F035051,2025-12-23,B021,South,Jeep,72.19,6628.74
F035052,2026-05-05,B009,South,Truck,408.56,37868.69
F035053,2026-09-30,B025,West,Jeep,106.85,10559.07
F035054,2026-03-31,B024,East,Generator,129.74,12735.97
F035055,2026-04-05,B019,Central,Transport Vehicle,330.78,30948.24
F035056,2026-11-12,B026,South,Truck,301.7,28085.72
F035057,2026-11-15,B003,East,Generator,178.11,16507.3
F035058,2026-06-29,B030,East,Helicopter,445.96,41441.12
F035059,2026-02-09,B012,South,Transport Vehicle,236.8,22470.56
F035060,2026-12-16,B030,East,Jeep,52.6,5016.88
F035061,2026-09-19,B010,North,Transport Vehicle,210.32,19458.03
F035062,2025-11-24,B004,East,Generator,113.87,10587.45
F035063,2025-01-25,B023,North,Transport Vehicle,254.55,25124.13
F035064,2025-08-14,B018,East,Truck,241.39,23425.34
F035065,2025-11-11,B018,East,Helicopter,604.5,59544.35
F035066,2026-06-28,B003,East,Tank,856.8,85230.33
F035067,2026-06-16,B021,South,Generator,116.92,11568.92
F035068,2025-01-26,B004,East,Generator,98.1,9543.13
F035069,2025-06-29,B015,South,Tank,723.6,65826.14
F035070,2025-07-20,B008,East,Generator,153.53,15043.3
F035071,2026-09-06,B022,Central,Truck,306.54,29817.65
F035072,2025-05-06,B005,East,Tank,883.76,81819.54
F035073,2025-06-16,B023,North,Truck,260.82,26004.76
F035074,2026-05-28,B026,South,Tank,758.89,74664.74
F035075,2026-07-21,B016,West,Generator,83.11,7592.67
F035076,2026-11-16,B008,East,Transport Vehicle,342.78,33537.57
F035077,2025-11-09,B014,Central,Tank,621.63,60536.05
F035078,2026-07-05,B002,North,Transport Vehicle,265.96,23996.27
F035079,2026-11-28,B027,West,Tank,521.68,48433.5
F035080,2025-09-27,B009,South,Transport Vehicle,209.6,19817.93
F035081,2025-10-09,B026,South,Jeep,80.19,7397.45
F035082,2026-04-20,B012,South,Generator,111.59,10213.61
F035083,2025-07-20,B024,East,Truck,257.28,24723.64
F035084,2026-01-27,B023,North,Transport Vehicle,212.61,21108.54
F035085,2026-12-31,B014,Central,Truck,317.57,30485.94
F035086,2026-12-15,B025,West,Helicopter,524.84,52163.07
F035087,2025-09-07,B005,East,Truck,331.06,31079.27
F035088,2025-08-16,B008,East,Generator,146.14,14531.23
F035089,2026-09-05,B029,South,Generator,157.59,14729.53
F035090,2025-05-16,B029,South,Generator,124.89,12120.54
F035091,2025-06-08,B016,West,Generator,105.0,9903.85
F035092,2025-05-16,B016,West,Truck,391.73,37241.82
F035093,2026-09-27,B006,West,Tank,752.74,68924.45
F035094,2025-02-04,B005,East,Helicopter,626.17,62237.67
F035095,2025-03-29,B026,South,Jeep,104.17,9561.5
F035096,2025-08-14,B022,Central,Jeep,84.01,7839.59
F035097,2025-10-09,B019,Central,Tank,540.71,53845.23
F035098,2026-05-23,B010,North,Jeep,106.96,9832.31
F035099,2025-11-26,B024,East,Jeep,79.64,7532.23
F035100,2026-03-31,B013,South,Truck,258.83,24747.68
F035101,2026-05-11,B025,West,Helicopter,572.08,55300.96
F035102,2025-12-21,B011,Central,Transport Vehicle,329.21,29641.2
F035103,2025-10-02,B015,South,Jeep,112.95,10207.64
F035104,2026-09-06,B028,West,Helicopter,645.18,61252.94
F035105,2025-08-14,B025,West,Jeep,104.31,10084.22
F035106,2026-01-16,B020,East,Jeep,44.57,4257.97
F035107,2025-05-31,B018,East,Tank,672.84,61068.79
F035108,2026-11-25,B030,East,Generator,119.62,11305.52
F035109,2026-11-02,B007,Central,Tank,747.16,68385.44
F035110,2026-03-20,B006,West,Generator,155.19,15329.39
F035111,2026-03-09,B030,East,Jeep,90.96,8913.71
F035112,2025-12-20,B010,North,Transport Vehicle,274.0,25460.57
F035113,2026-03-20,B024,East,Transport Vehicle,259.62,23460.53
F035114,2025-05-17,B025,West,Helicopter,646.37,61285.5
F035115,2025-06-10,B018,East,Jeep,92.3,9150.42
F035116,2026-03-07,B006,West,Jeep,61.44,6131.76
F035117,2025-04-01,B024,East,Generator,106.74,10323.19
F035118,2026-05-24,B018,East,Jeep,90.79,8210.54
F035119,2025-09-19,B001,Central,Helicopter,584.55,56532.0
F035120,2026-03-25,B024,East,Jeep,59.15,5687.03
F035121,2026-08-15,B008,East,Truck,332.92,31192.72
F035122,2025-06-07,B002,North,Tank,647.3,60851.11
F035123,2025-09-11,B005,East,Generator,122.94,11140.13
F035124,2026-06-13,B028,West,Jeep,94.73,8611.43
F035125,2026-07-03,B011,Central,Transport Vehicle,183.18,17577.83
F035126,2026-03-29,B005,East,Helicopter,586.69,54869.42
F035127,2026-02-26,B003,East,Generator,93.68,8854.16
F035128,2026-05-13,B024,East,Jeep,92.29,8488.4
F035129,2025-06-19,B021,South,Transport Vehicle,209.39,20237.55
F035130,2026-03-20,B027,West,Tank,712.73,69032.87
F035131,2025-09-23,B028,West,Tank,676.55,63323.1
F035132,2026-02-01,B028,West,Jeep,45.33,4309.59
F035133,2025-09-12,B023,North,Helicopter,612.85,55989.92
F035134,2026-12-26,B024,East,Transport Vehicle,306.34,29958.45
F035135,2025-10-04,B012,South,Truck,204.92,20404.35
F035136,2026-05-14,B015,South,Jeep,68.61,6601.41
F035137,2026-08-03,B014,Central,Tank,511.02,46343.29
F035138,2025-03-18,B004,East,Transport Vehicle,198.44,18405.37
F035139,2025-08-19,B007,Central,Tank,508.47,50691.47
F035140,2026-08-11,B014,Central,Helicopter,401.07,37121.92
F035141,2025-07-14,B030,East,Tank,853.88,79680.64
F035142,2025-08-09,B011,Central,Tank,874.86,86320.44
F035143,2026-05-16,B006,West,Tank,613.74,56230.59
F035144,2025-09-12,B007,Central,Generator,124.96,11267.33
F035145,2026-09-03,B011,Central,Transport Vehicle,187.03,17176.78
F035146,2025-05-03,B015,South,Generator,118.16,11551.69
F035147,2025-08-26,B025,West,Truck,395.25,37217.11
F035148,2026-04-01,B005,East,Helicopter,588.68,55396.31
F035149,2025-01-05,B021,South,Generator,112.46,10217.51
F035150,2025-06-16,B027,West,Transport Vehicle,226.66,21504.78
F035151,2025-08-28,B028,West,Transport Vehicle,242.26,22636.05
F035152,2025-01-04,B015,South,Jeep,113.53,10859.44
F035153,2026-05-27,B026,South,Jeep,72.65,6878.85
F035154,2025-07-03,B022,Central,Helicopter,521.88,51273.9
F035155,2026-10-28,B030,East,Transport Vehicle,260.81,25633.84
F035156,2025-12-22,B005,East,Tank,501.28,47066.35
F035157,2026-05-26,B003,East,Tank,508.47,48998.71
F035158,2026-02-19,B009,South,Transport Vehicle,293.76,27299.96
F035159,2025-10-19,B027,West,Helicopter,552.26,50076.09
F035160,2025-03-02,B002,North,Tank,577.6,54825.14
F035161,2025-07-28,B008,East,Tank,623.29,62069.88
F035162,2025-07-12,B011,Central,Jeep,97.8,8909.78
F035163,2026-06-05,B007,Central,Transport Vehicle,260.7,25243.79
F035164,2026-01-07,B003,East,Truck,422.21,40293.92
F035165,2025-06-30,B024,East,Helicopter,433.26,42924.28
F035166,2025-06-07,B023,North,Jeep,109.07,10288.65
F035167,2026-01-28,B004,East,Transport Vehicle,187.46,18658.81
F035168,2026-02-25,B017,East,Helicopter,435.06,40958.55
F035169,2026-04-21,B011,Central,Truck,440.17,41447.68
F035170,2025-01-20,B006,West,Jeep,56.94,5331.4
F035171,2025-01-24,B025,West,Transport Vehicle,243.54,23501.34
F035172,2025-12-31,B016,West,Tank,848.95,79686.38
F035173,2025-07-26,B014,Central,Jeep,50.85,4619.68
F035174,2025-12-27,B015,South,Transport Vehicle,318.43,31058.95
F035175,2025-05-18,B011,Central,Truck,238.49,22106.05
F035176,2026-12-11,B025,West,Jeep,116.24,11169.37
F035177,2026-04-02,B006,West,Tank,708.46,69931.1
F035178,2025-11-16,B021,South,Transport Vehicle,287.01,27524.13
F035179,2026-10-04,B020,East,Transport Vehicle,237.42,22382.76
F035180,2025-07-22,B022,Central,Tank,870.78,80262.34
F035181,2026-08-26,B029,South,Jeep,89.44,8101.42
F035182,2026-09-14,B024,East,Helicopter,469.94,44992.16
F035183,2026-07-03,B006,West,Tank,862.51,81476.13
F035184,2026-12-01,B011,Central,Helicopter,620.3,60474.92
F035185,2026-03-26,B001,Central,Transport Vehicle,232.55,21899.47
F035186,2025-12-21,B012,South,Truck,414.87,39916.21
F035187,2025-06-22,B010,North,Tank,605.6,56135.65
F035188,2025-03-06,B014,Central,Tank,732.5,69154.62
