Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status
EQ00692,SUP0186,Truck,Truck,DRDO,2006,21,Maintenance
EQ00693,SUP0162,Tank,Tank,BEL,2008,29,Operational
EQ00694,SUP0179,Tank,Tank,Ashok Leyland Defence,2024,11,Operational
EQ00695,SUP0007,Radar,Radar,Tata Advanced Systems,2018,19,Operational
EQ00696,SUP0130,Truck,Truck,L&T Defence,2022,24,Operational
EQ00697,SUP0193,Generator,Generator,Tata Advanced Systems,2008,25,Operational
EQ00698,SUP0031,Tank,Tank,BEL,2008,10,Operational
EQ00699,SUP0115,Generator,Generator,L&T Defence,2020,28,Operational
EQ00700,SUP0272,Tank,Tank,BEL,2015,22,Operational
EQ00701,SUP0205,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,20,Maintenance
EQ00702,SUP0158,Generator,Generator,L&T Defence,2006,25,Out of Service
EQ00703,SUP0258,Generator,Generator,L&T Defence,2024,29,Operational
EQ00704,SUP0181,Radar,Radar,Tata Advanced Systems,2015,30,Maintenance
EQ00705,SUP0292,Truck,Truck,HAL,2016,20,Operational
EQ00706,SUP0079,Communication System,Communication System,Mahindra Defence,2020,16,Maintenance
EQ00707,SUP0039,Truck,Truck,Tata Advanced Systems,2012,27,Operational
EQ00708,SUP0098,Truck,Truck,Bharat Dynamics,2024,11,Operational
EQ00709,SUP0269,Armored Vehicle,Armored Vehicle,Mahindra Defence,2025,26,Maintenance
EQ00710,SUP0115,Truck,Truck,Bharat Dynamics,2017,19,Maintenance
EQ00711,SUP0079,Generator,Generator,L&T Defence,2007,19,Out of Service
EQ00712,SUP0091,Communication System,Communication System,Mahindra Defence,2020,30,Maintenance
EQ00713,SUP0080,Radar,Radar,Mahindra Defence,2014,21,Operational
EQ00714,SUP0284,Missile Launcher,Missile Launcher,HAL,2007,16,Operational
EQ00715,SUP0019,Radar,Radar,Bharat Dynamics,2012,27,Operational
EQ00716,SUP0093,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2010,20,Operational
EQ00717,SUP0126,Drone,Drone,Ashok Leyland Defence,2020,18,Operational
EQ00718,SUP0079,Drone,Drone,L&T Defence,2014,24,Operational
EQ00719,SUP0076,Radar,Radar,DRDO,2022,27,Operational
EQ00720,SUP0087,Truck,Truck,Ashok Leyland Defence,2007,26,Operational
EQ00721,SUP0222,Truck,Truck,BEL,2007,10,Maintenance
EQ00722,SUP0182,Missile Launcher,Missile Launcher,Bharat Dynamics,2015,27,Operational
EQ00723,SUP0109,Tank,Tank,Ashok Leyland Defence,2005,21,Operational
EQ00724,SUP0044,Communication System,Communication System,Bharat Dynamics,2017,15,Operational
EQ00725,SUP0145,Generator,Generator,HAL,2014,21,Operational
EQ00726,SUP0074,Armored Vehicle,Armored Vehicle,L&T Defence,2014,25,Operational
EQ00727,SUP0192,Armored Vehicle,Armored Vehicle,Mahindra Defence,2023,10,Operational
EQ00728,SUP0271,Truck,Truck,BEL,2016,24,Operational
EQ00729,SUP0246,Radar,Radar,Bharat Dynamics,2007,24,Maintenance
EQ00730,SUP0261,Communication System,Communication System,Bharat Dynamics,2024,11,Operational
EQ00731,SUP0149,Radar,Radar,Ashok Leyland Defence,2012,10,Operational
EQ00732,SUP0065,Tank,Tank,BEL,2023,19,Operational
EQ00733,SUP0287,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2021,19,Operational
EQ00734,SUP0030,Missile Launcher,Missile Launcher,L&T Defence,2016,19,Operational
EQ00735,SUP0261,Truck,Truck,DRDO,2014,28,Operational
EQ00736,SUP0094,Radar,Radar,HAL,2021,13,Operational
EQ00737,SUP0216,Drone,Drone,Ashok Leyland Defence,2011,25,Maintenance
EQ00738,SUP0048,Missile Launcher,Missile Launcher,Mahindra Defence,2022,10,Operational
EQ00739,SUP0132,Missile Launcher,Missile Launcher,DRDO,2020,27,Operational
EQ00740,SUP0254,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2013,22,Operational
EQ00741,SUP0139,Radar,Radar,Mahindra Defence,2007,25,Operational
EQ00742,SUP0099,Communication System,Communication System,HAL,2010,30,Operational
EQ00743,SUP0123,Drone,Drone,Bharat Dynamics,2006,15,Operational
EQ00744,SUP0140,Tank,Tank,DRDO,2016,22,Operational
EQ00745,SUP0264,Drone,Drone,Ashok Leyland Defence,2025,23,Operational
EQ00746,SUP0090,Missile Launcher,Missile Launcher,Bharat Dynamics,2013,14,Operational
EQ00747,SUP0060,Radar,Radar,Mahindra Defence,2016,23,Operational
EQ00748,SUP0262,Tank,Tank,L&T Defence,2008,24,Operational
EQ00749,SUP0150,Communication System,Communication System,DRDO,2011,10,Operational
EQ00750,SUP0229,Communication System,Communication System,L&T Defence,2015,19,Operational
EQ00751,SUP0300,Armored Vehicle,Armored Vehicle,DRDO,2014,22,Operational
EQ00752,SUP0067,Communication System,Communication System,Mahindra Defence,2009,10,Maintenance
EQ00753,SUP0176,Drone,Drone,Bharat Dynamics,2014,12,Operational
EQ00754,SUP0199,Communication System,Communication System,Tata Advanced Systems,2005,20,Maintenance
EQ00755,SUP0179,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2013,18,Operational
EQ00756,SUP0058,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2017,29,Operational
EQ00757,SUP0004,Missile Launcher,Missile Launcher,DRDO,2020,18,Operational
EQ00758,SUP0237,Radar,Radar,Bharat Dynamics,2019,21,Operational
EQ00759,SUP0292,Radar,Radar,Tata Advanced Systems,2012,13,Maintenance
EQ00760,SUP0063,Tank,Tank,BEL,2011,25,Operational
EQ00761,SUP0218,Truck,Truck,BEL,2009,22,Operational
EQ00762,SUP0095,Radar,Radar,HAL,2019,12,Operational
EQ00763,SUP0219,Truck,Truck,Tata Advanced Systems,2007,10,Operational
EQ00764,SUP0225,Communication System,Communication System,HAL,2019,30,Operational
EQ00765,SUP0258,Radar,Radar,L&T Defence,2020,15,Operational
EQ00766,SUP0109,Truck,Truck,Ashok Leyland Defence,2023,22,Operational
EQ00767,SUP0293,Communication System,Communication System,HAL,2022,15,Out of Service
EQ00768,SUP0056,Drone,Drone,BEL,2024,29,Maintenance
EQ00769,SUP0175,Generator,Generator,HAL,2017,27,Operational
EQ00770,SUP0070,Tank,Tank,DRDO,2018,28,Maintenance
EQ00771,SUP0114,Communication System,Communication System,Tata Advanced Systems,2020,22,Operational
EQ00772,SUP0006,Truck,Truck,L&T Defence,2010,10,Out of Service
EQ00773,SUP0186,Armored Vehicle,Armored Vehicle,HAL,2019,25,Operational
EQ00774,SUP0040,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,22,Operational
EQ00775,SUP0213,Drone,Drone,Tata Advanced Systems,2016,29,Operational
EQ00776,SUP0112,Generator,Generator,Bharat Dynamics,2007,22,Out of Service
EQ00777,SUP0049,Missile Launcher,Missile Launcher,L&T Defence,2022,29,Operational
EQ00778,SUP0173,Drone,Drone,Bharat Dynamics,2015,11,Operational
EQ00779,SUP0248,Truck,Truck,BEL,2017,30,Operational
EQ00780,SUP0265,Radar,Radar,L&T Defence,2008,27,Operational
EQ00781,SUP0120,Missile Launcher,Missile Launcher,L&T Defence,2009,19,Maintenance
EQ00782,SUP0028,Drone,Drone,DRDO,2008,15,Operational
EQ00783,SUP0168,Truck,Truck,Bharat Dynamics,2010,13,Maintenance
EQ00784,SUP0100,Tank,Tank,BEL,2013,16,Operational
EQ00785,SUP0216,Tank,Tank,BEL,2017,15,Operational
EQ00786,SUP0058,Tank,Tank,BEL,2011,27,Operational
EQ00787,SUP0229,Generator,Generator,HAL,2024,13,Out of Service
EQ00788,SUP0246,Radar,Radar,L&T Defence,2023,15,Operational
EQ00789,SUP0196,Communication System,Communication System,L&T Defence,2009,19,Maintenance
EQ00790,SUP0220,Drone,Drone,Tata Advanced Systems,2011,16,Operational
EQ00791,SUP0135,Drone,Drone,HAL,2019,15,Operational
EQ00792,SUP0208,Tank,Tank,DRDO,2021,29,Operational
EQ00793,SUP0039,Armored Vehicle,Armored Vehicle,Mahindra Defence,2024,21,Maintenance
EQ00794,SUP0158,Radar,Radar,Tata Advanced Systems,2011,15,Operational
EQ00795,SUP0270,Communication System,Communication System,Tata Advanced Systems,2012,22,Operational
EQ00796,SUP0086,Missile Launcher,Missile Launcher,Bharat Dynamics,2020,12,Operational
EQ00797,SUP0222,Drone,Drone,Mahindra Defence,2022,21,Operational
EQ00798,SUP0116,Radar,Radar,L&T Defence,2013,23,Operational
EQ00799,SUP0115,Armored Vehicle,Armored Vehicle,DRDO,2009,30,Maintenance
EQ00800,SUP0215,Missile Launcher,Missile Launcher,L&T Defence,2020,28,Operational
EQ00801,SUP0122,Missile Launcher,Missile Launcher,Tata Advanced Systems,2016,21,Operational
EQ00802,SUP0129,Armored Vehicle,Armored Vehicle,L&T Defence,2024,24,Operational
EQ00803,SUP0098,Missile Launcher,Missile Launcher,DRDO,2025,10,Operational
EQ00804,SUP0091,Tank,Tank,L&T Defence,2014,18,Operational
EQ00805,SUP0213,Tank,Tank,Mahindra Defence,2007,12,Out of Service
EQ00806,SUP0019,Drone,Drone,HAL,2013,16,Operational
EQ00807,SUP0276,Missile Launcher,Missile Launcher,Mahindra Defence,2015,25,Operational
EQ00808,SUP0116,Drone,Drone,DRDO,2024,16,Operational
EQ00809,SUP0300,Radar,Radar,L&T Defence,2005,28,Maintenance
EQ00810,SUP0182,Tank,Tank,Tata Advanced Systems,2017,21,Operational
EQ00811,SUP0102,Armored Vehicle,Armored Vehicle,DRDO,2017,15,Operational
EQ00812,SUP0193,Radar,Radar,HAL,2019,13,Operational
EQ00813,SUP0098,Generator,Generator,L&T Defence,2021,24,Out of Service
EQ00814,SUP0175,Generator,Generator,L&T Defence,2019,11,Operational
EQ00815,SUP0292,Drone,Drone,Bharat Dynamics,2011,16,Operational
EQ00816,SUP0267,Missile Launcher,Missile Launcher,DRDO,2018,23,Operational
EQ00817,SUP0211,Generator,Generator,DRDO,2024,25,Operational
EQ00818,SUP0111,Generator,Generator,Ashok Leyland Defence,2020,20,Out of Service
EQ00819,SUP0134,Tank,Tank,Bharat Dynamics,2025,17,Operational
EQ00820,SUP0106,Radar,Radar,L&T Defence,2007,10,Operational
EQ00821,SUP0236,Drone,Drone,HAL,2021,29,Maintenance
EQ00822,SUP0214,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2009,23,Maintenance
EQ00823,SUP0055,Tank,Tank,DRDO,2018,16,Out of Service
EQ00824,SUP0213,Drone,Drone,BEL,2024,22,Operational
EQ00825,SUP0202,Drone,Drone,BEL,2016,29,Out of Service
EQ00826,SUP0192,Radar,Radar,Ashok Leyland Defence,2020,25,Operational
EQ00827,SUP0055,Missile Launcher,Missile Launcher,HAL,2025,13,Operational
EQ00828,SUP0079,Radar,Radar,Bharat Dynamics,2005,19,Operational
EQ00829,SUP0229,Truck,Truck,HAL,2023,24,Operational
EQ00830,SUP0084,Truck,Truck,Tata Advanced Systems,2016,10,Operational
EQ00831,SUP0129,Truck,Truck,Ashok Leyland Defence,2008,14,Operational
EQ00832,SUP0157,Truck,Truck,Tata Advanced Systems,2017,12,Operational
EQ00833,SUP0262,Missile Launcher,Missile Launcher,L&T Defence,2008,26,Operational
EQ00834,SUP0021,Tank,Tank,DRDO,2006,20,Operational
EQ00835,SUP0035,Armored Vehicle,Armored Vehicle,BEL,2022,19,Operational
EQ00836,SUP0271,Tank,Tank,Tata Advanced Systems,2020,14,Operational
EQ00837,SUP0163,Communication System,Communication System,Ashok Leyland Defence,2005,28,Operational
EQ00838,SUP0137,Armored Vehicle,Armored Vehicle,DRDO,2017,13,Operational
EQ00839,SUP0097,Tank,Tank,BEL,2017,20,Operational
EQ00840,SUP0220,Drone,Drone,L&T Defence,2024,25,Operational
EQ00841,SUP0074,Tank,Tank,L&T Defence,2006,23,Operational
EQ00842,SUP0144,Truck,Truck,DRDO,2011,15,Operational
EQ00843,SUP0112,Radar,Radar,BEL,2014,14,Operational
EQ00844,SUP0234,Missile Launcher,Missile Launcher,L&T Defence,2010,23,Operational
EQ00845,SUP0115,Radar,Radar,HAL,2007,25,Operational
EQ00846,SUP0166,Tank,Tank,DRDO,2016,13,Out of Service
EQ00847,SUP0222,Tank,Tank,L&T Defence,2005,18,Operational
EQ00848,SUP0126,Armored Vehicle,Armored Vehicle,L&T Defence,2022,17,Maintenance
EQ00849,SUP0090,Tank,Tank,Tata Advanced Systems,2015,24,Operational
EQ00850,SUP0086,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2013,21,Operational
EQ00851,SUP0095,Tank,Tank,HAL,2014,20,Operational
EQ00852,SUP0218,Drone,Drone,Tata Advanced Systems,2022,13,Maintenance
EQ00853,SUP0015,Communication System,Communication System,HAL,2019,18,Operational
EQ00854,SUP0127,Communication System,Communication System,HAL,2025,21,Operational
EQ00855,SUP0086,Tank,Tank,Ashok Leyland Defence,2012,29,Operational
EQ00856,SUP0236,Tank,Tank,Tata Advanced Systems,2022,28,Operational
EQ00857,SUP0166,Radar,Radar,Ashok Leyland Defence,2016,10,Operational
EQ00858,SUP0056,Tank,Tank,BEL,2024,27,Operational
EQ00859,SUP0058,Generator,Generator,Tata Advanced Systems,2020,22,Operational
EQ00860,SUP0055,Armored Vehicle,Armored Vehicle,BEL,2009,17,Operational
EQ00861,SUP0003,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2013,21,Operational
EQ00862,SUP0262,Drone,Drone,Tata Advanced Systems,2015,23,Operational
EQ00863,SUP0066,Tank,Tank,BEL,2007,24,Operational
EQ00864,SUP0199,Truck,Truck,HAL,2008,28,Operational
EQ00865,SUP0183,Missile Launcher,Missile Launcher,Bharat Dynamics,2007,12,Operational
EQ00866,SUP0179,Radar,Radar,HAL,2007,22,Operational
EQ00867,SUP0033,Armored Vehicle,Armored Vehicle,L&T Defence,2013,19,Operational
EQ00868,SUP0035,Communication System,Communication System,Ashok Leyland Defence,2018,18,Operational
EQ00869,SUP0148,Missile Launcher,Missile Launcher,DRDO,2013,18,Operational
EQ00870,SUP0274,Truck,Truck,L&T Defence,2021,13,Operational
EQ00871,SUP0196,Truck,Truck,Tata Advanced Systems,2024,10,Out of Service
EQ00872,SUP0150,Generator,Generator,HAL,2015,15,Operational
EQ00873,SUP0063,Communication System,Communication System,Tata Advanced Systems,2023,29,Operational
EQ00874,SUP0122,Radar,Radar,Ashok Leyland Defence,2017,13,Operational
EQ00875,SUP0236,Truck,Truck,Mahindra Defence,2006,25,Operational
EQ00876,SUP0201,Generator,Generator,Mahindra Defence,2007,28,Maintenance
EQ00877,SUP0119,Radar,Radar,Bharat Dynamics,2017,18,Operational
EQ00878,SUP0211,Communication System,Communication System,L&T Defence,2008,11,Maintenance
EQ00879,SUP0062,Armored Vehicle,Armored Vehicle,HAL,2016,12,Operational
EQ00880,SUP0145,Tank,Tank,Mahindra Defence,2012,26,Maintenance
EQ00881,SUP0252,Communication System,Communication System,Tata Advanced Systems,2023,15,Operational
EQ00882,SUP0141,Drone,Drone,Bharat Dynamics,2006,16,Operational
EQ00883,SUP0090,Missile Launcher,Missile Launcher,Tata Advanced Systems,2012,29,Operational
EQ00884,SUP0165,Communication System,Communication System,L&T Defence,2018,28,Operational
EQ00885,SUP0083,Radar,Radar,Mahindra Defence,2015,21,Operational
EQ00886,SUP0279,Generator,Generator,Mahindra Defence,2018,15,Operational
EQ00887,SUP0228,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2016,26,Operational
EQ00888,SUP0098,Missile Launcher,Missile Launcher,Mahindra Defence,2017,21,Operational
EQ00889,SUP0047,Communication System,Communication System,BEL,2011,18,Operational
EQ00890,SUP0150,Tank,Tank,DRDO,2005,30,Operational
EQ00891,SUP0189,Tank,Tank,Tata Advanced Systems,2017,11,Operational
EQ00892,SUP0127,Generator,Generator,DRDO,2007,14,Out of Service
EQ00893,SUP0289,Communication System,Communication System,Tata Advanced Systems,2022,13,Operational
EQ00894,SUP0269,Drone,Drone,BEL,2024,25,Operational
EQ00895,SUP0197,Truck,Truck,BEL,2014,13,Maintenance
EQ00896,SUP0086,Generator,Generator,Ashok Leyland Defence,2022,29,Operational
EQ00897,SUP0020,Missile Launcher,Missile Launcher,Bharat Dynamics,2009,11,Maintenance
EQ00898,SUP0077,Drone,Drone,DRDO,2011,25,Operational
EQ00899,SUP0073,Drone,Drone,HAL,2021,17,Out of Service
EQ00900,SUP0155,Tank,Tank,L&T Defence,2021,28,Operational
EQ00901,SUP0048,Truck,Truck,Mahindra Defence,2024,20,Out of Service
EQ00902,SUP0064,Missile Launcher,Missile Launcher,Tata Advanced Systems,2016,10,Operational
EQ00903,SUP0217,Tank,Tank,L&T Defence,2005,16,Maintenance
EQ00904,SUP0280,Tank,Tank,L&T Defence,2011,22,Maintenance
EQ00905,SUP0005,Drone,Drone,Bharat Dynamics,2005,19,Operational
EQ00906,SUP0012,Drone,Drone,Ashok Leyland Defence,2008,24,Operational
EQ00907,SUP0248,Tank,Tank,Bharat Dynamics,2016,11,Operational
EQ00908,SUP0065,Drone,Drone,L&T Defence,2011,25,Operational
EQ00909,SUP0029,Drone,Drone,BEL,2022,25,Operational
EQ00910,SUP0275,Communication System,Communication System,DRDO,2016,25,Operational
EQ00911,SUP0251,Drone,Drone,Ashok Leyland Defence,2011,29,Operational
EQ00912,SUP0222,Communication System,Communication System,L&T Defence,2020,28,Operational
EQ00913,SUP0260,Truck,Truck,HAL,2007,17,Maintenance
EQ00914,SUP0201,Truck,Truck,BEL,2009,23,Operational
EQ00915,SUP0232,Tank,Tank,HAL,2019,27,Operational
EQ00916,SUP0298,Generator,Generator,L&T Defence,2018,21,Operational
EQ00917,SUP0250,Generator,Generator,Ashok Leyland Defence,2018,11,Operational
EQ00918,SUP0034,Communication System,Communication System,BEL,2017,12,Operational
EQ00919,SUP0247,Tank,Tank,DRDO,2024,29,Operational
EQ00920,SUP0260,Drone,Drone,DRDO,2015,20,Operational
EQ00921,SUP0022,Tank,Tank,Ashok Leyland Defence,2022,24,Operational
EQ00922,SUP0193,Communication System,Communication System,BEL,2022,10,Operational
EQ00923,SUP0104,Generator,Generator,DRDO,2013,16,Out of Service
EQ00924,SUP0203,Drone,Drone,Mahindra Defence,2025,27,Operational
EQ00925,SUP0178,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2010,23,Maintenance
EQ00926,SUP0187,Radar,Radar,HAL,2007,10,Operational
EQ00927,SUP0091,Generator,Generator,Tata Advanced Systems,2005,14,Operational
EQ00928,SUP0013,Communication System,Communication System,Bharat Dynamics,2009,28,Operational
EQ00929,SUP0162,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2013,12,Out of Service
EQ00930,SUP0268,Communication System,Communication System,Bharat Dynamics,2025,10,Operational
EQ00931,SUP0100,Generator,Generator,Mahindra Defence,2019,26,Operational
EQ00932,SUP0053,Tank,Tank,HAL,2009,11,Out of Service
EQ00933,SUP0062,Missile Launcher,Missile Launcher,L&T Defence,2022,11,Operational
EQ00934,SUP0265,Truck,Truck,L&T Defence,2019,12,Operational
EQ00935,SUP0103,Truck,Truck,Tata Advanced Systems,2022,11,Operational
EQ00936,SUP0062,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2023,12,Operational
EQ00937,SUP0146,Truck,Truck,Tata Advanced Systems,2025,17,Operational
EQ00938,SUP0162,Radar,Radar,HAL,2013,20,Maintenance
EQ00939,SUP0176,Truck,Truck,Tata Advanced Systems,2015,12,Operational
EQ00940,SUP0278,Communication System,Communication System,DRDO,2022,14,Out of Service
EQ00941,SUP0129,Missile Launcher,Missile Launcher,L&T Defence,2014,25,Operational
EQ00942,SUP0146,Truck,Truck,L&T Defence,2011,14,Operational
EQ00943,SUP0160,Radar,Radar,HAL,2020,16,Operational
EQ00944,SUP0286,Tank,Tank,Mahindra Defence,2010,23,Operational
EQ00945,SUP0165,Missile Launcher,Missile Launcher,Mahindra Defence,2022,24,Maintenance
EQ00946,SUP0154,Missile Launcher,Missile Launcher,Tata Advanced Systems,2012,21,Maintenance
EQ00947,SUP0049,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2006,23,Operational
EQ00948,SUP0070,Radar,Radar,BEL,2006,14,Out of Service
EQ00949,SUP0224,Radar,Radar,Tata Advanced Systems,2020,15,Operational
EQ00950,SUP0014,Drone,Drone,Mahindra Defence,2025,16,Operational
EQ00951,SUP0287,Truck,Truck,Ashok Leyland Defence,2017,25,Out of Service
EQ00952,SUP0029,Radar,Radar,Mahindra Defence,2014,29,Operational
EQ00953,SUP0016,Truck,Truck,Bharat Dynamics,2022,20,Operational
EQ00954,SUP0119,Generator,Generator,HAL,2022,19,Operational
EQ00955,SUP0180,Communication System,Communication System,Tata Advanced Systems,2014,28,Operational
EQ00956,SUP0060,Missile Launcher,Missile Launcher,Mahindra Defence,2011,14,Maintenance
EQ00957,SUP0069,Truck,Truck,BEL,2021,30,Operational
EQ00958,SUP0238,Generator,Generator,Ashok Leyland Defence,2009,12,Operational
EQ00959,SUP0120,Drone,Drone,BEL,2008,23,Maintenance
EQ00960,SUP0197,Communication System,Communication System,Ashok Leyland Defence,2025,24,Operational
EQ00961,SUP0081,Radar,Radar,HAL,2015,20,Operational
EQ00962,SUP0147,Communication System,Communication System,Tata Advanced Systems,2020,10,Operational
EQ00963,SUP0272,Armored Vehicle,Armored Vehicle,HAL,2021,19,Maintenance
EQ00964,SUP0128,Missile Launcher,Missile Launcher,Tata Advanced Systems,2021,23,Operational
EQ00965,SUP0111,Armored Vehicle,Armored Vehicle,L&T Defence,2022,27,Operational
EQ00966,SUP0033,Tank,Tank,BEL,2021,25,Operational
EQ00967,SUP0193,Communication System,Communication System,Ashok Leyland Defence,2024,22,Operational
EQ00968,SUP0063,Drone,Drone,BEL,2014,25,Operational
EQ00969,SUP0191,Tank,Tank,DRDO,2010,25,Operational
EQ00970,SUP0099,Communication System,Communication System,Bharat Dynamics,2006,25,Maintenance
EQ00971,SUP0286,Drone,Drone,L&T Defence,2005,19,Maintenance
EQ00972,SUP0165,Tank,Tank,DRDO,2009,29,Operational
EQ00973,SUP0232,Missile Launcher,Missile Launcher,L&T Defence,2018,30,Operational
EQ00974,SUP0111,Tank,Tank,Tata Advanced Systems,2016,21,Operational
EQ00975,SUP0015,Drone,Drone,Mahindra Defence,2015,29,Operational
EQ00976,SUP0200,Generator,Generator,L&T Defence,2023,15,Operational
EQ00977,SUP0018,Drone,Drone,DRDO,2019,20,Operational
EQ00978,SUP0164,Drone,Drone,L&T Defence,2010,25,Operational
EQ00979,SUP0179,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2009,12,Maintenance
EQ00980,SUP0094,Missile Launcher,Missile Launcher,BEL,2019,19,Operational
EQ00981,SUP0164,Drone,Drone,HAL,2019,28,Operational
EQ00982,SUP0011,Tank,Tank,L&T Defence,2025,22,Operational
EQ00983,SUP0117,Truck,Truck,Bharat Dynamics,2024,13,Operational
EQ00984,SUP0234,Communication System,Communication System,HAL,2008,25,Maintenance
EQ00985,SUP0025,Generator,Generator,Bharat Dynamics,2008,30,Operational
EQ00986,SUP0058,Missile Launcher,Missile Launcher,HAL,2020,18,Operational
EQ00987,SUP0156,Missile Launcher,Missile Launcher,Mahindra Defence,2019,19,Operational
EQ00988,SUP0253,Missile Launcher,Missile Launcher,Mahindra Defence,2005,20,Maintenance
EQ00989,SUP0077,Truck,Truck,DRDO,2006,28,Operational
EQ00990,SUP0129,Radar,Radar,L&T Defence,2014,19,Operational
EQ00991,SUP0181,Truck,Truck,L&T Defence,2015,18,Operational
EQ00992,SUP0190,Communication System,Communication System,Mahindra Defence,2007,10,Maintenance
EQ00993,SUP0233,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2015,30,Maintenance
EQ00994,SUP0257,Armored Vehicle,Armored Vehicle,Mahindra Defence,2022,24,Operational
EQ00995,SUP0277,Tank,Tank,L&T Defence,2006,10,Operational
EQ00996,SUP0279,Communication System,Communication System,Ashok Leyland Defence,2019,28,Operational
EQ00997,SUP0147,Communication System,Communication System,DRDO,2015,29,Operational
EQ00998,SUP0291,Armored Vehicle,Armored Vehicle,Mahindra Defence,2018,30,Operational
EQ00999,SUP0268,Armored Vehicle,Armored Vehicle,HAL,2021,18,Operational
EQ01000,SUP0205,Radar,Radar,Bharat Dynamics,2024,21,Operational
EQ01001,SUP0037,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2018,15,Operational
EQ01002,SUP0269,Generator,Generator,DRDO,2014,11,Operational
EQ01003,SUP0126,Armored Vehicle,Armored Vehicle,DRDO,2017,11,Operational
EQ01004,SUP0025,Communication System,Communication System,DRDO,2018,24,Maintenance
EQ01005,SUP0050,Communication System,Communication System,Bharat Dynamics,2022,14,Maintenance
EQ01006,SUP0097,Missile Launcher,Missile Launcher,Tata Advanced Systems,2009,26,Maintenance
EQ01007,SUP0299,Armored Vehicle,Armored Vehicle,BEL,2006,23,Operational
EQ01008,SUP0047,Drone,Drone,BEL,2024,13,Maintenance
EQ01009,SUP0159,Radar,Radar,L&T Defence,2021,29,Operational
EQ01010,SUP0132,Tank,Tank,Mahindra Defence,2020,24,Operational
EQ01011,SUP0182,Tank,Tank,Tata Advanced Systems,2007,18,Operational
EQ01012,SUP0134,Drone,Drone,BEL,2025,13,Operational
EQ01013,SUP0257,Tank,Tank,BEL,2007,27,Operational
EQ01014,SUP0011,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2023,19,Maintenance
EQ01015,SUP0059,Drone,Drone,Ashok Leyland Defence,2014,30,Operational
EQ01016,SUP0294,Generator,Generator,L&T Defence,2013,23,Operational
EQ01017,SUP0240,Radar,Radar,DRDO,2024,17,Maintenance
EQ01018,SUP0225,Tank,Tank,Mahindra Defence,2025,26,Operational
EQ01019,SUP0279,Missile Launcher,Missile Launcher,HAL,2020,11,Operational
EQ01020,SUP0033,Truck,Truck,Tata Advanced Systems,2011,16,Maintenance
EQ01021,SUP0069,Armored Vehicle,Armored Vehicle,HAL,2021,30,Operational
EQ01022,SUP0204,Missile Launcher,Missile Launcher,BEL,2006,30,Operational
EQ01023,SUP0227,Tank,Tank,DRDO,2009,11,Operational
EQ01024,SUP0248,Armored Vehicle,Armored Vehicle,BEL,2023,24,Operational
EQ01025,SUP0120,Missile Launcher,Missile Launcher,Bharat Dynamics,2008,28,Operational
EQ01026,SUP0062,Missile Launcher,Missile Launcher,Bharat Dynamics,2006,13,Out of Service
EQ01027,SUP0016,Truck,Truck,Bharat Dynamics,2013,28,Operational
EQ01028,SUP0282,Radar,Radar,Bharat Dynamics,2023,27,Operational
EQ01029,SUP0044,Drone,Drone,Ashok Leyland Defence,2025,13,Operational
EQ01030,SUP0192,Generator,Generator,Mahindra Defence,2018,11,Maintenance
EQ01031,SUP0175,Missile Launcher,Missile Launcher,Tata Advanced Systems,2011,23,Operational
EQ01032,SUP0013,Generator,Generator,DRDO,2016,26,Operational
EQ01033,SUP0276,Communication System,Communication System,BEL,2021,20,Operational
EQ01034,SUP0080,Truck,Truck,Bharat Dynamics,2023,15,Operational
EQ01035,SUP0175,Armored Vehicle,Armored Vehicle,BEL,2019,10,Operational
EQ01036,SUP0240,Missile Launcher,Missile Launcher,Mahindra Defence,2023,26,Operational
EQ01037,SUP0020,Drone,Drone,Bharat Dynamics,2023,24,Operational
EQ01038,SUP0283,Radar,Radar,L&T Defence,2008,10,Operational
EQ01039,SUP0018,Communication System,Communication System,BEL,2021,20,Operational
EQ01040,SUP0262,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2006,24,Out of Service
EQ01041,SUP0116,Missile Launcher,Missile Launcher,DRDO,2020,29,Operational
EQ01042,SUP0076,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2007,11,Maintenance
