Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status
MIS004634,2026-09-09,B007,Central,Border Patrol,High,Fog,31,255,3880694.75,Completed
MIS004635,2026-06-20,B006,West,Surveillance,High,Clear,8,367,1626323.11,Completed
MIS004636,2026-02-12,B011,Central,Disaster Relief,Critical,Rain,61,376,4146193.44,Completed
MIS004637,2025-01-23,B021,South,Training Exercise,Medium,Fog,43,329,3548859.11,Completed
MIS004638,2025-10-12,B023,North,Supply Delivery,Medium,Fog,37,364,4055190.96,Completed
MIS004639,2026-01-20,B023,North,Border Patrol,High,Fog,23,349,1431097.53,Completed
MIS004640,2026-03-22,B014,Central,Medical Support,Medium,Rain,9,370,3922749.41,Completed
MIS004641,2026-06-03,B021,South,Border Patrol,Low,Rain,31,263,1271968.11,Completed
MIS004642,2026-10-18,B005,East,Training Exercise,High,Storm,55,37,2961866.99,Completed
MIS004643,2025-12-12,B023,North,Supply Delivery,Medium,Fog,62,334,1964321.27,Completed
MIS004644,2025-07-12,B012,South,Medical Support,Medium,Storm,4,144,3426317.15,Completed
MIS004645,2025-08-19,B006,West,Reconnaissance,Low,Fog,18,71,4096515.89,Completed
MIS004646,2025-08-28,B026,South,Reconnaissance,High,Snow,35,311,1107972.0,Completed
MIS004647,2026-04-08,B028,West,Reconnaissance,Medium,Storm,64,58,1820604.78,Delayed
MIS004648,2025-01-22,B005,East,Border Patrol,High,Clear,38,152,2700475.28,Completed
MIS004649,2026-03-31,B014,Central,Surveillance,Low,Rain,15,148,1258754.73,Completed
MIS004650,2026-11-05,B026,South,Medical Support,Low,Clear,58,169,2455539.25,Completed
MIS004651,2025-04-17,B007,Central,Reconnaissance,Medium,Clear,50,87,149644.77,Completed
MIS004652,2026-03-14,B030,East,Surveillance,High,Storm,11,169,4992199.89,Completed
MIS004653,2026-06-08,B020,East,Reconnaissance,Medium,Rain,31,32,2838321.88,Completed
MIS004654,2025-12-06,B019,Central,Medical Support,Low,Clear,14,115,2613382.5,Completed
MIS004655,2025-06-10,B024,East,Surveillance,High,Clear,26,359,874541.94,Completed
MIS004656,2025-10-07,B018,East,Border Patrol,Low,Fog,38,184,321134.72,Delayed
MIS004657,2025-11-21,B006,West,Disaster Relief,High,Storm,14,155,4360909.49,Delayed
MIS004658,2025-07-20,B018,East,Equipment Transport,Medium,Storm,29,52,2530162.91,Completed
MIS004659,2026-03-07,B004,East,Equipment Transport,High,Rain,52,123,3621439.55,Completed
MIS004660,2025-09-22,B023,North,Disaster Relief,Medium,Snow,61,282,1819225.79,Completed
MIS004661,2025-08-05,B029,South,Disaster Relief,Low,Storm,20,231,316313.67,Completed
MIS004662,2025-11-14,B023,North,Medical Support,Low,Fog,13,90,3853332.32,Completed
MIS004663,2025-06-26,B012,South,Border Patrol,Medium,Clear,40,131,4898209.56,Completed
MIS004664,2025-12-29,B018,East,Training Exercise,Critical,Fog,10,38,2693561.1,Completed
MIS004665,2026-07-27,B023,North,Equipment Transport,High,Rain,20,350,2199275.44,Completed
MIS004666,2025-12-12,B001,Central,Medical Support,High,Storm,25,301,4042441.56,Completed
MIS004667,2026-06-20,B011,Central,Surveillance,High,Clear,70,350,1669033.22,Completed
MIS004668,2026-07-23,B030,East,Equipment Transport,Critical,Snow,23,201,972177.1,Cancelled
MIS004669,2026-05-20,B005,East,Medical Support,Low,Clear,55,208,4275435.47,Cancelled
MIS004670,2025-10-20,B021,South,Reconnaissance,Medium,Rain,17,31,4751580.47,Cancelled
MIS004671,2026-01-02,B018,East,Border Patrol,Medium,Fog,15,291,4473953.95,Completed
MIS004672,2025-02-27,B026,South,Reconnaissance,Low,Rain,5,77,1497101.83,Completed
MIS004673,2026-11-11,B017,East,Border Patrol,High,Fog,42,229,2698966.39,Completed
MIS004674,2026-04-04,B026,South,Medical Support,Medium,Storm,32,375,1933236.18,Completed
MIS004675,2026-12-15,B021,South,Medical Support,High,Rain,53,243,624587.72,Cancelled
MIS004676,2026-09-16,B014,Central,Surveillance,High,Storm,18,201,3261395.57,Delayed
MIS004677,2026-08-12,B010,North,Disaster Relief,Medium,Rain,62,114,3768667.13,Completed
MIS004678,2025-01-18,B015,South,Reconnaissance,Medium,Storm,46,229,3358034.07,Delayed
MIS004679,2026-08-19,B006,West,Reconnaissance,High,Snow,15,133,3795659.46,Completed
MIS004680,2026-07-03,B027,West,Equipment Transport,Critical,Rain,40,326,3738420.03,Delayed
MIS004681,2025-01-02,B026,South,Equipment Transport,Medium,Clear,6,302,1643951.36,Completed
MIS004682,2026-12-07,B020,East,Medical Support,Medium,Rain,38,163,4574313.17,Completed
MIS004683,2025-08-28,B011,Central,Supply Delivery,Medium,Clear,69,49,3031257.47,Completed
MIS004684,2025-12-26,B004,East,Equipment Transport,Medium,Snow,12,220,3747513.06,Delayed
MIS004685,2025-03-22,B009,South,Border Patrol,Medium,Storm,66,356,3226946.37,Delayed
MIS004686,2026-06-01,B018,East,Reconnaissance,High,Clear,20,148,1243070.14,Completed
MIS004687,2025-12-02,B007,Central,Disaster Relief,High,Clear,30,223,1746185.65,Completed
MIS004688,2025-07-27,B024,East,Disaster Relief,High,Fog,8,331,3236866.59,Delayed
MIS004689,2026-07-22,B001,Central,Reconnaissance,Medium,Snow,53,108,2254755.33,Delayed
MIS004690,2026-04-12,B008,East,Reconnaissance,Critical,Storm,22,316,2374090.29,Completed
MIS004691,2025-10-11,B030,East,Border Patrol,Medium,Clear,51,86,1534300.01,Completed
MIS004692,2026-04-03,B029,South,Training Exercise,Low,Clear,37,259,2823219.55,Completed
MIS004693,2026-06-19,B020,East,Equipment Transport,Medium,Rain,33,356,3066500.71,Cancelled
MIS004694,2025-06-21,B005,East,Reconnaissance,Medium,Fog,53,271,617752.94,Completed
MIS004695,2025-06-22,B016,West,Supply Delivery,High,Rain,53,321,3477809.54,Completed
MIS004696,2026-04-26,B004,East,Supply Delivery,Medium,Clear,42,69,4027481.26,Completed
MIS004697,2025-05-05,B004,East,Reconnaissance,Low,Snow,60,324,1908747.31,Completed
MIS004698,2025-09-23,B015,South,Surveillance,High,Snow,61,386,4264421.94,Cancelled
MIS004699,2025-07-11,B018,East,Border Patrol,High,Fog,32,287,4908783.7,Completed
MIS004700,2025-02-20,B016,West,Disaster Relief,High,Storm,43,108,4232823.17,Delayed
MIS004701,2025-11-06,B025,West,Supply Delivery,Low,Rain,41,44,3988498.87,Delayed
MIS004702,2026-07-16,B022,Central,Reconnaissance,Low,Storm,17,123,176803.36,Delayed
MIS004703,2026-10-29,B029,South,Surveillance,High,Clear,45,93,2111533.96,Delayed
MIS004704,2025-09-02,B010,North,Equipment Transport,High,Fog,25,211,1419280.51,Completed
MIS004705,2025-09-12,B019,Central,Supply Delivery,High,Clear,17,188,1401636.86,Completed
MIS004706,2026-04-30,B013,South,Disaster Relief,Medium,Clear,40,373,2104935.8,Delayed
MIS004707,2026-03-30,B022,Central,Reconnaissance,Medium,Clear,28,80,1753280.72,Completed
MIS004708,2025-07-13,B029,South,Medical Support,Low,Storm,64,206,4253582.84,Cancelled
MIS004709,2026-11-01,B030,East,Disaster Relief,Low,Snow,42,100,1270470.53,Completed
MIS004710,2025-01-20,B001,Central,Equipment Transport,Low,Storm,69,115,3672513.26,Delayed
MIS004711,2025-12-20,B014,Central,Training Exercise,Medium,Clear,8,141,2960890.75,Completed
MIS004712,2026-03-24,B001,Central,Supply Delivery,High,Rain,72,178,4727342.76,Completed
MIS004713,2026-12-12,B016,West,Disaster Relief,Critical,Storm,52,312,2684695.7,Delayed
MIS004714,2026-05-21,B009,South,Training Exercise,Medium,Clear,14,45,3942080.84,Completed
MIS004715,2025-03-28,B021,South,Reconnaissance,Medium,Clear,56,126,1973622.88,Completed
MIS004716,2026-02-12,B019,Central,Reconnaissance,Medium,Rain,15,169,4856872.44,Completed
MIS004717,2025-03-01,B020,East,Disaster Relief,Medium,Clear,22,225,2819571.08,Completed
MIS004718,2025-01-31,B005,East,Surveillance,High,Snow,41,207,2886662.25,Completed
MIS004719,2026-04-19,B017,East,Disaster Relief,High,Fog,38,88,410455.89,Completed
MIS004720,2026-08-01,B006,West,Training Exercise,Medium,Rain,26,199,4480389.27,Completed
MIS004721,2026-12-03,B025,West,Disaster Relief,Medium,Clear,63,347,3050121.36,Completed
MIS004722,2026-11-06,B023,North,Equipment Transport,Medium,Snow,55,215,951226.18,Completed
MIS004723,2025-11-01,B016,West,Training Exercise,High,Storm,51,46,4450996.21,Completed
MIS004724,2026-10-25,B020,East,Equipment Transport,Critical,Snow,65,328,1897306.12,Completed
MIS004725,2025-06-02,B029,South,Surveillance,Medium,Rain,62,200,1172903.03,Completed
MIS004726,2026-09-18,B026,South,Training Exercise,Medium,Clear,30,29,4560801.27,Completed
MIS004727,2025-04-06,B007,Central,Disaster Relief,High,Snow,46,65,613971.44,Delayed
MIS004728,2025-07-02,B026,South,Supply Delivery,Critical,Snow,68,200,2272710.65,Completed
MIS004729,2026-08-11,B022,Central,Border Patrol,Medium,Snow,72,241,2624575.0,Completed
MIS004730,2026-02-14,B010,North,Reconnaissance,Medium,Fog,24,22,3134514.36,Completed
MIS004731,2025-02-05,B030,East,Disaster Relief,High,Storm,23,38,4088804.97,Delayed
MIS004732,2026-09-07,B021,South,Supply Delivery,Medium,Storm,11,31,188914.65,Completed
MIS004733,2025-08-23,B030,East,Surveillance,High,Fog,22,163,1814702.23,Completed
MIS004734,2026-05-26,B008,East,Disaster Relief,Medium,Snow,25,21,230529.57,Delayed
MIS004735,2025-08-13,B007,Central,Equipment Transport,Medium,Clear,49,282,1866562.46,Completed
MIS004736,2026-05-27,B008,East,Disaster Relief,Medium,Fog,43,41,4264576.52,Completed
MIS004737,2025-07-22,B025,West,Medical Support,Low,Storm,15,156,279221.34,Completed
MIS004738,2026-07-03,B002,North,Supply Delivery,High,Rain,20,69,3575996.72,Completed
MIS004739,2025-09-04,B009,South,Supply Delivery,Low,Storm,12,146,2812765.42,Cancelled
MIS004740,2025-10-01,B012,South,Medical Support,Low,Storm,46,28,496724.93,Delayed
MIS004741,2026-05-25,B016,West,Surveillance,Low,Snow,44,299,1642032.66,Completed
MIS004742,2025-10-19,B001,Central,Medical Support,Medium,Snow,29,161,4297007.9,Completed
MIS004743,2025-10-21,B023,North,Supply Delivery,High,Rain,34,97,4718241.92,Completed
MIS004744,2026-03-03,B023,North,Disaster Relief,Medium,Snow,68,303,481679.68,Delayed
MIS004745,2025-11-03,B004,East,Training Exercise,Critical,Clear,37,282,388992.59,Completed
MIS004746,2025-10-10,B004,East,Medical Support,Medium,Snow,28,102,3053739.49,Completed
MIS004747,2026-05-11,B009,South,Medical Support,High,Snow,35,120,3754483.69,Cancelled
MIS004748,2026-03-05,B007,Central,Reconnaissance,Medium,Snow,5,66,1478751.54,Completed
MIS004749,2026-03-06,B005,East,Reconnaissance,Medium,Clear,5,73,3165655.88,Completed
MIS004750,2025-06-05,B027,West,Equipment Transport,Low,Rain,50,349,3477871.26,Completed
MIS004751,2026-03-17,B021,South,Training Exercise,Low,Clear,22,364,4887206.89,Completed
MIS004752,2025-04-11,B029,South,Supply Delivery,Low,Storm,27,264,4266210.29,Completed
MIS004753,2026-10-27,B009,South,Training Exercise,Medium,Rain,67,170,4655905.08,Completed
MIS004754,2026-11-04,B013,South,Surveillance,Medium,Storm,26,52,1116441.79,Delayed
MIS004755,2025-11-21,B022,Central,Medical Support,Medium,Rain,34,156,2571676.3,Completed
MIS004756,2026-12-20,B006,West,Reconnaissance,High,Fog,4,43,3994561.9,Completed
MIS004757,2025-03-10,B009,South,Medical Support,High,Rain,6,360,303996.98,Completed
MIS004758,2025-05-15,B019,Central,Reconnaissance,Medium,Rain,39,41,1334567.32,Completed
MIS004759,2026-06-21,B027,West,Surveillance,High,Snow,9,95,642973.25,Completed
MIS004760,2026-10-27,B005,East,Supply Delivery,Low,Snow,48,159,2733782.97,Completed
MIS004761,2026-08-04,B010,North,Supply Delivery,Medium,Storm,44,60,3110801.09,Completed
MIS004762,2026-04-18,B019,Central,Training Exercise,Low,Rain,39,231,2548893.71,Cancelled
MIS004763,2026-04-18,B030,East,Surveillance,Critical,Fog,49,154,639752.64,Delayed
MIS004764,2025-06-03,B025,West,Training Exercise,Low,Rain,18,136,4432094.62,Cancelled
MIS004765,2025-08-05,B017,East,Equipment Transport,Low,Clear,60,398,2814434.7,Completed
MIS004766,2026-10-05,B022,Central,Surveillance,Medium,Clear,10,398,1718853.24,Completed
MIS004767,2026-07-25,B022,Central,Medical Support,Low,Fog,43,333,134593.89,Completed
MIS004768,2025-06-22,B020,East,Disaster Relief,Medium,Snow,70,229,2472483.05,Delayed
MIS004769,2025-02-27,B003,East,Surveillance,Medium,Snow,35,23,1891417.13,Completed
MIS004770,2026-06-01,B007,Central,Training Exercise,Medium,Rain,12,388,2604853.39,Completed
MIS004771,2026-05-02,B003,East,Supply Delivery,Critical,Rain,41,38,1616144.63,Completed
MIS004772,2026-09-15,B008,East,Medical Support,High,Rain,29,324,675512.26,Completed
MIS004773,2026-11-15,B022,Central,Reconnaissance,Medium,Snow,25,205,1210733.52,Cancelled
MIS004774,2026-10-03,B015,South,Surveillance,Low,Clear,49,379,2895556.65,Completed
MIS004775,2025-04-05,B008,East,Disaster Relief,Low,Clear,37,69,1259711.96,Completed
MIS004776,2026-07-28,B029,South,Border Patrol,Medium,Storm,57,178,4153138.93,Completed
MIS004777,2026-07-22,B023,North,Border Patrol,Low,Clear,54,240,549909.75,Completed
MIS004778,2026-01-23,B003,East,Surveillance,Critical,Fog,31,218,4772277.51,Completed
MIS004779,2026-12-04,B006,West,Medical Support,High,Rain,29,310,867318.46,Completed
MIS004780,2026-06-07,B018,East,Reconnaissance,Medium,Storm,70,289,3409582.81,Delayed
MIS004781,2025-12-27,B007,Central,Medical Support,Critical,Snow,8,55,3747185.33,Completed
MIS004782,2026-04-28,B010,North,Supply Delivery,Medium,Snow,65,37,3882393.8,Completed
MIS004783,2026-08-18,B027,West,Border Patrol,Critical,Snow,49,64,2176515.86,Completed
MIS004784,2026-04-17,B029,South,Reconnaissance,Low,Snow,6,208,4510747.85,Cancelled
MIS004785,2025-02-10,B025,West,Medical Support,Medium,Rain,55,83,3855253.06,Delayed
MIS004786,2025-09-18,B001,Central,Supply Delivery,Medium,Fog,46,206,3774432.3,Completed
MIS004787,2026-10-24,B003,East,Supply Delivery,Medium,Storm,46,49,812649.79,Completed
MIS004788,2026-10-01,B030,East,Supply Delivery,High,Fog,42,376,4372827.39,Completed
MIS004789,2025-11-23,B017,East,Border Patrol,Medium,Rain,28,337,1146327.24,Completed
MIS004790,2026-03-10,B001,Central,Equipment Transport,High,Storm,68,248,2298387.64,Delayed
MIS004791,2025-12-01,B007,Central,Medical Support,High,Fog,7,225,2343966.15,Completed
MIS004792,2026-09-18,B007,Central,Supply Delivery,High,Clear,44,277,1868753.09,Delayed
MIS004793,2026-04-14,B023,North,Equipment Transport,Medium,Snow,40,304,1566124.06,Completed
MIS004794,2026-04-30,B010,North,Medical Support,High,Fog,71,266,3125515.17,Cancelled
MIS004795,2026-12-18,B028,West,Supply Delivery,Medium,Fog,14,217,2464734.22,Completed
MIS004796,2025-08-18,B007,Central,Medical Support,Low,Snow,52,335,1031885.44,Completed
MIS004797,2025-11-15,B016,West,Medical Support,Low,Snow,8,23,2104082.92,Completed
MIS004798,2025-01-20,B028,West,Medical Support,High,Rain,19,129,3339018.6,Completed
MIS004799,2026-06-26,B009,South,Border Patrol,Low,Storm,38,22,149749.77,Completed
MIS004800,2025-02-10,B029,South,Training Exercise,Medium,Fog,25,303,3072379.18,Cancelled
MIS004801,2025-11-03,B004,East,Supply Delivery,Critical,Clear,72,85,460741.11,Completed
MIS004802,2026-02-17,B012,South,Disaster Relief,High,Storm,63,232,4859191.46,Completed
MIS004803,2025-01-08,B001,Central,Medical Support,Medium,Storm,20,358,3086449.16,Completed
MIS004804,2026-06-02,B024,East,Training Exercise,Critical,Storm,46,271,4551684.33,Completed
MIS004805,2025-12-24,B030,East,Border Patrol,Low,Rain,62,323,161716.61,Completed
MIS004806,2025-05-31,B021,South,Medical Support,Medium,Rain,9,240,1221264.1,Completed
MIS004807,2026-02-22,B026,South,Supply Delivery,Medium,Fog,40,86,3909992.06,Completed
MIS004808,2026-04-08,B002,North,Surveillance,Medium,Snow,51,340,4943446.67,Completed
MIS004809,2026-04-25,B013,South,Reconnaissance,Medium,Rain,69,57,2592412.15,Completed
MIS004810,2025-06-23,B026,South,Border Patrol,Low,Storm,12,290,545305.96,Delayed
MIS004811,2025-05-29,B022,Central,Surveillance,High,Storm,14,287,2128223.47,Cancelled
MIS004812,2026-12-05,B011,Central,Training Exercise,High,Fog,35,167,3331972.65,Delayed
MIS004813,2026-02-28,B002,North,Surveillance,Critical,Clear,50,246,4954353.06,Completed
MIS004814,2026-03-02,B006,West,Training Exercise,High,Snow,40,65,4724757.56,Completed
MIS004815,2026-09-27,B020,East,Surveillance,High,Clear,60,53,4172878.1,Completed
MIS004816,2025-05-24,B025,West,Training Exercise,Medium,Fog,8,73,1606596.12,Completed
MIS004817,2026-03-09,B026,South,Medical Support,Low,Snow,4,70,4570951.41,Completed
MIS004818,2026-02-24,B007,Central,Supply Delivery,High,Snow,67,245,2255424.35,Completed
MIS004819,2025-06-19,B026,South,Equipment Transport,High,Storm,70,103,2594519.65,Completed
MIS004820,2025-06-22,B014,Central,Medical Support,High,Snow,21,384,205845.24,Completed
MIS004821,2025-12-19,B027,West,Reconnaissance,Low,Storm,60,185,2088968.92,Delayed
MIS004822,2025-05-05,B013,South,Reconnaissance,Critical,Rain,52,342,1845024.95,Completed
MIS004823,2026-03-26,B028,West,Reconnaissance,Critical,Storm,44,21,935574.32,Completed
MIS004824,2026-02-01,B006,West,Disaster Relief,Low,Storm,20,212,4501193.58,Cancelled
MIS004825,2025-01-28,B016,West,Equipment Transport,Critical,Rain,54,167,3991258.37,Completed
MIS004826,2025-03-03,B019,Central,Disaster Relief,Medium,Snow,16,226,4438570.71,Completed
MIS004827,2026-05-29,B028,West,Equipment Transport,High,Clear,70,143,3717461.58,Completed
MIS004828,2025-06-19,B030,East,Surveillance,High,Snow,38,287,1800807.52,Delayed
MIS004829,2025-11-05,B028,West,Disaster Relief,Medium,Rain,12,251,3847849.59,Completed
MIS004830,2026-01-11,B011,Central,Surveillance,High,Fog,34,389,193618.27,Completed
MIS004831,2026-02-27,B022,Central,Supply Delivery,High,Rain,8,251,4069424.61,Cancelled
MIS004832,2025-05-28,B014,Central,Supply Delivery,High,Storm,67,342,4633359.52,Delayed
MIS004833,2025-06-21,B028,West,Disaster Relief,Low,Fog,15,345,1453932.71,Delayed
MIS004834,2026-02-20,B029,South,Border Patrol,Critical,Fog,54,30,3456124.21,Completed
MIS004835,2025-04-15,B008,East,Border Patrol,Critical,Storm,37,295,3300053.77,Delayed
MIS004836,2025-08-12,B017,East,Reconnaissance,High,Snow,24,103,3198239.35,Cancelled
MIS004837,2025-12-10,B004,East,Reconnaissance,Low,Storm,72,23,1185407.89,Delayed
MIS004838,2026-11-30,B018,East,Disaster Relief,Critical,Storm,34,281,2787744.72,Delayed
MIS004839,2025-12-26,B006,West,Reconnaissance,Medium,Storm,56,293,4536152.55,Delayed
MIS004840,2026-05-08,B007,Central,Surveillance,Medium,Fog,52,82,1203731.96,Completed
MIS004841,2026-08-15,B020,East,Disaster Relief,High,Snow,28,78,3963783.85,Completed
MIS004842,2026-09-27,B012,South,Border Patrol,Medium,Snow,25,157,2687675.46,Completed
MIS004843,2026-05-28,B009,South,Training Exercise,Low,Fog,37,106,4993767.33,Completed
MIS004844,2026-01-10,B023,North,Supply Delivery,High,Fog,36,138,2107655.95,Completed
MIS004845,2025-02-23,B002,North,Disaster Relief,High,Snow,6,151,2257903.7,Completed
MIS004846,2026-02-17,B029,South,Medical Support,High,Storm,71,63,2461420.77,Cancelled
MIS004847,2026-06-13,B020,East,Medical Support,Medium,Clear,19,256,1012590.46,Completed
MIS004848,2026-08-12,B011,Central,Disaster Relief,Low,Snow,46,44,3986977.81,Delayed
MIS004849,2025-10-10,B012,South,Reconnaissance,Critical,Rain,49,393,4995644.97,Completed
MIS004850,2026-10-18,B018,East,Medical Support,Medium,Fog,21,132,609773.43,Completed
MIS004851,2026-03-06,B003,East,Equipment Transport,High,Clear,57,196,172987.89,Completed
MIS004852,2026-02-07,B020,East,Supply Delivery,Medium,Clear,53,144,329058.31,Completed
MIS004853,2026-11-25,B002,North,Supply Delivery,High,Storm,44,223,4821509.57,Delayed
MIS004854,2026-03-30,B011,Central,Surveillance,Critical,Storm,17,303,4117472.45,Completed
MIS004855,2025-10-18,B029,South,Disaster Relief,Low,Clear,41,66,1325814.95,Completed
MIS004856,2026-04-26,B011,Central,Training Exercise,Medium,Storm,32,307,281590.98,Completed
MIS004857,2025-01-20,B006,West,Disaster Relief,Medium,Clear,20,390,3466183.1,Completed
MIS004858,2026-11-26,B006,West,Disaster Relief,Medium,Snow,72,225,3525173.86,Completed
MIS004859,2026-11-20,B025,West,Equipment Transport,High,Rain,19,23,3365831.43,Completed
MIS004860,2026-08-21,B030,East,Border Patrol,High,Fog,60,369,2370609.95,Cancelled
MIS004861,2026-01-22,B022,Central,Border Patrol,High,Storm,9,301,2030774.3,Completed
MIS004862,2026-09-01,B030,East,Surveillance,Medium,Fog,49,324,1660795.47,Cancelled
MIS004863,2025-11-23,B028,West,Reconnaissance,Medium,Snow,71,97,989908.37,Completed
MIS004864,2025-12-23,B016,West,Reconnaissance,Medium,Storm,13,210,3237839.01,Delayed
MIS004865,2025-11-15,B023,North,Supply Delivery,High,Clear,55,121,910511.16,Completed
MIS004866,2025-09-25,B026,South,Disaster Relief,Medium,Rain,7,192,4549707.01,Completed
MIS004867,2025-08-04,B023,North,Training Exercise,Medium,Fog,9,107,3397210.0,Completed
MIS004868,2026-06-05,B024,East,Surveillance,Medium,Rain,62,64,4332986.57,Completed
MIS004869,2025-03-31,B026,South,Equipment Transport,Medium,Snow,66,199,2828625.9,Completed
MIS004870,2025-10-19,B029,South,Border Patrol,High,Fog,35,198,4260567.9,Completed
MIS004871,2025-10-19,B020,East,Medical Support,Medium,Rain,37,233,903758.02,Completed
MIS004872,2025-05-14,B001,Central,Medical Support,High,Rain,42,275,1260511.67,Completed
MIS004873,2025-08-18,B014,Central,Surveillance,Low,Fog,44,367,1040412.48,Completed
MIS004874,2025-04-08,B004,East,Disaster Relief,Medium,Storm,56,165,4802044.8,Completed
MIS004875,2025-08-31,B020,East,Equipment Transport,Critical,Clear,61,305,3889630.29,Completed
MIS004876,2026-03-10,B002,North,Surveillance,Low,Clear,21,247,2977585.79,Completed
MIS004877,2026-10-25,B022,Central,Supply Delivery,Critical,Snow,67,107,4553979.12,Completed
MIS004878,2025-11-02,B020,East,Training Exercise,High,Storm,45,304,2027727.62,Delayed
MIS004879,2026-10-05,B005,East,Border Patrol,Critical,Snow,12,119,4202468.67,Cancelled
MIS004880,2026-07-26,B024,East,Medical Support,Low,Clear,56,232,3368448.73,Completed
MIS004881,2026-11-03,B018,East,Training Exercise,Critical,Storm,53,345,3002117.8,Delayed
MIS004882,2026-03-10,B030,East,Border Patrol,Medium,Clear,16,163,438978.34,Completed
MIS004883,2025-10-09,B028,West,Training Exercise,High,Rain,64,215,304142.88,Completed
MIS004884,2025-10-02,B002,North,Medical Support,High,Clear,26,105,4569204.5,Completed
MIS004885,2026-06-28,B005,East,Equipment Transport,Low,Clear,50,267,2024307.08,Completed
MIS004886,2025-04-07,B014,Central,Reconnaissance,Critical,Snow,36,40,2145984.69,Completed
MIS004887,2025-07-31,B020,East,Equipment Transport,High,Fog,19,315,2246028.85,Completed
MIS004888,2026-02-06,B006,West,Disaster Relief,Medium,Snow,17,314,1624650.4,Completed
MIS004889,2026-09-29,B019,Central,Equipment Transport,Critical,Storm,38,230,3054452.67,Completed
MIS004890,2026-09-23,B016,West,Border Patrol,Low,Fog,56,250,227759.09,Completed
MIS004891,2026-05-14,B014,Central,Equipment Transport,Medium,Snow,18,348,3079667.28,Delayed
MIS004892,2026-05-15,B018,East,Equipment Transport,Low,Clear,30,162,1707116.29,Completed
MIS004893,2025-04-12,B003,East,Training Exercise,Critical,Snow,9,45,2413581.92,Completed
MIS004894,2025-02-09,B021,South,Supply Delivery,Low,Rain,61,119,3833842.06,Completed
MIS004895,2026-06-29,B028,West,Surveillance,Low,Storm,31,209,3549330.49,Delayed
MIS004896,2025-06-03,B023,North,Medical Support,Medium,Snow,55,204,896904.32,Completed
MIS004897,2026-05-04,B028,West,Medical Support,Critical,Snow,66,185,915317.17,Completed
MIS004898,2026-07-06,B002,North,Disaster Relief,Low,Fog,52,50,1692853.91,Completed
MIS004899,2026-08-01,B029,South,Reconnaissance,Low,Storm,58,306,2914733.86,Completed
MIS004900,2025-02-15,B006,West,Disaster Relief,Medium,Snow,31,204,698688.15,Delayed
MIS004901,2025-03-16,B013,South,Equipment Transport,High,Rain,34,313,234279.84,Completed
MIS004902,2026-03-01,B012,South,Equipment Transport,High,Clear,36,116,1676430.08,Completed
MIS004903,2026-01-04,B007,Central,Disaster Relief,Medium,Storm,30,279,841923.79,Delayed
MIS004904,2026-01-22,B029,South,Reconnaissance,High,Fog,50,165,2186086.16,Delayed
MIS004905,2025-03-30,B008,East,Training Exercise,Medium,Fog,66,355,4909457.48,Delayed
MIS004906,2025-04-14,B027,West,Reconnaissance,High,Storm,10,170,4019866.13,Cancelled
MIS004907,2026-04-10,B016,West,Surveillance,High,Storm,11,324,3811560.82,Delayed
MIS004908,2025-03-29,B027,West,Medical Support,Critical,Rain,55,391,3923606.98,Completed
MIS004909,2025-02-13,B029,South,Surveillance,Low,Clear,36,199,2353867.59,Completed
MIS004910,2025-12-30,B002,North,Equipment Transport,Critical,Fog,41,269,4195856.01,Delayed
MIS004911,2025-06-19,B018,East,Medical Support,Critical,Snow,5,343,4369672.89,Completed
MIS004912,2026-02-10,B015,South,Training Exercise,Medium,Fog,38,38,3433982.03,Completed
MIS004913,2026-03-23,B027,West,Disaster Relief,Medium,Fog,40,204,1618147.1,Completed
MIS004914,2025-12-25,B002,North,Surveillance,Medium,Rain,32,173,1767411.74,Completed
MIS004915,2025-05-04,B011,Central,Disaster Relief,High,Snow,17,132,3475167.94,Completed
MIS004916,2025-01-21,B012,South,Training Exercise,Medium,Rain,52,186,3962509.21,Completed
MIS004917,2026-03-26,B002,North,Medical Support,High,Clear,69,43,1585767.72,Completed
MIS004918,2026-12-11,B024,East,Reconnaissance,Critical,Storm,6,267,4335956.0,Completed
MIS004919,2026-08-03,B028,West,Surveillance,Medium,Snow,50,262,2469689.92,Delayed
MIS004920,2026-02-20,B016,West,Supply Delivery,Medium,Clear,26,20,2566190.06,Completed
MIS004921,2025-04-12,B015,South,Reconnaissance,High,Clear,14,50,3330513.04,Completed
MIS004922,2026-03-31,B002,North,Disaster Relief,High,Rain,20,392,1801020.6,Completed
MIS004923,2026-08-31,B002,North,Training Exercise,Medium,Rain,50,210,2926497.95,Delayed
MIS004924,2025-11-19,B005,East,Surveillance,Low,Fog,47,386,2632052.52,Completed
MIS004925,2025-07-31,B010,North,Training Exercise,Low,Clear,44,191,2404819.71,Delayed
MIS004926,2026-10-06,B020,East,Medical Support,Medium,Clear,47,389,3547811.36,Completed
MIS004927,2025-03-23,B006,West,Training Exercise,Low,Snow,48,343,4911961.8,Delayed
MIS004928,2025-01-11,B009,South,Reconnaissance,Medium,Rain,6,194,3666107.89,Completed
MIS004929,2025-11-20,B016,West,Supply Delivery,Low,Fog,72,251,3429105.84,Completed
MIS004930,2026-06-19,B013,South,Disaster Relief,Medium,Fog,68,378,407387.83,Completed
