Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status
INV021199,B015,EQ03315,88,35,28,Medium Stock
INV021200,B026,EQ04749,10,3,7,Low Stock
INV021201,B002,EQ00039,76,29,6,Medium Stock
INV021202,B009,EQ03473,28,18,30,Low Stock
INV021203,B004,EQ04621,36,30,28,Healthy
INV021204,B002,EQ02712,25,3,12,Low Stock
INV021205,B027,EQ02759,78,43,25,Healthy
INV021206,B030,EQ04667,30,14,12,Medium Stock
INV021207,B004,EQ03325,35,7,22,Low Stock
INV021208,B018,EQ04055,76,76,9,Healthy
INV021209,B023,EQ02883,8,7,27,Low Stock
INV021210,B001,EQ00339,86,45,28,Healthy
INV021211,B028,EQ01788,28,17,27,Low Stock
INV021212,B001,EQ00772,73,59,16,Healthy
INV021213,B020,EQ03194,21,2,5,Low Stock
INV021214,B023,EQ01574,47,10,12,Low Stock
INV021215,B019,EQ01621,97,51,12,Healthy
INV021216,B002,EQ03873,20,15,13,Healthy
INV021217,B027,EQ03570,94,68,24,Healthy
INV021218,B024,EQ00942,78,32,14,Medium Stock
INV021219,B006,EQ04136,45,6,29,Low Stock
INV021220,B005,EQ02930,87,14,25,Low Stock
INV021221,B001,EQ03251,16,7,21,Low Stock
INV021222,B001,EQ01529,8,7,10,Low Stock
INV021223,B015,EQ03954,32,9,5,Medium Stock
INV021224,B006,EQ03503,91,35,30,Medium Stock
INV021225,B008,EQ02397,46,29,16,Healthy
INV021226,B008,EQ00365,65,3,26,Low Stock
INV021227,B023,EQ03839,46,43,12,Healthy
INV021228,B027,EQ03975,13,4,6,Low Stock
INV021229,B014,EQ02925,79,41,28,Healthy
INV021230,B015,EQ02935,87,4,30,Low Stock
INV021231,B008,EQ01761,20,10,12,Low Stock
INV021232,B029,EQ02027,41,19,14,Medium Stock
INV021233,B030,EQ02494,24,9,11,Low Stock
INV021234,B021,EQ01922,15,15,28,Low Stock
INV021235,B010,EQ02625,90,63,24,Healthy
INV021236,B012,EQ01205,66,11,29,Low Stock
INV021237,B023,EQ03917,63,22,30,Low Stock
INV021238,B015,EQ01189,67,43,5,Healthy
INV021239,B025,EQ02436,30,20,14,Healthy
INV021240,B013,EQ00494,77,59,9,Healthy
INV021241,B015,EQ01127,97,42,12,Medium Stock
INV021242,B004,EQ04043,47,23,16,Medium Stock
INV021243,B029,EQ02130,64,62,9,Healthy
INV021244,B016,EQ03233,72,41,8,Healthy
INV021245,B026,EQ02828,66,5,26,Low Stock
INV021246,B005,EQ04107,46,10,21,Low Stock
INV021247,B004,EQ03148,97,55,10,Healthy
INV021248,B026,EQ02769,92,68,10,Healthy
INV021249,B009,EQ03172,17,17,28,Low Stock
INV021250,B029,EQ03307,84,80,6,Healthy
INV021251,B003,EQ02252,54,50,26,Healthy
INV021252,B025,EQ04978,38,19,17,Medium Stock
INV021253,B025,EQ02154,94,56,9,Healthy
INV021254,B003,EQ01441,75,2,27,Low Stock
INV021255,B013,EQ00789,52,6,14,Low Stock
INV021256,B009,EQ02760,87,86,25,Healthy
INV021257,B014,EQ01616,38,1,17,Low Stock
INV021258,B007,EQ00032,81,11,24,Low Stock
INV021259,B019,EQ04235,96,15,19,Low Stock
INV021260,B023,EQ02457,60,51,13,Healthy
INV021261,B021,EQ02234,100,53,5,Healthy
INV021262,B010,EQ02015,39,34,22,Healthy
INV021263,B028,EQ03559,75,63,12,Healthy
INV021264,B017,EQ01499,59,35,16,Healthy
INV021265,B030,EQ03232,65,9,25,Low Stock
INV021266,B009,EQ01043,87,16,5,Medium Stock
INV021267,B004,EQ04545,92,3,26,Low Stock
INV021268,B003,EQ00732,12,5,8,Low Stock
INV021269,B007,EQ00847,87,30,27,Medium Stock
INV021270,B030,EQ01366,81,56,27,Healthy
INV021271,B015,EQ04116,37,33,24,Healthy
INV021272,B004,EQ02829,45,17,25,Low Stock
INV021273,B003,EQ02334,62,47,22,Healthy
INV021274,B001,EQ02180,6,0,13,Low Stock
INV021275,B013,EQ03763,46,7,21,Low Stock
INV021276,B003,EQ00899,20,19,21,Low Stock
INV021277,B001,EQ02276,9,3,23,Low Stock
INV021278,B011,EQ01289,58,6,9,Low Stock
INV021279,B022,EQ01813,36,24,27,Low Stock
INV021280,B029,EQ00557,12,0,24,Low Stock
INV021281,B014,EQ03380,65,31,6,Medium Stock
INV021282,B003,EQ04417,81,34,25,Medium Stock
INV021283,B009,EQ01338,95,36,26,Medium Stock
INV021284,B017,EQ01654,36,27,29,Low Stock
INV021285,B010,EQ04676,16,1,14,Low Stock
INV021286,B009,EQ01235,70,7,26,Low Stock
INV021287,B020,EQ01401,82,63,27,Healthy
INV021288,B024,EQ04007,44,36,16,Healthy
INV021289,B022,EQ02507,29,5,26,Low Stock
INV021290,B017,EQ03297,63,4,11,Low Stock
INV021291,B009,EQ04805,73,6,17,Low Stock
INV021292,B016,EQ04143,79,42,24,Healthy
INV021293,B009,EQ01566,58,45,17,Healthy
INV021294,B009,EQ00744,79,54,25,Healthy
INV021295,B017,EQ03243,60,12,27,Low Stock
INV021296,B024,EQ03551,13,8,25,Low Stock
INV021297,B002,EQ04398,20,18,27,Low Stock
INV021298,B017,EQ03506,53,36,16,Healthy
INV021299,B014,EQ00726,72,4,21,Low Stock
INV021300,B017,EQ01444,33,23,19,Healthy
INV021301,B025,EQ04653,80,52,20,Healthy
INV021302,B012,EQ00902,75,15,30,Low Stock
INV021303,B023,EQ03905,52,44,5,Healthy
INV021304,B020,EQ04455,17,4,11,Low Stock
INV021305,B013,EQ01528,59,10,18,Low Stock
INV021306,B005,EQ03342,69,67,24,Healthy
INV021307,B030,EQ01582,58,6,21,Low Stock
INV021308,B016,EQ03976,98,50,11,Healthy
INV021309,B002,EQ01229,41,31,22,Healthy
INV021310,B026,EQ01007,6,1,27,Low Stock
INV021311,B003,EQ03490,69,40,20,Healthy
INV021312,B030,EQ04067,81,5,12,Low Stock
INV021313,B010,EQ04276,49,15,17,Low Stock
INV021314,B008,EQ02980,73,31,6,Medium Stock
INV021315,B012,EQ03060,50,24,20,Medium Stock
INV021316,B011,EQ02987,69,37,12,Healthy
INV021317,B015,EQ00129,96,22,25,Low Stock
INV021318,B009,EQ01052,71,52,14,Healthy
INV021319,B010,EQ02502,80,3,15,Low Stock
INV021320,B028,EQ01940,19,16,19,Low Stock
INV021321,B008,EQ00047,84,60,10,Healthy
INV021322,B002,EQ03499,25,23,28,Low Stock
INV021323,B010,EQ03034,86,50,14,Healthy
INV021324,B026,EQ02475,44,19,24,Low Stock
INV021325,B010,EQ00424,36,10,19,Low Stock
INV021326,B016,EQ04879,93,0,7,Low Stock
INV021327,B021,EQ01425,76,37,29,Medium Stock
INV021328,B024,EQ03053,87,21,15,Medium Stock
INV021329,B020,EQ04160,58,37,9,Healthy
INV021330,B015,EQ00819,28,15,21,Low Stock
INV021331,B009,EQ00529,34,21,15,Healthy
INV021332,B002,EQ03008,55,43,24,Healthy
INV021333,B009,EQ00655,73,16,15,Medium Stock
INV021334,B020,EQ00684,72,61,12,Healthy
INV021335,B010,EQ00959,20,6,8,Low Stock
INV021336,B008,EQ01142,24,14,17,Low Stock
INV021337,B030,EQ01492,44,38,10,Healthy
INV021338,B025,EQ03978,44,21,27,Low Stock
INV021339,B019,EQ01207,23,16,6,Healthy
INV021340,B011,EQ03187,11,11,11,Low Stock
INV021341,B015,EQ04928,65,22,5,Medium Stock
INV021342,B006,EQ00286,95,38,25,Medium Stock
INV021343,B006,EQ00658,53,26,15,Medium Stock
INV021344,B030,EQ04683,59,35,24,Healthy
INV021345,B012,EQ03967,81,30,14,Medium Stock
INV021346,B021,EQ01370,55,6,17,Low Stock
INV021347,B012,EQ04105,26,13,8,Medium Stock
INV021348,B026,EQ03075,87,80,19,Healthy
INV021349,B017,EQ00768,68,34,12,Medium Stock
INV021350,B027,EQ03943,90,34,22,Medium Stock
INV021351,B008,EQ03011,13,8,29,Low Stock
INV021352,B021,EQ00306,12,5,5,Low Stock
INV021353,B009,EQ01456,16,9,23,Low Stock
INV021354,B015,EQ04179,54,11,21,Low Stock
INV021355,B030,EQ04762,39,3,24,Low Stock
INV021356,B010,EQ04551,69,57,22,Healthy
INV021357,B022,EQ03402,63,0,5,Low Stock
INV021358,B005,EQ03052,90,28,7,Medium Stock
INV021359,B030,EQ04196,52,12,7,Medium Stock
INV021360,B009,EQ02577,93,90,21,Healthy
INV021361,B018,EQ04659,92,46,18,Medium Stock
INV021362,B004,EQ02585,76,48,19,Healthy
INV021363,B029,EQ02142,91,85,25,Healthy
INV021364,B001,EQ03266,7,1,13,Low Stock
INV021365,B004,EQ03272,42,29,21,Healthy
INV021366,B012,EQ04192,66,48,10,Healthy
INV021367,B001,EQ01160,51,37,28,Healthy
INV021368,B025,EQ01138,21,12,25,Low Stock
INV021369,B001,EQ04063,20,6,27,Low Stock
INV021370,B024,EQ02187,51,0,20,Low Stock
INV021371,B027,EQ02638,94,58,13,Healthy
INV021372,B016,EQ02709,7,2,26,Low Stock
INV021373,B017,EQ03017,7,5,5,Low Stock
INV021374,B014,EQ02845,70,60,25,Healthy
INV021375,B020,EQ03645,47,18,28,Low Stock
INV021376,B013,EQ04399,17,0,23,Low Stock
INV021377,B013,EQ04294,79,72,14,Healthy
INV021378,B025,EQ01323,73,65,28,Healthy
INV021379,B014,EQ02770,19,3,11,Low Stock
INV021380,B015,EQ00885,21,12,13,Low Stock
INV021381,B002,EQ04239,39,33,8,Healthy
INV021382,B021,EQ01245,19,10,6,Healthy
INV021383,B002,EQ03937,78,6,10,Low Stock
INV021384,B008,EQ04933,75,14,27,Low Stock
INV021385,B024,EQ01747,64,2,12,Low Stock
INV021386,B023,EQ03387,24,7,11,Low Stock
INV021387,B026,EQ01519,68,51,22,Healthy
INV021388,B015,EQ01615,66,46,25,Healthy
INV021389,B020,EQ01183,60,40,10,Healthy
INV021390,B028,EQ01031,59,18,20,Low Stock
INV021391,B001,EQ00424,52,36,23,Healthy
INV021392,B019,EQ04873,14,11,27,Low Stock
INV021393,B010,EQ01433,56,18,26,Low Stock
INV021394,B026,EQ03694,86,39,25,Medium Stock
INV021395,B002,EQ01211,99,65,28,Healthy
INV021396,B019,EQ02984,80,52,10,Healthy
INV021397,B010,EQ02662,49,32,12,Healthy
INV021398,B009,EQ04601,58,39,27,Healthy
INV021399,B005,EQ04053,42,18,20,Low Stock
INV021400,B013,EQ03338,44,34,7,Healthy
INV021401,B025,EQ04044,64,34,30,Healthy
INV021402,B027,EQ01103,42,31,15,Healthy
INV021403,B006,EQ01484,56,24,10,Medium Stock
INV021404,B005,EQ01406,96,20,29,Low Stock
INV021405,B028,EQ03103,39,20,7,Healthy
INV021406,B010,EQ03584,89,41,19,Medium Stock
INV021407,B006,EQ02970,41,7,18,Low Stock
INV021408,B006,EQ00741,14,7,10,Low Stock
INV021409,B002,EQ01041,32,21,29,Low Stock
INV021410,B005,EQ04158,32,12,29,Low Stock
INV021411,B012,EQ02811,50,19,28,Low Stock
INV021412,B022,EQ03186,73,21,7,Medium Stock
INV021413,B023,EQ01269,65,55,25,Healthy
INV021414,B002,EQ03890,8,2,25,Low Stock
INV021415,B015,EQ03164,64,24,25,Low Stock
INV021416,B014,EQ00600,87,63,11,Healthy
INV021417,B022,EQ04939,47,10,21,Low Stock
INV021418,B029,EQ00440,52,6,23,Low Stock
INV021419,B017,EQ04640,97,76,24,Healthy
INV021420,B011,EQ00768,97,32,23,Medium Stock
INV021421,B028,EQ04831,79,23,17,Medium Stock
INV021422,B017,EQ00833,30,2,24,Low Stock
INV021423,B013,EQ04753,30,15,16,Low Stock
INV021424,B019,EQ01871,69,51,14,Healthy
INV021425,B014,EQ04464,20,4,21,Low Stock
INV021426,B020,EQ01752,91,28,26,Medium Stock
INV021427,B001,EQ00218,44,40,11,Healthy
INV021428,B007,EQ03247,75,45,16,Healthy
INV021429,B004,EQ01590,31,30,20,Healthy
INV021430,B011,EQ00416,46,10,14,Low Stock
INV021431,B011,EQ04822,65,31,20,Medium Stock
INV021432,B015,EQ02309,60,36,9,Healthy
INV021433,B027,EQ03298,36,21,25,Low Stock
INV021434,B021,EQ03506,5,1,18,Low Stock
INV021435,B006,EQ01425,70,15,27,Low Stock
INV021436,B027,EQ02169,69,4,8,Low Stock
INV021437,B005,EQ02756,26,16,5,Healthy
INV021438,B017,EQ04067,75,53,16,Healthy
INV021439,B021,EQ00988,87,58,8,Healthy
INV021440,B024,EQ02968,34,32,23,Healthy
INV021441,B007,EQ01846,26,20,20,Low Stock
INV021442,B002,EQ01189,97,96,12,Healthy
INV021443,B018,EQ00117,48,43,24,Healthy
INV021444,B012,EQ04309,22,2,9,Low Stock
INV021445,B001,EQ04746,16,5,27,Low Stock
INV021446,B011,EQ04340,38,28,28,Low Stock
INV021447,B008,EQ03344,83,23,21,Medium Stock
INV021448,B001,EQ04894,85,16,13,Medium Stock
INV021449,B027,EQ03281,17,2,7,Low Stock
INV021450,B030,EQ03091,23,16,12,Healthy
INV021451,B001,EQ01795,72,61,20,Healthy
INV021452,B018,EQ04176,13,2,9,Low Stock
INV021453,B001,EQ04893,48,4,11,Low Stock
INV021454,B026,EQ01229,25,8,23,Low Stock
INV021455,B017,EQ01892,36,30,28,Healthy
INV021456,B006,EQ01189,64,48,18,Healthy
INV021457,B018,EQ03920,43,37,7,Healthy
INV021458,B006,EQ00508,33,29,7,Healthy
INV021459,B028,EQ04668,31,4,13,Low Stock
INV021460,B004,EQ03113,36,31,6,Healthy
INV021461,B021,EQ03839,37,15,19,Low Stock
INV021462,B010,EQ00103,90,64,19,Healthy
INV021463,B021,EQ01107,79,54,18,Healthy
INV021464,B010,EQ03242,28,12,10,Medium Stock
INV021465,B001,EQ03755,61,39,6,Healthy
INV021466,B024,EQ01565,100,87,17,Healthy
INV021467,B008,EQ00065,47,42,25,Healthy
INV021468,B024,EQ01411,8,6,14,Low Stock
INV021469,B023,EQ01655,100,83,11,Healthy
INV021470,B018,EQ02026,83,1,11,Low Stock
INV021471,B003,EQ01631,69,23,10,Medium Stock
INV021472,B010,EQ04736,91,62,5,Healthy
INV021473,B025,EQ02796,71,35,28,Medium Stock
INV021474,B002,EQ02086,72,52,22,Healthy
INV021475,B007,EQ01209,69,45,10,Healthy
INV021476,B027,EQ01881,91,11,17,Low Stock
INV021477,B004,EQ02398,26,0,15,Low Stock
INV021478,B020,EQ00108,5,5,21,Low Stock
INV021479,B011,EQ03295,30,19,30,Low Stock
INV021480,B021,EQ02134,41,41,24,Healthy
INV021481,B011,EQ00318,13,11,30,Low Stock
INV021482,B024,EQ03562,51,42,7,Healthy
INV021483,B029,EQ02453,100,69,17,Healthy
INV021484,B014,EQ03870,90,51,21,Healthy
INV021485,B028,EQ02634,93,40,19,Medium Stock
INV021486,B028,EQ04268,48,46,5,Healthy
INV021487,B026,EQ04776,74,41,30,Healthy
INV021488,B002,EQ04722,29,15,9,Healthy
INV021489,B009,EQ04549,23,12,28,Low Stock
INV021490,B016,EQ04349,26,5,29,Low Stock
INV021491,B026,EQ04627,40,27,23,Healthy
INV021492,B028,EQ04332,100,1,28,Low Stock
INV021493,B021,EQ04578,97,80,21,Healthy
INV021494,B022,EQ02175,11,0,12,Low Stock
INV021495,B024,EQ02784,19,6,11,Low Stock
INV021496,B006,EQ01828,21,7,17,Low Stock
INV021497,B025,EQ04255,20,8,29,Low Stock
INV021498,B017,EQ03795,23,20,27,Low Stock
INV021499,B008,EQ01599,65,12,5,Medium Stock
INV021500,B026,EQ00983,10,9,6,Healthy
INV021501,B017,EQ01621,77,45,14,Healthy
INV021502,B027,EQ03832,60,6,14,Low Stock
INV021503,B021,EQ02936,61,44,14,Healthy
INV021504,B016,EQ04383,86,62,23,Healthy
INV021505,B002,EQ01272,49,47,26,Healthy
INV021506,B023,EQ00911,98,32,18,Medium Stock
INV021507,B029,EQ00601,12,1,25,Low Stock
INV021508,B008,EQ02689,99,72,5,Healthy
INV021509,B027,EQ00776,39,2,23,Low Stock
INV021510,B001,EQ02169,12,8,15,Low Stock
INV021511,B028,EQ03159,25,0,30,Low Stock
INV021512,B013,EQ01517,81,73,9,Healthy
INV021513,B029,EQ03146,25,4,10,Low Stock
INV021514,B029,EQ01792,12,5,28,Low Stock
INV021515,B014,EQ01424,40,38,10,Healthy
INV021516,B013,EQ03695,6,6,7,Low Stock
INV021517,B002,EQ03699,9,1,26,Low Stock
INV021518,B030,EQ02640,76,58,13,Healthy
INV021519,B004,EQ01329,23,6,27,Low Stock
INV021520,B023,EQ00168,79,35,18,Medium Stock
INV021521,B025,EQ02627,35,15,8,Medium Stock
INV021522,B025,EQ04529,31,24,21,Healthy
INV021523,B008,EQ00028,93,1,19,Low Stock
INV021524,B025,EQ04790,10,3,14,Low Stock
INV021525,B026,EQ04170,10,6,24,Low Stock
INV021526,B020,EQ01057,37,29,19,Healthy
INV021527,B027,EQ02308,48,33,27,Healthy
INV021528,B021,EQ04796,86,23,6,Medium Stock
INV021529,B030,EQ00452,82,60,29,Healthy
INV021530,B007,EQ03320,98,23,25,Low Stock
INV021531,B022,EQ03324,27,10,25,Low Stock
INV021532,B013,EQ00725,25,25,23,Healthy
INV021533,B013,EQ01885,8,5,29,Low Stock
INV021534,B021,EQ03157,12,4,20,Low Stock
INV021535,B009,EQ03825,34,10,24,Low Stock
INV021536,B017,EQ00294,41,18,22,Low Stock
INV021537,B006,EQ04685,62,13,14,Low Stock
INV021538,B026,EQ02745,32,11,14,Low Stock
INV021539,B025,EQ02843,75,24,29,Low Stock
INV021540,B011,EQ00870,80,48,28,Healthy
INV021541,B021,EQ03442,79,31,26,Medium Stock
INV021542,B019,EQ02695,6,5,29,Low Stock
INV021543,B007,EQ00440,30,7,24,Low Stock
INV021544,B001,EQ03431,34,18,28,Low Stock
INV021545,B009,EQ04781,17,17,22,Low Stock
INV021546,B004,EQ02135,34,1,24,Low Stock
INV021547,B014,EQ02709,23,22,7,Healthy
INV021548,B014,EQ00680,26,17,10,Healthy
INV021549,B016,EQ00542,8,1,19,Low Stock
INV021550,B011,EQ04041,23,1,10,Low Stock
INV021551,B021,EQ04340,96,4,30,Low Stock
INV021552,B022,EQ03162,76,15,22,Low Stock
INV021553,B027,EQ01667,87,77,26,Healthy
INV021554,B002,EQ01423,47,35,29,Healthy
INV021555,B014,EQ02705,58,55,18,Healthy
INV021556,B022,EQ00678,61,54,26,Healthy
INV021557,B001,EQ00318,92,7,16,Low Stock
INV021558,B019,EQ04929,50,15,7,Medium Stock
INV021559,B013,EQ00935,36,9,13,Low Stock
INV021560,B009,EQ01093,35,10,29,Low Stock
INV021561,B027,EQ01825,20,20,26,Low Stock
INV021562,B015,EQ03051,37,1,12,Low Stock
INV021563,B010,EQ03317,68,54,9,Healthy
INV021564,B006,EQ02908,15,3,13,Low Stock
INV021565,B028,EQ02299,49,35,5,Healthy
INV021566,B006,EQ01686,39,11,5,Medium Stock
INV021567,B017,EQ00777,41,17,22,Low Stock
INV021568,B016,EQ03170,92,73,18,Healthy
INV021569,B018,EQ02962,15,11,7,Healthy
INV021570,B025,EQ02303,56,13,6,Medium Stock
INV021571,B022,EQ02083,58,6,13,Low Stock
INV021572,B029,EQ01436,91,10,23,Low Stock
INV021573,B005,EQ00193,12,3,9,Low Stock
INV021574,B027,EQ04155,5,0,9,Low Stock
INV021575,B022,EQ01429,76,76,9,Healthy
INV021576,B011,EQ04476,32,4,24,Low Stock
INV021577,B001,EQ00378,84,79,28,Healthy
INV021578,B005,EQ03133,69,8,9,Low Stock
INV021579,B001,EQ00507,74,61,12,Healthy
INV021580,B020,EQ02525,67,10,19,Low Stock
INV021581,B020,EQ01028,87,47,17,Healthy
INV021582,B021,EQ01638,19,18,27,Low Stock
INV021583,B003,EQ01954,48,18,16,Medium Stock
INV021584,B021,EQ00805,100,24,22,Medium Stock
INV021585,B026,EQ01152,60,13,6,Medium Stock
INV021586,B011,EQ03573,85,76,23,Healthy
INV021587,B026,EQ01917,72,5,30,Low Stock
INV021588,B013,EQ01957,90,84,29,Healthy
INV021589,B030,EQ01086,40,16,10,Medium Stock
INV021590,B018,EQ04936,21,18,28,Low Stock
INV021591,B025,EQ03748,96,10,24,Low Stock
INV021592,B015,EQ02917,90,60,5,Healthy
INV021593,B020,EQ02417,53,48,23,Healthy
INV021594,B015,EQ03433,32,3,22,Low Stock
INV021595,B017,EQ02837,69,16,15,Medium Stock
INV021596,B017,EQ01124,97,86,23,Healthy
INV021597,B011,EQ02376,53,9,6,Medium Stock
INV021598,B025,EQ02962,18,5,10,Low Stock
INV021599,B016,EQ01777,47,15,11,Medium Stock
INV021600,B007,EQ04841,57,6,17,Low Stock
INV021601,B010,EQ01399,88,22,25,Low Stock
INV021602,B022,EQ00204,58,18,14,Medium Stock
INV021603,B003,EQ03486,47,21,18,Medium Stock
INV021604,B007,EQ00186,41,14,16,Low Stock
INV021605,B022,EQ04559,74,59,25,Healthy
INV021606,B029,EQ03198,32,1,14,Low Stock
INV021607,B011,EQ02885,70,21,14,Medium Stock
INV021608,B029,EQ00486,69,54,26,Healthy
INV021609,B017,EQ00629,32,27,10,Healthy
INV021610,B007,EQ03960,39,18,5,Medium Stock
INV021611,B026,EQ01232,13,10,22,Low Stock
INV021612,B022,EQ03178,28,28,16,Healthy
INV021613,B024,EQ00100,40,32,9,Healthy
INV021614,B023,EQ03615,74,51,29,Healthy
INV021615,B002,EQ01888,87,73,16,Healthy
INV021616,B029,EQ02234,88,6,10,Low Stock
INV021617,B027,EQ02590,90,7,24,Low Stock
INV021618,B023,EQ00034,86,85,13,Healthy
INV021619,B001,EQ00151,41,19,14,Medium Stock
INV021620,B030,EQ02160,19,9,28,Low Stock
INV021621,B024,EQ02440,55,16,23,Low Stock
INV021622,B013,EQ01619,62,25,5,Medium Stock
INV021623,B008,EQ03467,13,3,10,Low Stock
INV021624,B003,EQ04119,7,3,13,Low Stock
INV021625,B009,EQ02381,13,0,5,Low Stock
INV021626,B030,EQ03825,15,13,13,Low Stock
INV021627,B011,EQ03594,52,43,23,Healthy
INV021628,B021,EQ02798,54,31,16,Healthy
INV021629,B027,EQ04571,39,9,12,Low Stock
INV021630,B026,EQ00525,54,6,21,Low Stock
INV021631,B007,EQ03847,69,30,30,Low Stock
INV021632,B013,EQ03327,46,39,6,Healthy
INV021633,B017,EQ03461,9,9,10,Low Stock
INV021634,B004,EQ04201,20,6,11,Low Stock
INV021635,B006,EQ01723,91,31,15,Medium Stock
INV021636,B010,EQ02758,96,44,14,Medium Stock
INV021637,B027,EQ04605,21,8,18,Low Stock
INV021638,B026,EQ00772,20,6,22,Low Stock
INV021639,B005,EQ00778,49,31,19,Healthy
INV021640,B002,EQ02010,78,37,21,Medium Stock
INV021641,B017,EQ00646,69,66,24,Healthy
INV021642,B008,EQ00118,77,18,12,Medium Stock
INV021643,B011,EQ01260,69,69,10,Healthy
INV021644,B028,EQ04716,39,11,11,Low Stock
INV021645,B002,EQ00196,24,21,11,Healthy
INV021646,B024,EQ03315,98,1,9,Low Stock
INV021647,B027,EQ04350,21,2,20,Low Stock
INV021648,B015,EQ01663,43,3,27,Low Stock
INV021649,B001,EQ03948,90,65,14,Healthy
INV021650,B030,EQ00256,30,25,23,Healthy
INV021651,B022,EQ04019,36,34,8,Healthy
INV021652,B010,EQ02356,63,20,7,Medium Stock
INV021653,B021,EQ00971,17,17,21,Low Stock
INV021654,B002,EQ00157,92,45,8,Medium Stock
INV021655,B012,EQ04256,39,10,20,Low Stock
INV021656,B013,EQ00832,10,3,26,Low Stock
INV021657,B012,EQ04659,45,2,24,Low Stock
INV021658,B025,EQ00525,23,12,11,Healthy
INV021659,B012,EQ02437,60,6,30,Low Stock
INV021660,B001,EQ00954,79,62,17,Healthy
INV021661,B021,EQ01402,46,8,12,Low Stock
INV021662,B019,EQ02543,45,27,21,Healthy
INV021663,B028,EQ04045,51,12,20,Low Stock
INV021664,B011,EQ04958,75,41,23,Healthy
INV021665,B003,EQ02193,59,9,19,Low Stock
INV021666,B013,EQ03419,62,28,25,Medium Stock
INV021667,B021,EQ01879,9,0,6,Low Stock
INV021668,B025,EQ00264,69,23,29,Low Stock
INV021669,B027,EQ04013,27,21,24,Low Stock
INV021670,B026,EQ02949,74,60,13,Healthy
INV021671,B005,EQ01881,30,7,29,Low Stock
INV021672,B019,EQ03953,40,38,15,Healthy
INV021673,B023,EQ00359,79,34,22,Medium Stock
INV021674,B012,EQ01406,45,22,25,Low Stock
INV021675,B010,EQ04944,44,35,11,Healthy
INV021676,B001,EQ04586,23,0,18,Low Stock
INV021677,B014,EQ04143,45,2,27,Low Stock
INV021678,B015,EQ01235,83,71,22,Healthy
INV021679,B006,EQ02308,62,22,14,Medium Stock
INV021680,B001,EQ03520,24,15,27,Low Stock
INV021681,B025,EQ03370,49,8,25,Low Stock
INV021682,B022,EQ00300,68,33,13,Medium Stock
INV021683,B027,EQ04770,52,51,26,Healthy
INV021684,B021,EQ02018,40,7,8,Low Stock
INV021685,B001,EQ04174,87,54,24,Healthy
INV021686,B028,EQ02870,30,14,9,Medium Stock
INV021687,B020,EQ03215,70,16,20,Low Stock
INV021688,B024,EQ04302,8,1,24,Low Stock
INV021689,B017,EQ03892,12,7,16,Low Stock
INV021690,B030,EQ02327,60,37,29,Healthy
INV021691,B028,EQ04743,6,5,20,Low Stock
INV021692,B016,EQ00587,14,11,23,Low Stock
INV021693,B012,EQ01873,97,19,9,Medium Stock
INV021694,B030,EQ01943,94,61,30,Healthy
INV021695,B018,EQ00049,6,6,26,Low Stock
INV021696,B025,EQ02965,23,11,27,Low Stock
INV021697,B013,EQ04350,82,2,27,Low Stock
INV021698,B001,EQ03136,91,58,18,Healthy
INV021699,B005,EQ02283,43,26,14,Healthy
INV021700,B025,EQ02068,34,5,23,Low Stock
INV021701,B023,EQ04680,77,12,14,Low Stock
INV021702,B008,EQ03464,71,62,9,Healthy
INV021703,B018,EQ01281,92,0,19,Low Stock
INV021704,B019,EQ02285,71,64,25,Healthy
INV021705,B004,EQ02282,100,21,5,Medium Stock
INV021706,B021,EQ02271,44,38,27,Healthy
INV021707,B026,EQ03528,44,23,19,Healthy
INV021708,B007,EQ00498,61,47,10,Healthy
INV021709,B012,EQ00254,81,74,6,Healthy
INV021710,B023,EQ00520,5,2,15,Low Stock
INV021711,B004,EQ03274,18,13,17,Low Stock
INV021712,B002,EQ04378,16,0,23,Low Stock
INV021713,B013,EQ04361,96,49,8,Healthy
INV021714,B025,EQ01156,47,14,7,Medium Stock
INV021715,B006,EQ01097,50,20,26,Low Stock
INV021716,B005,EQ01952,90,33,16,Medium Stock
INV021717,B017,EQ03994,41,37,23,Healthy
INV021718,B015,EQ03624,65,50,11,Healthy
INV021719,B010,EQ03975,91,81,12,Healthy
INV021720,B013,EQ03028,69,32,13,Medium Stock
INV021721,B021,EQ02260,78,50,16,Healthy
INV021722,B014,EQ00642,75,51,20,Healthy
INV021723,B010,EQ02371,90,12,10,Medium Stock
INV021724,B019,EQ02311,37,32,19,Healthy
INV021725,B006,EQ01436,47,2,14,Low Stock
INV021726,B022,EQ02133,69,55,5,Healthy
INV021727,B005,EQ04167,30,8,27,Low Stock
INV021728,B013,EQ04463,66,60,13,Healthy
INV021729,B004,EQ04346,26,15,8,Healthy
INV021730,B001,EQ02255,37,5,13,Low Stock
INV021731,B021,EQ01278,8,5,25,Low Stock
INV021732,B020,EQ01741,27,11,28,Low Stock
INV021733,B004,EQ00926,61,59,6,Healthy
INV021734,B010,EQ00060,84,29,25,Medium Stock
INV021735,B024,EQ01259,97,9,29,Low Stock
INV021736,B006,EQ01795,65,55,6,Healthy
INV021737,B013,EQ00160,96,88,26,Healthy
INV021738,B009,EQ00950,39,12,28,Low Stock
INV021739,B005,EQ03368,76,59,22,Healthy
